source_strain_id	source_deposit_id	accession	reason	value
straininfo.strain:2148	straininfo.deposit:182911		conflicting_bacdive_reference_not_used	bacdive:5515; deposit matches kgmicrobe.strain:bacdive_5514
straininfo.strain:215501	straininfo.deposit:534349		conflicting_bacdive_reference_not_used	bacdive:16982; deposit matches kgmicrobe.strain:bacdive_16984
straininfo.strain:2250	straininfo.deposit:214647		conflicting_bacdive_reference_not_used	bacdive:5291; deposit matches kgmicrobe.strain:bacdive_157350
straininfo.strain:22881	straininfo.deposit:54903		conflicting_bacdive_reference_not_used	bacdive:5536; deposit matches kgmicrobe.strain:bacdive_140441
straininfo.strain:22881	straininfo.deposit:764392		conflicting_bacdive_reference_not_used	bacdive:5536; deposit matches kgmicrobe.strain:bacdive_140441
straininfo.strain:232784	straininfo.deposit:558285		conflicting_bacdive_reference_not_used	bacdive:24178; deposit matches kgmicrobe.strain:bacdive_7227
straininfo.strain:232784	straininfo.deposit:690363		conflicting_bacdive_reference_not_used	bacdive:24178; deposit matches kgmicrobe.strain:bacdive_7227
straininfo.strain:232784	straininfo.deposit:910621		conflicting_bacdive_reference_not_used	bacdive:24178; deposit matches kgmicrobe.strain:bacdive_7227
straininfo.strain:252	straininfo.deposit:1398		conflicting_bacdive_reference_not_used	bacdive:2103; deposit matches kgmicrobe.strain:bacdive_8146
straininfo.strain:252	straininfo.deposit:1399		conflicting_bacdive_reference_not_used	bacdive:2103; deposit matches kgmicrobe.strain:bacdive_8146
straininfo.strain:252	straininfo.deposit:233253		conflicting_bacdive_reference_not_used	bacdive:2103; deposit matches kgmicrobe.strain:bacdive_8146
straininfo.strain:252	straininfo.deposit:900142		conflicting_bacdive_reference_not_used	bacdive:2103; deposit matches kgmicrobe.strain:bacdive_8146
straininfo.strain:26326	straininfo.deposit:155648		conflicting_bacdive_reference_not_used	bacdive:131136; deposit matches kgmicrobe.strain:bacdive_139375
straininfo.strain:264230	straininfo.deposit:901717		conflicting_bacdive_reference_not_used	bacdive:11880; deposit matches kgmicrobe.strain:bacdive_168375
straininfo.strain:264310	straininfo.deposit:118338		conflicting_bacdive_reference_not_used	bacdive:13923; deposit matches kgmicrobe.strain:bacdive_132049
straininfo.strain:264310	straininfo.deposit:156331		conflicting_bacdive_reference_not_used	bacdive:13923; deposit matches kgmicrobe.strain:bacdive_132049
straininfo.strain:264310	straininfo.deposit:534052		conflicting_bacdive_reference_not_used	bacdive:13923; deposit matches kgmicrobe.strain:bacdive_132049
straininfo.strain:264310	straininfo.deposit:719369		conflicting_bacdive_reference_not_used	bacdive:13923; deposit matches kgmicrobe.strain:bacdive_132049
straininfo.strain:264310	straininfo.deposit:912724		conflicting_bacdive_reference_not_used	bacdive:13923; deposit matches kgmicrobe.strain:bacdive_132049
straininfo.strain:264318	straininfo.deposit:312970		conflicting_bacdive_reference_not_used	bacdive:162907; deposit matches kgmicrobe.strain:bacdive_138780
straininfo.strain:264318	straininfo.deposit:368041		conflicting_bacdive_reference_not_used	bacdive:162907; deposit matches kgmicrobe.strain:bacdive_138780
straininfo.strain:264318	straininfo.deposit:95377		conflicting_bacdive_reference_not_used	bacdive:162907; deposit matches kgmicrobe.strain:bacdive_138780
straininfo.strain:264323	straininfo.deposit:233759		conflicting_bacdive_reference_not_used	bacdive:141274; deposit matches kgmicrobe.strain:bacdive_134778
straininfo.strain:264387	straininfo.deposit:51255		conflicting_bacdive_reference_not_used	bacdive:12692; deposit matches kgmicrobe.strain:bacdive_12691
straininfo.strain:264388	straininfo.deposit:332799		conflicting_bacdive_reference_not_used	bacdive:5481; deposit matches kgmicrobe.strain:bacdive_4959
straininfo.strain:265334	straininfo.deposit:143502		conflicting_bacdive_reference_not_used	bacdive:165439; deposit matches kgmicrobe.strain:bacdive_148259
straininfo.strain:265334	straininfo.deposit:143504		conflicting_bacdive_reference_not_used	bacdive:165439; deposit matches kgmicrobe.strain:bacdive_148259
straininfo.strain:265454	straininfo.deposit:303661		conflicting_bacdive_reference_not_used	bacdive:10571; deposit matches kgmicrobe.strain:bacdive_100901
straininfo.strain:265523	straininfo.deposit:214977		conflicting_bacdive_reference_not_used	bacdive:147037; deposit matches kgmicrobe.strain:bacdive_157315
straininfo.strain:265524	straininfo.deposit:58545		conflicting_bacdive_reference_not_used	bacdive:3798; deposit matches kgmicrobe.strain:bacdive_3797
straininfo.strain:265547	straininfo.deposit:102724		conflicting_bacdive_reference_not_used	bacdive:828; deposit matches kgmicrobe.strain:bacdive_856
straininfo.strain:265547	straininfo.deposit:157892		conflicting_bacdive_reference_not_used	bacdive:828; deposit matches kgmicrobe.strain:bacdive_856
straininfo.strain:265547	straininfo.deposit:157893		conflicting_bacdive_reference_not_used	bacdive:828; deposit matches kgmicrobe.strain:bacdive_856
straininfo.strain:265590	straininfo.deposit:621060		conflicting_bacdive_reference_not_used	bacdive:11861; deposit matches kgmicrobe.strain:bacdive_139880
straininfo.strain:265590	straininfo.deposit:621061		conflicting_bacdive_reference_not_used	bacdive:11861; deposit matches kgmicrobe.strain:bacdive_139880
straininfo.strain:265590	straininfo.deposit:621062		conflicting_bacdive_reference_not_used	bacdive:11861; deposit matches kgmicrobe.strain:bacdive_139880
straininfo.strain:265590	straininfo.deposit:719095		conflicting_bacdive_reference_not_used	bacdive:11861; deposit matches kgmicrobe.strain:bacdive_139880
straininfo.strain:265590	straininfo.deposit:904449		conflicting_bacdive_reference_not_used	bacdive:11861; deposit matches kgmicrobe.strain:bacdive_139880
straininfo.strain:265690	straininfo.deposit:662463		conflicting_bacdive_reference_not_used	bacdive:168568; deposit matches kgmicrobe.strain:bacdive_14821
straininfo.strain:271841	straininfo.deposit:54315		conflicting_bacdive_reference_not_used	bacdive:161786; deposit matches kgmicrobe.strain:bacdive_132206
straininfo.strain:27278	straininfo.deposit:692223		conflicting_bacdive_reference_not_used	bacdive:138534; deposit matches kgmicrobe.strain:bacdive_13560
straininfo.strain:2787	straininfo.deposit:847192		conflicting_bacdive_reference_not_used	bacdive:139392; deposit matches kgmicrobe.strain:bacdive_4441
straininfo.strain:280301	straininfo.deposit:170450		conflicting_bacdive_reference_not_used	bacdive:16745; deposit matches kgmicrobe.strain:bacdive_160312
straininfo.strain:280301	straininfo.deposit:176351		conflicting_bacdive_reference_not_used	bacdive:16745; deposit matches kgmicrobe.strain:bacdive_160312
straininfo.strain:28127	straininfo.deposit:87302		conflicting_bacdive_reference_not_used	bacdive:17944; deposit matches kgmicrobe.strain:bacdive_147968
straininfo.strain:281743	straininfo.deposit:52938		conflicting_bacdive_reference_not_used	bacdive:175364; deposit matches kgmicrobe.strain:bacdive_175366
straininfo.strain:281743	straininfo.deposit:54086		conflicting_bacdive_reference_not_used	bacdive:175364; deposit matches kgmicrobe.strain:bacdive_175366
straininfo.strain:2862	straininfo.deposit:11705		conflicting_bacdive_reference_not_used	bacdive:56; deposit matches kgmicrobe.strain:bacdive_57
straininfo.strain:2862	straininfo.deposit:11708		conflicting_bacdive_reference_not_used	bacdive:56; deposit matches kgmicrobe.strain:bacdive_57
straininfo.strain:2862	straininfo.deposit:161507		conflicting_bacdive_reference_not_used	bacdive:56; deposit matches kgmicrobe.strain:bacdive_57
straininfo.strain:291008	straininfo.deposit:677546		conflicting_bacdive_reference_not_used	bacdive:131115; deposit matches kgmicrobe.strain:bacdive_5640
straininfo.strain:291008	straininfo.deposit:692195		conflicting_bacdive_reference_not_used	bacdive:131115; deposit matches kgmicrobe.strain:bacdive_5640
straininfo.strain:2915	straininfo.deposit:11956		conflicting_bacdive_reference_not_used	bacdive:162846; deposit matches kgmicrobe.strain:bacdive_163111
straininfo.strain:2915	straininfo.deposit:11959		conflicting_bacdive_reference_not_used	bacdive:162846; deposit matches kgmicrobe.strain:bacdive_163111
straininfo.strain:2915	straininfo.deposit:379270		conflicting_bacdive_reference_not_used	bacdive:162846; deposit matches kgmicrobe.strain:bacdive_163111
straininfo.strain:2915	straininfo.deposit:540894		conflicting_bacdive_reference_not_used	bacdive:162846; deposit matches kgmicrobe.strain:bacdive_163111
straininfo.strain:2915	straininfo.deposit:804094		conflicting_bacdive_reference_not_used	bacdive:162846; deposit matches kgmicrobe.strain:bacdive_163111
straininfo.strain:297018	straininfo.deposit:214659		conflicting_bacdive_reference_not_used	bacdive:14447; deposit matches kgmicrobe.strain:bacdive_157517
straininfo.strain:297024	straininfo.deposit:162813		conflicting_bacdive_reference_not_used	bacdive:11466; deposit matches kgmicrobe.strain:bacdive_11464
straininfo.strain:297024	straininfo.deposit:162838		conflicting_bacdive_reference_not_used	bacdive:11466; deposit matches kgmicrobe.strain:bacdive_11465
straininfo.strain:297024	straininfo.deposit:335981		conflicting_bacdive_reference_not_used	bacdive:11466; deposit matches kgmicrobe.strain:bacdive_11464
straininfo.strain:297024	straininfo.deposit:4436		conflicting_bacdive_reference_not_used	bacdive:11466; deposit matches kgmicrobe.strain:bacdive_11464
straininfo.strain:297024	straininfo.deposit:4437		conflicting_bacdive_reference_not_used	bacdive:11466; deposit matches kgmicrobe.strain:bacdive_11464
straininfo.strain:297024	straininfo.deposit:4439		conflicting_bacdive_reference_not_used	bacdive:11466; deposit matches kgmicrobe.strain:bacdive_11464
straininfo.strain:297046	straininfo.deposit:176044		conflicting_bacdive_reference_not_used	bacdive:10865; deposit matches kgmicrobe.strain:bacdive_130481
straininfo.strain:297046	straininfo.deposit:915795		conflicting_bacdive_reference_not_used	bacdive:10865; deposit matches kgmicrobe.strain:bacdive_130481
straininfo.strain:297063	straininfo.deposit:177965		conflicting_bacdive_reference_not_used	bacdive:14908; deposit matches kgmicrobe.strain:bacdive_164920
straininfo.strain:297332	straininfo.deposit:690465		conflicting_bacdive_reference_not_used	bacdive:135404; deposit matches kgmicrobe.strain:bacdive_134190
straininfo.strain:297332	straininfo.deposit:690466		conflicting_bacdive_reference_not_used	bacdive:135404; deposit matches kgmicrobe.strain:bacdive_134190
straininfo.strain:2981	straininfo.deposit:168538		conflicting_bacdive_reference_not_used	bacdive:10559; deposit matches kgmicrobe.strain:bacdive_10564
straininfo.strain:2981	straininfo.deposit:231108		conflicting_bacdive_reference_not_used	bacdive:10559; deposit matches kgmicrobe.strain:bacdive_10564
straininfo.strain:298107	straininfo.deposit:104137		conflicting_bacdive_reference_not_used	bacdive:15155; deposit matches kgmicrobe.strain:bacdive_15154
straininfo.strain:298107	straininfo.deposit:165304		conflicting_bacdive_reference_not_used	bacdive:15155; deposit matches kgmicrobe.strain:bacdive_15154
straininfo.strain:298107	straininfo.deposit:229322		conflicting_bacdive_reference_not_used	bacdive:15155; deposit matches kgmicrobe.strain:bacdive_15154
straininfo.strain:2983	straininfo.deposit:135446		conflicting_bacdive_reference_not_used	bacdive:10548; deposit matches kgmicrobe.strain:bacdive_142384
straininfo.strain:2991	straininfo.deposit:12231		conflicting_bacdive_reference_not_used	bacdive:6004; deposit matches kgmicrobe.strain:bacdive_6003
straininfo.strain:2991	straininfo.deposit:159080		conflicting_bacdive_reference_not_used	bacdive:6004; deposit matches kgmicrobe.strain:bacdive_6003
straininfo.strain:302641	straininfo.deposit:756896		conflicting_bacdive_reference_not_used	bacdive:6643; deposit matches kgmicrobe.strain:bacdive_12904
straininfo.strain:303640	straininfo.deposit:703844		conflicting_bacdive_reference_not_used	bacdive:7756; deposit matches kgmicrobe.strain:bacdive_154525
straininfo.strain:310974	straininfo.deposit:840785		conflicting_bacdive_reference_not_used	bacdive:7435; deposit matches kgmicrobe.strain:bacdive_7436
straininfo.strain:310974	straininfo.deposit:856515		conflicting_bacdive_reference_not_used	bacdive:7435; deposit matches kgmicrobe.strain:bacdive_7436
straininfo.strain:310977	straininfo.deposit:739322		conflicting_bacdive_reference_not_used	bacdive:174325; deposit matches kgmicrobe.strain:bacdive_14108
straininfo.strain:310978	straininfo.deposit:740231		conflicting_bacdive_reference_not_used	bacdive:172669; deposit matches kgmicrobe.strain:bacdive_14106
straininfo.strain:310980	straininfo.deposit:740311		conflicting_bacdive_reference_not_used	bacdive:173172; deposit matches kgmicrobe.strain:bacdive_14107
straininfo.strain:310981	straininfo.deposit:740325		conflicting_bacdive_reference_not_used	bacdive:174175; deposit matches kgmicrobe.strain:bacdive_14109
straininfo.strain:311027	straininfo.deposit:11927		conflicting_bacdive_reference_not_used	bacdive:48; deposit matches kgmicrobe.strain:bacdive_23496
straininfo.strain:311027	straininfo.deposit:11927		conflicting_bacdive_reference_not_used	bacdive:48; deposit matches kgmicrobe.strain:bacdive_49
straininfo.strain:311027	straininfo.deposit:11933		conflicting_bacdive_reference_not_used	bacdive:48; deposit matches kgmicrobe.strain:bacdive_23496
straininfo.strain:311027	straininfo.deposit:11933		conflicting_bacdive_reference_not_used	bacdive:48; deposit matches kgmicrobe.strain:bacdive_49
straininfo.strain:311027	straininfo.deposit:160573		conflicting_bacdive_reference_not_used	bacdive:48; deposit matches kgmicrobe.strain:bacdive_49
straininfo.strain:311027	straininfo.deposit:909228		conflicting_bacdive_reference_not_used	bacdive:48; deposit matches kgmicrobe.strain:bacdive_23496
straininfo.strain:311037	straininfo.deposit:7096		conflicting_bacdive_reference_not_used	bacdive:4328; deposit matches kgmicrobe.strain:bacdive_4329
straininfo.strain:311042	straininfo.deposit:140466		conflicting_bacdive_reference_not_used	bacdive:10478; deposit matches kgmicrobe.strain:bacdive_144438
straininfo.strain:311042	straininfo.deposit:140467		conflicting_bacdive_reference_not_used	bacdive:10478; deposit matches kgmicrobe.strain:bacdive_144438
straininfo.strain:311050	straininfo.deposit:30322		conflicting_bacdive_reference_not_used	bacdive:14117; deposit matches kgmicrobe.strain:bacdive_142960
straininfo.strain:311050	straininfo.deposit:30325		conflicting_bacdive_reference_not_used	bacdive:14117; deposit matches kgmicrobe.strain:bacdive_142960
straininfo.strain:311075	straininfo.deposit:42796		conflicting_bacdive_reference_not_used	bacdive:134750; deposit matches kgmicrobe.strain:bacdive_1840
straininfo.strain:319114	straininfo.deposit:231032		conflicting_bacdive_reference_not_used	bacdive:15408; deposit matches kgmicrobe.strain:bacdive_15405
straininfo.strain:319360	straininfo.deposit:141943		conflicting_bacdive_reference_not_used	bacdive:154665; deposit matches kgmicrobe.strain:bacdive_143565
straininfo.strain:319360	straininfo.deposit:141945		conflicting_bacdive_reference_not_used	bacdive:154665; deposit matches kgmicrobe.strain:bacdive_143565
straininfo.strain:319360	straininfo.deposit:702255		conflicting_bacdive_reference_not_used	bacdive:154665; deposit matches kgmicrobe.strain:bacdive_143565
straininfo.strain:3285	straininfo.deposit:13429		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3285	straininfo.deposit:13430		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3285	straininfo.deposit:13431		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3285	straininfo.deposit:13432		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3285	straininfo.deposit:152007		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3285	straininfo.deposit:152008		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3285	straininfo.deposit:152070		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3285	straininfo.deposit:171393		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3285	straininfo.deposit:506674		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3285	straininfo.deposit:555720		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3285	straininfo.deposit:555721		conflicting_bacdive_reference_not_used	bacdive:6458; deposit matches kgmicrobe.strain:bacdive_6459
straininfo.strain:3358	straininfo.deposit:164053		conflicting_bacdive_reference_not_used	bacdive:6427; deposit matches kgmicrobe.strain:bacdive_6431
straininfo.strain:3358	straininfo.deposit:96062		conflicting_bacdive_reference_not_used	bacdive:6427; deposit matches kgmicrobe.strain:bacdive_6431
straininfo.strain:3381	straininfo.deposit:171449		conflicting_bacdive_reference_not_used	bacdive:162873; deposit matches kgmicrobe.strain:bacdive_161188
straininfo.strain:343335	straininfo.deposit:234555		conflicting_bacdive_reference_not_used	bacdive:141276; deposit matches kgmicrobe.strain:bacdive_134777
straininfo.strain:343339	straininfo.deposit:98730		conflicting_bacdive_reference_not_used	bacdive:16074; deposit matches kgmicrobe.strain:bacdive_15234
straininfo.strain:343905	straininfo.deposit:31263		conflicting_bacdive_reference_not_used	bacdive:5314; deposit matches kgmicrobe.strain:bacdive_5310
straininfo.strain:343905	straininfo.deposit:9202		conflicting_bacdive_reference_not_used	bacdive:5314; deposit matches kgmicrobe.strain:bacdive_5310
straininfo.strain:343905	straininfo.deposit:9204		conflicting_bacdive_reference_not_used	bacdive:5314; deposit matches kgmicrobe.strain:bacdive_5310
straininfo.strain:3458	straininfo.deposit:14476		conflicting_bacdive_reference_not_used	bacdive:14708; deposit matches kgmicrobe.strain:bacdive_155285
straininfo.strain:34659	straininfo.deposit:166615		conflicting_bacdive_reference_not_used	bacdive:164950; deposit matches kgmicrobe.strain:bacdive_14999
straininfo.strain:34795	straininfo.deposit:692073		conflicting_bacdive_reference_not_used	bacdive:10667; deposit matches kgmicrobe.strain:bacdive_10639
straininfo.strain:34895	straininfo.deposit:152308		conflicting_bacdive_reference_not_used	bacdive:136381; deposit matches kgmicrobe.strain:bacdive_137805
straininfo.strain:34895	straininfo.deposit:152309		conflicting_bacdive_reference_not_used	bacdive:136381; deposit matches kgmicrobe.strain:bacdive_137805
straininfo.strain:34895	straininfo.deposit:152310		conflicting_bacdive_reference_not_used	bacdive:136381; deposit matches kgmicrobe.strain:bacdive_137805
straininfo.strain:35027	straininfo.deposit:233596		conflicting_bacdive_reference_not_used	bacdive:162854; deposit matches kgmicrobe.strain:bacdive_135140
straininfo.strain:35082	straininfo.deposit:755452		conflicting_bacdive_reference_not_used	bacdive:15216; deposit matches kgmicrobe.strain:bacdive_16345
straininfo.strain:35277	straininfo.deposit:158203		conflicting_bacdive_reference_not_used	bacdive:721; deposit matches kgmicrobe.strain:bacdive_730
straininfo.strain:35277	straininfo.deposit:505313		conflicting_bacdive_reference_not_used	bacdive:721; deposit matches kgmicrobe.strain:bacdive_162737
straininfo.strain:35277	straininfo.deposit:505314		conflicting_bacdive_reference_not_used	bacdive:721; deposit matches kgmicrobe.strain:bacdive_162737
straininfo.strain:35277	straininfo.deposit:803063		conflicting_bacdive_reference_not_used	bacdive:721; deposit matches kgmicrobe.strain:bacdive_162737
straininfo.strain:35277	straininfo.deposit:95484		conflicting_bacdive_reference_not_used	bacdive:721; deposit matches kgmicrobe.strain:bacdive_730
straininfo.strain:35277	straininfo.deposit:95485		conflicting_bacdive_reference_not_used	bacdive:721; deposit matches kgmicrobe.strain:bacdive_730
straininfo.strain:35277	straininfo.deposit:95486		conflicting_bacdive_reference_not_used	bacdive:721; deposit matches kgmicrobe.strain:bacdive_730
straininfo.strain:35292	straininfo.deposit:132906		conflicting_bacdive_reference_not_used	bacdive:3115; deposit matches kgmicrobe.strain:bacdive_3114
straininfo.strain:35292	straininfo.deposit:132908		conflicting_bacdive_reference_not_used	bacdive:3115; deposit matches kgmicrobe.strain:bacdive_3114
straininfo.strain:35292	straininfo.deposit:847630		conflicting_bacdive_reference_not_used	bacdive:3115; deposit matches kgmicrobe.strain:bacdive_3114
straininfo.strain:35292	straininfo.deposit:95522		conflicting_bacdive_reference_not_used	bacdive:3115; deposit matches kgmicrobe.strain:bacdive_3114
straininfo.strain:35292	straininfo.deposit:95523		conflicting_bacdive_reference_not_used	bacdive:3115; deposit matches kgmicrobe.strain:bacdive_3114
straininfo.strain:35336	straininfo.deposit:166997		conflicting_bacdive_reference_not_used	bacdive:15955; deposit matches kgmicrobe.strain:bacdive_15935
straininfo.strain:35336	straininfo.deposit:95651		conflicting_bacdive_reference_not_used	bacdive:15955; deposit matches kgmicrobe.strain:bacdive_15935
straininfo.strain:35336	straininfo.deposit:95653		conflicting_bacdive_reference_not_used	bacdive:15955; deposit matches kgmicrobe.strain:bacdive_15935
straininfo.strain:354033	straininfo.deposit:147912		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:147913		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:183145		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:183148		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:184		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:185		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:186		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:188		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:229530		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:325		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:398776		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:509525		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:553292		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:746960		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:354033	straininfo.deposit:796625		conflicting_bacdive_reference_not_used	bacdive:5; deposit matches kgmicrobe.strain:bacdive_4
straininfo.strain:35405	straininfo.deposit:166113		conflicting_bacdive_reference_not_used	bacdive:15016; deposit matches kgmicrobe.strain:bacdive_15021
straininfo.strain:35405	straininfo.deposit:166114		conflicting_bacdive_reference_not_used	bacdive:15016; deposit matches kgmicrobe.strain:bacdive_15021
straininfo.strain:35514	straininfo.deposit:234899		conflicting_bacdive_reference_not_used	bacdive:142341; deposit matches kgmicrobe.strain:bacdive_137467
straininfo.strain:35572	straininfo.deposit:150757		conflicting_bacdive_reference_not_used	bacdive:136566; deposit matches kgmicrobe.strain:bacdive_100287
straininfo.strain:3561	straininfo.deposit:15051		conflicting_bacdive_reference_not_used	bacdive:7151; deposit matches kgmicrobe.strain:bacdive_7150
straininfo.strain:35673	straininfo.deposit:162983		conflicting_bacdive_reference_not_used	bacdive:139686; deposit matches kgmicrobe.strain:bacdive_629
straininfo.strain:3577	straininfo.deposit:214649		conflicting_bacdive_reference_not_used	bacdive:7673; deposit matches kgmicrobe.strain:bacdive_157397
straininfo.strain:3582	straininfo.deposit:234279		conflicting_bacdive_reference_not_used	bacdive:138929; deposit matches kgmicrobe.strain:bacdive_135601
straininfo.strain:35867	straininfo.deposit:164016		conflicting_bacdive_reference_not_used	bacdive:7476; deposit matches kgmicrobe.strain:bacdive_3081
straininfo.strain:35867	straininfo.deposit:164017		conflicting_bacdive_reference_not_used	bacdive:7476; deposit matches kgmicrobe.strain:bacdive_3081
straininfo.strain:35930	straininfo.deposit:163185		conflicting_bacdive_reference_not_used	bacdive:131740; deposit matches kgmicrobe.strain:bacdive_6874
straininfo.strain:35930	straininfo.deposit:231346		conflicting_bacdive_reference_not_used	bacdive:131740; deposit matches kgmicrobe.strain:bacdive_6874
straininfo.strain:35930	straininfo.deposit:55291		conflicting_bacdive_reference_not_used	bacdive:131740; deposit matches kgmicrobe.strain:bacdive_6874
straininfo.strain:35983	straininfo.deposit:230901		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15349
straininfo.strain:35983	straininfo.deposit:486497		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15349
straininfo.strain:35983	straininfo.deposit:50821		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15349
straininfo.strain:35983	straininfo.deposit:50823		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15349
straininfo.strain:35983	straininfo.deposit:50825		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15349
straininfo.strain:35983	straininfo.deposit:50828		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15349
straininfo.strain:35983	straininfo.deposit:691498		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15362
straininfo.strain:35983	straininfo.deposit:691500		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15364
straininfo.strain:35983	straininfo.deposit:97353		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15362
straininfo.strain:35983	straininfo.deposit:97354		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15362
straininfo.strain:35983	straininfo.deposit:97361		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15364
straininfo.strain:35983	straininfo.deposit:97362		conflicting_bacdive_reference_not_used	bacdive:15344; deposit matches kgmicrobe.strain:bacdive_15364
straininfo.strain:360701	straininfo.deposit:837131		conflicting_bacdive_reference_not_used	bacdive:13760; deposit matches kgmicrobe.strain:bacdive_13759
straininfo.strain:360701	straininfo.deposit:871689		conflicting_bacdive_reference_not_used	bacdive:13760; deposit matches kgmicrobe.strain:bacdive_13759
straininfo.strain:360701	straininfo.deposit:913670		conflicting_bacdive_reference_not_used	bacdive:13760; deposit matches kgmicrobe.strain:bacdive_13759
straininfo.strain:361451	straininfo.deposit:897272		conflicting_bacdive_reference_not_used	bacdive:14130; deposit matches kgmicrobe.strain:bacdive_14380
straininfo.strain:36166	straininfo.deposit:140670		conflicting_bacdive_reference_not_used	bacdive:10746; deposit matches kgmicrobe.strain:bacdive_142052
straininfo.strain:36166	straininfo.deposit:140673		conflicting_bacdive_reference_not_used	bacdive:10746; deposit matches kgmicrobe.strain:bacdive_142052
straininfo.strain:362086	straininfo.deposit:840685		conflicting_bacdive_reference_not_used	bacdive:138529; deposit matches kgmicrobe.strain:bacdive_131373
straininfo.strain:36221	straininfo.deposit:166805		conflicting_bacdive_reference_not_used	bacdive:15249; deposit matches kgmicrobe.strain:bacdive_15251
straininfo.strain:362851	straininfo.deposit:900068		conflicting_bacdive_reference_not_used	bacdive:14251; deposit matches kgmicrobe.strain:bacdive_23129
straininfo.strain:36301	straininfo.deposit:691621		conflicting_bacdive_reference_not_used	bacdive:15570; deposit matches kgmicrobe.strain:bacdive_15855
straininfo.strain:36370	straininfo.deposit:166254		conflicting_bacdive_reference_not_used	bacdive:15497; deposit matches kgmicrobe.strain:bacdive_15495
straininfo.strain:36395	straininfo.deposit:537907		conflicting_bacdive_reference_not_used	bacdive:135618; deposit matches kgmicrobe.strain:bacdive_162902
