source_strain_id	source_deposit_id	accession	reason	value
straininfo.strain:8344	straininfo.deposit:34268		conflicting_bacdive_reference_not_used	bacdive:11492; deposit matches kgmicrobe.strain:bacdive_135258
straininfo.strain:8345	straininfo.deposit:34275		conflicting_bacdive_reference_not_used	bacdive:135182; deposit matches kgmicrobe.strain:bacdive_11493
straininfo.strain:85089	straininfo.deposit:539321		conflicting_bacdive_reference_not_used	bacdive:17311; deposit matches kgmicrobe.strain:bacdive_163218
straininfo.strain:85089	straininfo.deposit:803384		conflicting_bacdive_reference_not_used	bacdive:17311; deposit matches kgmicrobe.strain:bacdive_163218
straininfo.strain:85200	straininfo.deposit:149453		conflicting_bacdive_reference_not_used	bacdive:2302; deposit matches kgmicrobe.strain:bacdive_2301
straininfo.strain:85200	straininfo.deposit:20182		conflicting_bacdive_reference_not_used	bacdive:2302; deposit matches kgmicrobe.strain:bacdive_2301
straininfo.strain:85200	straininfo.deposit:20183		conflicting_bacdive_reference_not_used	bacdive:2302; deposit matches kgmicrobe.strain:bacdive_2301
straininfo.strain:85200	straininfo.deposit:20185		conflicting_bacdive_reference_not_used	bacdive:2302; deposit matches kgmicrobe.strain:bacdive_2301
straininfo.strain:85200	straininfo.deposit:20186		conflicting_bacdive_reference_not_used	bacdive:2302; deposit matches kgmicrobe.strain:bacdive_2301
straininfo.strain:85200	straininfo.deposit:20187		conflicting_bacdive_reference_not_used	bacdive:2302; deposit matches kgmicrobe.strain:bacdive_2301
straininfo.strain:85200	straininfo.deposit:20188		conflicting_bacdive_reference_not_used	bacdive:2302; deposit matches kgmicrobe.strain:bacdive_2301
straininfo.strain:85200	straininfo.deposit:20189		conflicting_bacdive_reference_not_used	bacdive:2302; deposit matches kgmicrobe.strain:bacdive_2301
straininfo.strain:85200	straininfo.deposit:20191		conflicting_bacdive_reference_not_used	bacdive:2302; deposit matches kgmicrobe.strain:bacdive_2301
straininfo.strain:85200	straininfo.deposit:20192		conflicting_bacdive_reference_not_used	bacdive:2302; deposit matches kgmicrobe.strain:bacdive_2301
straininfo.strain:8651	straininfo.deposit:141966		conflicting_bacdive_reference_not_used	bacdive:12634; deposit matches kgmicrobe.strain:bacdive_149200
straininfo.strain:86534	straininfo.deposit:276905		conflicting_bacdive_reference_not_used	bacdive:23007; deposit matches kgmicrobe.strain:bacdive_166139
straininfo.strain:86534	straininfo.deposit:843064		conflicting_bacdive_reference_not_used	bacdive:23007; deposit matches kgmicrobe.strain:bacdive_166139
straininfo.strain:87522	straininfo.deposit:31935		conflicting_bacdive_reference_not_used	bacdive:13024; deposit matches kgmicrobe.strain:bacdive_24420
straininfo.strain:87714	straininfo.deposit:278094		conflicting_bacdive_reference_not_used	bacdive:139828; deposit matches kgmicrobe.strain:bacdive_140650
straininfo.strain:87878	straininfo.deposit:381515		conflicting_bacdive_reference_not_used	bacdive:158046; deposit matches kgmicrobe.strain:bacdive_13101
straininfo.strain:87966	straininfo.deposit:302669		conflicting_bacdive_reference_not_used	bacdive:1568; deposit matches kgmicrobe.strain:bacdive_135080
straininfo.strain:87966	straininfo.deposit:400407		conflicting_bacdive_reference_not_used	bacdive:1568; deposit matches kgmicrobe.strain:bacdive_135080
straininfo.strain:87966	straininfo.deposit:840687		conflicting_bacdive_reference_not_used	bacdive:1568; deposit matches kgmicrobe.strain:bacdive_135080
straininfo.strain:88044	straininfo.deposit:15640		conflicting_bacdive_reference_not_used	bacdive:1878; deposit matches kgmicrobe.strain:bacdive_141433
straininfo.strain:88044	straininfo.deposit:15641		conflicting_bacdive_reference_not_used	bacdive:1878; deposit matches kgmicrobe.strain:bacdive_141433
straininfo.strain:88044	straininfo.deposit:15642		conflicting_bacdive_reference_not_used	bacdive:1878; deposit matches kgmicrobe.strain:bacdive_141433
straininfo.strain:8812	straininfo.deposit:150627		conflicting_bacdive_reference_not_used	bacdive:5274; deposit matches kgmicrobe.strain:bacdive_138610
straininfo.strain:8812	straininfo.deposit:35598		conflicting_bacdive_reference_not_used	bacdive:5274; deposit matches kgmicrobe.strain:bacdive_138610
straininfo.strain:88614	straininfo.deposit:168883		conflicting_bacdive_reference_not_used	bacdive:7805; deposit matches kgmicrobe.strain:bacdive_100082
straininfo.strain:88614	straininfo.deposit:168884		conflicting_bacdive_reference_not_used	bacdive:7805; deposit matches kgmicrobe.strain:bacdive_100082
straininfo.strain:88614	straininfo.deposit:168885		conflicting_bacdive_reference_not_used	bacdive:7805; deposit matches kgmicrobe.strain:bacdive_100082
straininfo.strain:88615	straininfo.deposit:114861		conflicting_bacdive_reference_not_used	bacdive:7833; deposit matches kgmicrobe.strain:bacdive_100173
straininfo.strain:88615	straininfo.deposit:114863		conflicting_bacdive_reference_not_used	bacdive:7833; deposit matches kgmicrobe.strain:bacdive_100173
straininfo.strain:88617	straininfo.deposit:170071		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88617	straininfo.deposit:170072		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88617	straininfo.deposit:170073		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88617	straininfo.deposit:170074		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88617	straininfo.deposit:176197		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88617	straininfo.deposit:176198		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88617	straininfo.deposit:237506		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88617	straininfo.deposit:319830		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88617	straininfo.deposit:333520		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88617	straininfo.deposit:508381		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88617	straininfo.deposit:752433		conflicting_bacdive_reference_not_used	bacdive:7838; deposit matches kgmicrobe.strain:bacdive_7828
straininfo.strain:88643	straininfo.deposit:114857		conflicting_bacdive_reference_not_used	bacdive:7832; deposit matches kgmicrobe.strain:bacdive_100176
straininfo.strain:88643	straininfo.deposit:114859		conflicting_bacdive_reference_not_used	bacdive:7832; deposit matches kgmicrobe.strain:bacdive_100176
straininfo.strain:8913	straininfo.deposit:747112		conflicting_bacdive_reference_not_used	bacdive:6454; deposit matches kgmicrobe.strain:bacdive_6570
straininfo.strain:9076	straininfo.deposit:36303		conflicting_bacdive_reference_not_used	bacdive:2291; deposit matches kgmicrobe.strain:bacdive_2289
straininfo.strain:9112	straininfo.deposit:36394		conflicting_bacdive_reference_not_used	bacdive:135992; deposit matches kgmicrobe.strain:bacdive_143943
straininfo.strain:92094	straininfo.deposit:150773		conflicting_bacdive_reference_not_used	bacdive:241; deposit matches kgmicrobe.strain:bacdive_4409
straininfo.strain:92094	straininfo.deposit:233921		conflicting_bacdive_reference_not_used	bacdive:241; deposit matches kgmicrobe.strain:bacdive_4409
straininfo.strain:92094	straininfo.deposit:847403		conflicting_bacdive_reference_not_used	bacdive:241; deposit matches kgmicrobe.strain:bacdive_4409
straininfo.strain:92094	straininfo.deposit:94082		conflicting_bacdive_reference_not_used	bacdive:241; deposit matches kgmicrobe.strain:bacdive_4409
straininfo.strain:92094	straininfo.deposit:94085		conflicting_bacdive_reference_not_used	bacdive:241; deposit matches kgmicrobe.strain:bacdive_4409
straininfo.strain:92102	straininfo.deposit:2942		conflicting_bacdive_reference_not_used	bacdive:327; deposit matches kgmicrobe.strain:bacdive_141383
straininfo.strain:92125	straininfo.deposit:4219		conflicting_bacdive_reference_not_used	bacdive:151838; deposit matches kgmicrobe.strain:bacdive_13969
straininfo.strain:92125	straininfo.deposit:4221		conflicting_bacdive_reference_not_used	bacdive:151838; deposit matches kgmicrobe.strain:bacdive_13969
straininfo.strain:92140	straininfo.deposit:233388		conflicting_bacdive_reference_not_used	bacdive:683; deposit matches kgmicrobe.strain:bacdive_139166
straininfo.strain:92140	straininfo.deposit:283426		conflicting_bacdive_reference_not_used	bacdive:683; deposit matches kgmicrobe.strain:bacdive_141432
straininfo.strain:92182	straininfo.deposit:38416		conflicting_bacdive_reference_not_used	bacdive:6507; deposit matches kgmicrobe.strain:bacdive_143528
straininfo.strain:92183	straininfo.deposit:6238		conflicting_bacdive_reference_not_used	bacdive:144032; deposit matches kgmicrobe.strain:bacdive_144283
straininfo.strain:92183	straininfo.deposit:6240		conflicting_bacdive_reference_not_used	bacdive:144032; deposit matches kgmicrobe.strain:bacdive_144283
straininfo.strain:92187	straininfo.deposit:6430		conflicting_bacdive_reference_not_used	bacdive:143850; deposit matches kgmicrobe.strain:bacdive_143851
straininfo.strain:92200	straininfo.deposit:133113		conflicting_bacdive_reference_not_used	bacdive:137335; deposit matches kgmicrobe.strain:bacdive_144250
straininfo.strain:92200	straininfo.deposit:214745		conflicting_bacdive_reference_not_used	bacdive:137335; deposit matches kgmicrobe.strain:bacdive_157335
straininfo.strain:92200	straininfo.deposit:8524		conflicting_bacdive_reference_not_used	bacdive:137335; deposit matches kgmicrobe.strain:bacdive_144250
straininfo.strain:92204	straininfo.deposit:214720		conflicting_bacdive_reference_not_used	bacdive:7556; deposit matches kgmicrobe.strain:bacdive_157510
straininfo.strain:92212	straininfo.deposit:13076		conflicting_bacdive_reference_not_used	bacdive:137642; deposit matches kgmicrobe.strain:bacdive_6405
straininfo.strain:92244	straininfo.deposit:214648		conflicting_bacdive_reference_not_used	bacdive:4433; deposit matches kgmicrobe.strain:bacdive_157389
straininfo.strain:92300	straininfo.deposit:163970		conflicting_bacdive_reference_not_used	bacdive:6444; deposit matches kgmicrobe.strain:bacdive_6443
straininfo.strain:92300	straininfo.deposit:171317		conflicting_bacdive_reference_not_used	bacdive:6444; deposit matches kgmicrobe.strain:bacdive_6443
straininfo.strain:92338	straininfo.deposit:137648		conflicting_bacdive_reference_not_used	bacdive:6817; deposit matches kgmicrobe.strain:bacdive_143934
straininfo.strain:92366	straininfo.deposit:140945		conflicting_bacdive_reference_not_used	bacdive:13693; deposit matches kgmicrobe.strain:bacdive_146009
straininfo.strain:92366	straininfo.deposit:153691		conflicting_bacdive_reference_not_used	bacdive:13693; deposit matches kgmicrobe.strain:bacdive_13707
straininfo.strain:92366	straininfo.deposit:16113		conflicting_bacdive_reference_not_used	bacdive:13693; deposit matches kgmicrobe.strain:bacdive_146009
straininfo.strain:92366	straininfo.deposit:16115		conflicting_bacdive_reference_not_used	bacdive:13693; deposit matches kgmicrobe.strain:bacdive_13707
straininfo.strain:92366	straininfo.deposit:16120		conflicting_bacdive_reference_not_used	bacdive:13693; deposit matches kgmicrobe.strain:bacdive_13707
straininfo.strain:92366	straininfo.deposit:335214		conflicting_bacdive_reference_not_used	bacdive:13693; deposit matches kgmicrobe.strain:bacdive_162970
straininfo.strain:92366	straininfo.deposit:335215		conflicting_bacdive_reference_not_used	bacdive:13693; deposit matches kgmicrobe.strain:bacdive_162970
straininfo.strain:92366	straininfo.deposit:802670		conflicting_bacdive_reference_not_used	bacdive:13693; deposit matches kgmicrobe.strain:bacdive_162970
straininfo.strain:92404	straininfo.deposit:533794		conflicting_bacdive_reference_not_used	bacdive:13065; deposit matches kgmicrobe.strain:bacdive_141279
straininfo.strain:9242	straininfo.deposit:137241		conflicting_bacdive_reference_not_used	bacdive:11950; deposit matches kgmicrobe.strain:bacdive_149394
straininfo.strain:9242	straininfo.deposit:686142		conflicting_bacdive_reference_not_used	bacdive:11950; deposit matches kgmicrobe.strain:bacdive_149394
straininfo.strain:92422	straininfo.deposit:909296		conflicting_bacdive_reference_not_used	bacdive:10906; deposit matches kgmicrobe.strain:bacdive_130476
straininfo.strain:92446	straininfo.deposit:401310		conflicting_bacdive_reference_not_used	bacdive:15184; deposit matches kgmicrobe.strain:bacdive_15199
straininfo.strain:92446	straininfo.deposit:691472		conflicting_bacdive_reference_not_used	bacdive:15184; deposit matches kgmicrobe.strain:bacdive_15199
straininfo.strain:92446	straininfo.deposit:95933		conflicting_bacdive_reference_not_used	bacdive:15184; deposit matches kgmicrobe.strain:bacdive_15199
straininfo.strain:92469	straininfo.deposit:28916		conflicting_bacdive_reference_not_used	bacdive:145690; deposit matches kgmicrobe.strain:bacdive_146049
straininfo.strain:92501	straininfo.deposit:32703		conflicting_bacdive_reference_not_used	bacdive:14799; deposit matches kgmicrobe.strain:bacdive_148447
straininfo.strain:92504	straininfo.deposit:32784		conflicting_bacdive_reference_not_used	bacdive:14730; deposit matches kgmicrobe.strain:bacdive_145482
straininfo.strain:92550	straininfo.deposit:152469		conflicting_bacdive_reference_not_used	bacdive:6870; deposit matches kgmicrobe.strain:bacdive_134408
straininfo.strain:92551	straininfo.deposit:538432		conflicting_bacdive_reference_not_used	bacdive:7669; deposit matches kgmicrobe.strain:bacdive_162885
straininfo.strain:92551	straininfo.deposit:538433		conflicting_bacdive_reference_not_used	bacdive:7669; deposit matches kgmicrobe.strain:bacdive_162885
straininfo.strain:92551	straininfo.deposit:803289		conflicting_bacdive_reference_not_used	bacdive:7669; deposit matches kgmicrobe.strain:bacdive_162885
straininfo.strain:92551	straininfo.deposit:93718		conflicting_bacdive_reference_not_used	bacdive:7669; deposit matches kgmicrobe.strain:bacdive_162885
straininfo.strain:92551	straininfo.deposit:93719		conflicting_bacdive_reference_not_used	bacdive:7669; deposit matches kgmicrobe.strain:bacdive_162885
straininfo.strain:9258	straininfo.deposit:327303		conflicting_bacdive_reference_not_used	bacdive:147939; deposit matches kgmicrobe.strain:bacdive_6603
straininfo.strain:9258	straininfo.deposit:371310		conflicting_bacdive_reference_not_used	bacdive:147939; deposit matches kgmicrobe.strain:bacdive_6603
straininfo.strain:9258	straininfo.deposit:840757		conflicting_bacdive_reference_not_used	bacdive:147939; deposit matches kgmicrobe.strain:bacdive_6603
straininfo.strain:92580	straininfo.deposit:40521		conflicting_bacdive_reference_not_used	bacdive:14683; deposit matches kgmicrobe.strain:bacdive_14686
straininfo.strain:92601	straininfo.deposit:156791		conflicting_bacdive_reference_not_used	bacdive:2563; deposit matches kgmicrobe.strain:bacdive_2547
straininfo.strain:92601	straininfo.deposit:42819		conflicting_bacdive_reference_not_used	bacdive:2563; deposit matches kgmicrobe.strain:bacdive_2547
straininfo.strain:92620	straininfo.deposit:170303		conflicting_bacdive_reference_not_used	bacdive:15630; deposit matches kgmicrobe.strain:bacdive_15995
straininfo.strain:92620	straininfo.deposit:170305		conflicting_bacdive_reference_not_used	bacdive:15630; deposit matches kgmicrobe.strain:bacdive_15995
straininfo.strain:92620	straininfo.deposit:170307		conflicting_bacdive_reference_not_used	bacdive:15630; deposit matches kgmicrobe.strain:bacdive_15995
straininfo.strain:92620	straininfo.deposit:170308		conflicting_bacdive_reference_not_used	bacdive:15630; deposit matches kgmicrobe.strain:bacdive_15995
straininfo.strain:92620	straininfo.deposit:228644		conflicting_bacdive_reference_not_used	bacdive:15630; deposit matches kgmicrobe.strain:bacdive_15995
straininfo.strain:92620	straininfo.deposit:230465		conflicting_bacdive_reference_not_used	bacdive:15630; deposit matches kgmicrobe.strain:bacdive_15995
straininfo.strain:92620	straininfo.deposit:48482		conflicting_bacdive_reference_not_used	bacdive:15630; deposit matches kgmicrobe.strain:bacdive_15995
straininfo.strain:92646	straininfo.deposit:223461		conflicting_bacdive_reference_not_used	bacdive:16098; deposit matches kgmicrobe.strain:bacdive_16442
straininfo.strain:92646	straininfo.deposit:691539		conflicting_bacdive_reference_not_used	bacdive:16098; deposit matches kgmicrobe.strain:bacdive_16442
straininfo.strain:92686	straininfo.deposit:234567		conflicting_bacdive_reference_not_used	bacdive:165352; deposit matches kgmicrobe.strain:bacdive_135573
straininfo.strain:92688	straininfo.deposit:149754		conflicting_bacdive_reference_not_used	bacdive:5499; deposit matches kgmicrobe.strain:bacdive_5497
straininfo.strain:92688	straininfo.deposit:157697		conflicting_bacdive_reference_not_used	bacdive:5499; deposit matches kgmicrobe.strain:bacdive_5497
straininfo.strain:92688	straininfo.deposit:487125		conflicting_bacdive_reference_not_used	bacdive:5499; deposit matches kgmicrobe.strain:bacdive_5497
straininfo.strain:92696	straininfo.deposit:137020		conflicting_bacdive_reference_not_used	bacdive:14470; deposit matches kgmicrobe.strain:bacdive_4970
straininfo.strain:92713	straininfo.deposit:234730		conflicting_bacdive_reference_not_used	bacdive:14053; deposit matches kgmicrobe.strain:bacdive_138895
straininfo.strain:92713	straininfo.deposit:53753		conflicting_bacdive_reference_not_used	bacdive:14053; deposit matches kgmicrobe.strain:bacdive_138895
straininfo.strain:92713	straininfo.deposit:53762		conflicting_bacdive_reference_not_used	bacdive:14053; deposit matches kgmicrobe.strain:bacdive_138895
straininfo.strain:92713	straininfo.deposit:538995		conflicting_bacdive_reference_not_used	bacdive:14053; deposit matches kgmicrobe.strain:bacdive_138895
straininfo.strain:92713	straininfo.deposit:802638		conflicting_bacdive_reference_not_used	bacdive:14053; deposit matches kgmicrobe.strain:bacdive_138895
straininfo.strain:92752	straininfo.deposit:8758		conflicting_bacdive_reference_not_used	bacdive:3771; deposit matches kgmicrobe.strain:bacdive_17742
straininfo.strain:92759	straininfo.deposit:207629		conflicting_bacdive_reference_not_used	bacdive:163096; deposit matches kgmicrobe.strain:bacdive_163301
straininfo.strain:92759	straininfo.deposit:486857		conflicting_bacdive_reference_not_used	bacdive:163096; deposit matches kgmicrobe.strain:bacdive_163301
straininfo.strain:92793	straininfo.deposit:166674		conflicting_bacdive_reference_not_used	bacdive:16231; deposit matches kgmicrobe.strain:bacdive_16258
straininfo.strain:92793	straininfo.deposit:95708		conflicting_bacdive_reference_not_used	bacdive:16231; deposit matches kgmicrobe.strain:bacdive_16258
straininfo.strain:92793	straininfo.deposit:95710		conflicting_bacdive_reference_not_used	bacdive:16231; deposit matches kgmicrobe.strain:bacdive_102999
straininfo.strain:92818	straininfo.deposit:132196		conflicting_bacdive_reference_not_used	bacdive:2723; deposit matches kgmicrobe.strain:bacdive_2724
straininfo.strain:92818	straininfo.deposit:177686		conflicting_bacdive_reference_not_used	bacdive:2723; deposit matches kgmicrobe.strain:bacdive_2724
straininfo.strain:92940	straininfo.deposit:156967		conflicting_bacdive_reference_not_used	bacdive:15692; deposit matches kgmicrobe.strain:bacdive_15621
straininfo.strain:92940	straininfo.deposit:156968		conflicting_bacdive_reference_not_used	bacdive:15692; deposit matches kgmicrobe.strain:bacdive_15621
straininfo.strain:92952	straininfo.deposit:228412		conflicting_bacdive_reference_not_used	bacdive:15603; deposit matches kgmicrobe.strain:bacdive_15604
straininfo.strain:92965	straininfo.deposit:169078		conflicting_bacdive_reference_not_used	bacdive:16968; deposit matches kgmicrobe.strain:bacdive_16773
straininfo.strain:92970	straininfo.deposit:126909		conflicting_bacdive_reference_not_used	bacdive:147057; deposit matches kgmicrobe.strain:bacdive_160
straininfo.strain:92985	straininfo.deposit:167032		conflicting_bacdive_reference_not_used	bacdive:16186; deposit matches kgmicrobe.strain:bacdive_16185
straininfo.strain:92985	straininfo.deposit:182311		conflicting_bacdive_reference_not_used	bacdive:16186; deposit matches kgmicrobe.strain:bacdive_16185
straininfo.strain:92985	straininfo.deposit:182312		conflicting_bacdive_reference_not_used	bacdive:16186; deposit matches kgmicrobe.strain:bacdive_16185
straininfo.strain:92985	straininfo.deposit:182314		conflicting_bacdive_reference_not_used	bacdive:16186; deposit matches kgmicrobe.strain:bacdive_16185
straininfo.strain:92985	straininfo.deposit:335164		conflicting_bacdive_reference_not_used	bacdive:16186; deposit matches kgmicrobe.strain:bacdive_16185
straininfo.strain:92988	straininfo.deposit:113052		conflicting_bacdive_reference_not_used	bacdive:13957; deposit matches kgmicrobe.strain:bacdive_14012
straininfo.strain:92988	straininfo.deposit:160934		conflicting_bacdive_reference_not_used	bacdive:13957; deposit matches kgmicrobe.strain:bacdive_14012
straininfo.strain:92988	straininfo.deposit:719316		conflicting_bacdive_reference_not_used	bacdive:13957; deposit matches kgmicrobe.strain:bacdive_14012
straininfo.strain:93049	straininfo.deposit:166837		conflicting_bacdive_reference_not_used	bacdive:15663; deposit matches kgmicrobe.strain:bacdive_15116
straininfo.strain:93050	straininfo.deposit:167635		conflicting_bacdive_reference_not_used	bacdive:10690; deposit matches kgmicrobe.strain:bacdive_3936
straininfo.strain:93050	straininfo.deposit:167636		conflicting_bacdive_reference_not_used	bacdive:10690; deposit matches kgmicrobe.strain:bacdive_3936
straininfo.strain:93050	straininfo.deposit:333360		conflicting_bacdive_reference_not_used	bacdive:10690; deposit matches kgmicrobe.strain:bacdive_3936
straininfo.strain:93085	straininfo.deposit:214957		conflicting_bacdive_reference_not_used	bacdive:157534; deposit matches kgmicrobe.strain:bacdive_157436
straininfo.strain:93087	straininfo.deposit:215062		conflicting_bacdive_reference_not_used	bacdive:157310; deposit matches kgmicrobe.strain:bacdive_157453
straininfo.strain:9366	straininfo.deposit:488639		conflicting_bacdive_reference_not_used	bacdive:14144; deposit matches kgmicrobe.strain:bacdive_14223
straininfo.strain:93768	straininfo.deposit:155476		conflicting_bacdive_reference_not_used	bacdive:14711; deposit matches kgmicrobe.strain:bacdive_137044
straininfo.strain:93768	straininfo.deposit:34532		conflicting_bacdive_reference_not_used	bacdive:14711; deposit matches kgmicrobe.strain:bacdive_137044
straininfo.strain:93897	straininfo.deposit:368432		conflicting_bacdive_reference_not_used	bacdive:155548; deposit matches kgmicrobe.strain:bacdive_133126
straininfo.strain:93897	straininfo.deposit:533447		conflicting_bacdive_reference_not_used	bacdive:155548; deposit matches kgmicrobe.strain:bacdive_153039
straininfo.strain:93897	straininfo.deposit:533449		conflicting_bacdive_reference_not_used	bacdive:155548; deposit matches kgmicrobe.strain:bacdive_153039
straininfo.strain:93903	straininfo.deposit:300441		conflicting_bacdive_reference_not_used	bacdive:135748; deposit matches kgmicrobe.strain:bacdive_134097
straininfo.strain:93903	straininfo.deposit:381738		conflicting_bacdive_reference_not_used	bacdive:135748; deposit matches kgmicrobe.strain:bacdive_134097
straininfo.strain:9417	straininfo.deposit:145523		conflicting_bacdive_reference_not_used	bacdive:137239; deposit matches kgmicrobe.strain:bacdive_148112
straininfo.strain:9425	straininfo.deposit:890463		conflicting_bacdive_reference_not_used	bacdive:14718; deposit matches kgmicrobe.strain:bacdive_24170
straininfo.strain:9425	straininfo.deposit:890464		conflicting_bacdive_reference_not_used	bacdive:14718; deposit matches kgmicrobe.strain:bacdive_24170
straininfo.strain:9521	straininfo.deposit:127887		conflicting_bacdive_reference_not_used	bacdive:254; deposit matches kgmicrobe.strain:bacdive_146082
straininfo.strain:97552	straininfo.deposit:319963		conflicting_bacdive_reference_not_used	bacdive:5658; deposit matches kgmicrobe.strain:bacdive_5659
straininfo.strain:97552	straininfo.deposit:376965		conflicting_bacdive_reference_not_used	bacdive:5658; deposit matches kgmicrobe.strain:bacdive_5659
straininfo.strain:97552	straininfo.deposit:907762		conflicting_bacdive_reference_not_used	bacdive:5658; deposit matches kgmicrobe.strain:bacdive_5659
straininfo.strain:9908	straininfo.deposit:159272		conflicting_bacdive_reference_not_used	bacdive:11461; deposit matches kgmicrobe.strain:bacdive_11462
straininfo.strain:9916	straininfo.deposit:156593		conflicting_bacdive_reference_not_used	bacdive:11545; deposit matches kgmicrobe.strain:bacdive_11544
straininfo.strain:9916	straininfo.deposit:163654		conflicting_bacdive_reference_not_used	bacdive:11545; deposit matches kgmicrobe.strain:bacdive_11547
straininfo.strain:9916	straininfo.deposit:163664		conflicting_bacdive_reference_not_used	bacdive:11545; deposit matches kgmicrobe.strain:bacdive_11548
straininfo.strain:9916	straininfo.deposit:38995		conflicting_bacdive_reference_not_used	bacdive:11545; deposit matches kgmicrobe.strain:bacdive_11547
straininfo.strain:9916	straininfo.deposit:41326		conflicting_bacdive_reference_not_used	bacdive:11545; deposit matches kgmicrobe.strain:bacdive_11544
straininfo.strain:9916	straininfo.deposit:41326		conflicting_bacdive_reference_not_used	bacdive:11545; deposit matches kgmicrobe.strain:bacdive_11548
straininfo.strain:9916	straininfo.deposit:41327		conflicting_bacdive_reference_not_used	bacdive:11545; deposit matches kgmicrobe.strain:bacdive_11544
straininfo.strain:9916	straininfo.deposit:41330		conflicting_bacdive_reference_not_used	bacdive:11545; deposit matches kgmicrobe.strain:bacdive_11544
straininfo.strain:9916	straininfo.deposit:41344		conflicting_bacdive_reference_not_used	bacdive:11545; deposit matches kgmicrobe.strain:bacdive_11548
straininfo.strain:99593	straininfo.deposit:320037		conflicting_bacdive_reference_not_used	bacdive:5604; deposit matches kgmicrobe.strain:bacdive_132751
straininfo.strain:99593	straininfo.deposit:379553		conflicting_bacdive_reference_not_used	bacdive:5604; deposit matches kgmicrobe.strain:bacdive_132751
straininfo.strain:99593	straininfo.deposit:692166		conflicting_bacdive_reference_not_used	bacdive:5604; deposit matches kgmicrobe.strain:bacdive_132751
straininfo.strain:99605	straininfo.deposit:320040		conflicting_bacdive_reference_not_used	bacdive:5607; deposit matches kgmicrobe.strain:bacdive_131101
straininfo.strain:99605	straininfo.deposit:52796		conflicting_bacdive_reference_not_used	bacdive:5607; deposit matches kgmicrobe.strain:bacdive_131101
straininfo.strain:9979	straininfo.deposit:159315		conflicting_bacdive_reference_not_used	bacdive:11516; deposit matches kgmicrobe.strain:bacdive_11517
straininfo.strain:9979	straininfo.deposit:39207		conflicting_bacdive_reference_not_used	bacdive:11516; deposit matches kgmicrobe.strain:bacdive_11517
straininfo.strain:9979	straininfo.deposit:39210		conflicting_bacdive_reference_not_used	bacdive:11516; deposit matches kgmicrobe.strain:bacdive_11517
