strain_id	assembly_id	source	source_id	source_reference_id	assembly_level	assembly_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id	straininfo_evidence_json
kgmicrobe.strain:bacdive_11817	ncbi.assembly:GCA_008124625	STRAININFO	straininfo.strain:48236		contig	Desulfallas thermosapovorans DSM 6562	NCBITaxon:58137	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-6562	DSM 6562	deposits.designation			"{""deposit_designation"":""DSM 6562"",""deposit_id"":""straininfo.deposit:160161"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:160161"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11817"",""strain_doi"":""DOI:10.60712/SI-ID48236.3"",""strain_id"":""straininfo.strain:48236"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11818	ncbi.assembly:GCA_000686645	STRAININFO	straininfo.strain:48790		scaffold	Desulfofundulus thermocisternus DSM 10259	NCBITaxon:42471	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-10259	DSM 10259	deposits.designation			"{""deposit_designation"":""DSM 10259"",""deposit_id"":""straininfo.deposit:161923"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:161923"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11818"",""strain_doi"":""DOI:10.60712/SI-ID48790.3"",""strain_id"":""straininfo.strain:48790"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11819	ncbi.assembly:GCA_900142375	STRAININFO	straininfo.strain:48818		scaffold	Desulforamulus aeronauticus DSM 10349	NCBITaxon:53343	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-10349	DSM 10349	deposits.designation			"{""deposit_designation"":""DSM 10349"",""deposit_id"":""straininfo.deposit:161990"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:161990"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11819"",""strain_doi"":""DOI:10.60712/SI-ID48818.3"",""strain_id"":""straininfo.strain:48818"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11821	ncbi.assembly:GCA_900129285	STRAININFO	straininfo.strain:49182		scaffold	Desulfofundulus australicus DSM 11792	NCBITaxon:1566	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-11792	DSM 11792	deposits.designation			"{""deposit_designation"":""DSM 11792"",""deposit_id"":""straininfo.deposit:162872"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:162872"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11821"",""strain_doi"":""DOI:10.60712/SI-ID49182.3"",""strain_id"":""straininfo.strain:49182"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11822	ncbi.assembly:GCA_000711975	STRAININFO	straininfo.strain:49258		scaffold	Desulfofalx alkaliphila DSM 12257	NCBITaxon:105483	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-12257	DSM 12257	deposits.designation			"{""deposit_designation"":""DSM 12257"",""deposit_id"":""straininfo.deposit:163088"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:163088"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11822"",""strain_doi"":""DOI:10.60712/SI-ID49258.3"",""strain_id"":""straininfo.strain:49258"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11823	ncbi.assembly:GCA_900129195	STRAININFO	straininfo.strain:264343		scaffold	Desulforamulus putei DSM 12395	NCBITaxon:74701	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-12395	DSM 12395	deposits.designation			"{""deposit_designation"":""DSM 12395"",""deposit_id"":""straininfo.deposit:117960"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:117960"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11823"",""strain_doi"":""DOI:10.60712/SI-ID264343.3"",""strain_id"":""straininfo.strain:264343"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11825	ncbi.assembly:GCA_000233715	STRAININFO	straininfo.strain:48385		complete	Desulfoscipio gibsoniae DSM 7213	NCBITaxon:102134	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-7213	DSM 7213	deposits.designation			"{""deposit_designation"":""DSM 7213"",""deposit_id"":""straininfo.deposit:160623"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:160623"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11825"",""strain_doi"":""DOI:10.60712/SI-ID48385.3"",""strain_id"":""straininfo.strain:48385"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11829	ncbi.assembly:GCA_900113335	STRAININFO	straininfo.strain:290968		scaffold	Desulfotruncus arcticus DSM 17038	NCBITaxon:341036	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-17038	DSM 17038	deposits.designation			"{""deposit_designation"":""DSM 17038"",""deposit_id"":""straininfo.deposit:677370"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:677370"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11829"",""strain_doi"":""DOI:10.60712/SI-ID290968.3"",""strain_id"":""straininfo.strain:290968"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11830	ncbi.assembly:GCA_900142025	STRAININFO	straininfo.strain:297186		scaffold	Desulfofundulus thermosubterraneus DSM 16057	NCBITaxon:348840	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16057	DSM 16057	deposits.designation			"{""deposit_designation"":""DSM 16057"",""deposit_id"":""straininfo.deposit:689785"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:689785"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11830"",""strain_doi"":""DOI:10.60712/SI-ID297186.3"",""strain_id"":""straininfo.strain:297186"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11831	ncbi.assembly:GCA_000430885	STRAININFO	straininfo.strain:343793		scaffold	Desulfotruncus alcoholivorax DSM 16058	NCBITaxon:265477	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16058	DSM 16058	deposits.designation			"{""deposit_designation"":""DSM 16058"",""deposit_id"":""straininfo.deposit:802351"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:802351"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11831"",""strain_doi"":""DOI:10.60712/SI-ID343793.3"",""strain_id"":""straininfo.strain:343793"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11832	ncbi.assembly:GCA_000315365	STRAININFO	straininfo.strain:405194		scaffold	Desulforamulus hydrothermalis Lam5 = DSM 18033 type strain: Lam5 = DSM 18033	NCBITaxon:412895	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-18033	DSM 18033	deposits.designation			"{""deposit_designation"":""DSM 18033"",""deposit_id"":""straininfo.deposit:912393"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:912393"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11832"",""strain_doi"":""DOI:10.60712/SI-ID405194.3"",""strain_id"":""straininfo.strain:405194"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11832	ncbi.assembly:GCA_900129895	STRAININFO	straininfo.strain:405194		scaffold	Desulforamulus hydrothermalis Lam5 = DSM 18033	NCBITaxon:412895	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-18033	DSM 18033	deposits.designation			"{""deposit_designation"":""DSM 18033"",""deposit_id"":""straininfo.deposit:912393"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:912393"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11832"",""strain_doi"":""DOI:10.60712/SI-ID405194.3"",""strain_id"":""straininfo.strain:405194"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11839	ncbi.assembly:GCA_000620305	STRAININFO	straininfo.strain:297171		scaffold	Desulfitibacter alkalitolerans DSM 16504	NCBITaxon:264641	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16504	DSM 16504	deposits.designation			"{""deposit_designation"":""DSM 16504"",""deposit_id"":""straininfo.deposit:689720"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:689720"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11839"",""strain_doi"":""DOI:10.60712/SI-ID297171.3"",""strain_id"":""straininfo.strain:297171"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11840	ncbi.assembly:GCA_000376385	STRAININFO	straininfo.strain:308608		contig	Desulfurispora thermophila DSM 16022	NCBITaxon:265470	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16022	DSM 16022	deposits.designation			"{""deposit_designation"":""DSM 16022"",""deposit_id"":""straininfo.deposit:718924"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:718924"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11840"",""strain_doi"":""DOI:10.60712/SI-ID308608.3"",""strain_id"":""straininfo.strain:308608"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11843	ncbi.assembly:GCA_000318115	STRAININFO	straininfo.strain:7937		scaffold	Peptostreptococcus anaerobius VPI 4330 = DSM 2949	NCBITaxon:1261	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-2949	DSM 2949	deposits.designation			"{""deposit_designation"":""DSM 2949"",""deposit_id"":""straininfo.deposit:32301"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:32301"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11843"",""strain_doi"":""DOI:10.60712/SI-ID7937.3"",""strain_id"":""straininfo.strain:7937"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11843	ncbi.assembly:GCA_000381525	STRAININFO	straininfo.strain:7937		scaffold	Peptostreptococcus anaerobius VPI 4330 = DSM 2949	NCBITaxon:1261	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-2949	DSM 2949	deposits.designation			"{""deposit_designation"":""DSM 2949"",""deposit_id"":""straininfo.deposit:32301"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:32301"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11843"",""strain_doi"":""DOI:10.60712/SI-ID7937.3"",""strain_id"":""straininfo.strain:7937"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11843	ncbi.assembly:GCA_900454605	STRAININFO	straininfo.strain:7937		contig	Peptostreptococcus anaerobius NCTC11460	NCBITaxon:1261	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-11460	NCTC 11460	deposits.designation			"{""deposit_designation"":""NCTC 11460"",""deposit_id"":""straininfo.deposit:120212"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:120212"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11843"",""strain_doi"":""DOI:10.60712/SI-ID7937.3"",""strain_id"":""straininfo.strain:7937"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11847	ncbi.assembly:GCA_000147675	STRAININFO	straininfo.strain:290999		contig	Peptostreptococcus stomatis DSM 17678	NCBITaxon:341694	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-17678	DSM 17678	deposits.designation			"{""deposit_designation"":""DSM 17678"",""deposit_id"":""straininfo.deposit:677489"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:677489"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11847"",""strain_doi"":""DOI:10.60712/SI-ID290999.3"",""strain_id"":""straininfo.strain:290999"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11850	ncbi.assembly:GCA_900129915	STRAININFO	straininfo.strain:113588		scaffold	Tepidibacter thalassicus DSM 15285	NCBITaxon:214905	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-15285	DSM 15285	deposits.designation			"{""deposit_designation"":""DSM 15285"",""deposit_id"":""straininfo.deposit:340599"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:340599"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11850"",""strain_doi"":""DOI:10.60712/SI-ID113588.3"",""strain_id"":""straininfo.strain:113588"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11851	ncbi.assembly:GCA_900142235	STRAININFO	straininfo.strain:131437		scaffold	Tepidibacter formicigenes DSM 15518	NCBITaxon:227138	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-15518	DSM 15518	deposits.designation			"{""deposit_designation"":""DSM 15518"",""deposit_id"":""straininfo.deposit:377683"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:377683"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11851"",""strain_doi"":""DOI:10.60712/SI-ID131437.3"",""strain_id"":""straininfo.strain:131437"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11852	ncbi.assembly:GCA_900129925	STRAININFO	straininfo.strain:404547		contig	Anaerosphaera aminiphila DSM 21120	NCBITaxon:1120994	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-21120	DSM 21120	deposits.designation			"{""deposit_designation"":""DSM 21120"",""deposit_id"":""straininfo.deposit:911698"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:911698"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11852"",""strain_doi"":""DOI:10.60712/SI-ID404547.3"",""strain_id"":""straininfo.strain:404547"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11853	ncbi.assembly:GCA_014206975	STRAININFO	straininfo.strain:46132		contig	Aminobacter aganoensis DSM 7051	NCBITaxon:83264	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-7051	DSM 7051	deposits.designation			"{""deposit_designation"":""DSM 7051"",""deposit_id"":""straininfo.deposit:160494"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:160494"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11853"",""strain_doi"":""DOI:10.60712/SI-ID46132.3"",""strain_id"":""straininfo.strain:46132"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11857	ncbi.assembly:GCA_004341645	STRAININFO	straininfo.strain:13573		scaffold	Aminobacter aminovorans DSM 7048	NCBITaxon:83263	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-7048	DSM 7048	deposits.designation			"{""deposit_designation"":""DSM 7048"",""deposit_id"":""straininfo.deposit:148543"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:148543"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11857"",""strain_doi"":""DOI:10.60712/SI-ID13573.3"",""strain_id"":""straininfo.strain:13573"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11857	ncbi.assembly:GCA_900445235	STRAININFO	straininfo.strain:13573		contig	Aminobacter aminovorans NCTC10684	NCBITaxon:83263	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10684	NCTC 10684	deposits.designation			"{""deposit_designation"":""NCTC 10684"",""deposit_id"":""straininfo.deposit:51771"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:51771"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11857"",""strain_doi"":""DOI:10.60712/SI-ID13573.3"",""strain_id"":""straininfo.strain:13573"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11858	ncbi.assembly:GCA_014195595	STRAININFO	straininfo.strain:4327		scaffold	Aminobacter aminovorans DSM 10368	NCBITaxon:83263	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-10368	DSM 10368	deposits.designation			"{""deposit_designation"":""DSM 10368"",""deposit_id"":""straininfo.deposit:161999"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:161999"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11858"",""strain_doi"":""DOI:10.60712/SI-ID4327.3"",""strain_id"":""straininfo.strain:4327"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11860	ncbi.assembly:GCA_014200015	STRAININFO	straininfo.strain:42762		contig	Aminobacter niigataensis DSM 7050	NCBITaxon:83265	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-7050	DSM 7050	deposits.designation			"{""deposit_designation"":""DSM 7050"",""deposit_id"":""straininfo.deposit:160492"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:160492"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11860"",""strain_doi"":""DOI:10.60712/SI-ID42762.3"",""strain_id"":""straininfo.strain:42762"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11861	ncbi.assembly:GCA_014138625	STRAININFO	straininfo.strain:265590		scaffold	Aminobacter ciceronei DSM 15910	NCBITaxon:150723	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-15910	DSM 15910	deposits.designation			"{""deposit_designation"":""DSM 15910"",""deposit_id"":""straininfo.deposit:904449"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:904449"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11861"",""strain_doi"":""DOI:10.60712/SI-ID265590.3"",""strain_id"":""straininfo.strain:265590"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11861	ncbi.assembly:GCA_014138635	STRAININFO	straininfo.strain:265590		scaffold	Aminobacter ciceronei DSM 17455	NCBITaxon:150723	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-17455	DSM 17455	deposits.designation			"{""deposit_designation"":""DSM 17455"",""deposit_id"":""straininfo.deposit:667309"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:667309"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11861"",""strain_doi"":""DOI:10.60712/SI-ID265590.3"",""strain_id"":""straininfo.strain:265590"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11862	ncbi.assembly:GCA_014207495	STRAININFO	straininfo.strain:60980		scaffold	Aminobacter lissarensis DSM 17454	NCBITaxon:376165	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-17454	DSM 17454	deposits.designation			"{""deposit_designation"":""DSM 17454"",""deposit_id"":""straininfo.deposit:667310"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:667310"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11862"",""strain_doi"":""DOI:10.60712/SI-ID60980.3"",""strain_id"":""straininfo.strain:60980"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11864	ncbi.assembly:GCA_004363725	STRAININFO	straininfo.strain:49145		scaffold	Aquamicrobium defluvii DSM 11603	NCBITaxon:69279	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-11603	DSM 11603	deposits.designation			"{""deposit_designation"":""DSM 11603"",""deposit_id"":""straininfo.deposit:148564"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:148564"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11864"",""strain_doi"":""DOI:10.60712/SI-ID49145.3"",""strain_id"":""straininfo.strain:49145"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11865	ncbi.assembly:GCA_014201615	STRAININFO	straininfo.strain:49030		scaffold	Aquamicrobium lusatiense DSM 11099	NCBITaxon:89772	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-11099	DSM 11099	deposits.designation			"{""deposit_designation"":""DSM 11099"",""deposit_id"":""straininfo.deposit:150386"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:150386"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11865"",""strain_doi"":""DOI:10.60712/SI-ID49030.3"",""strain_id"":""straininfo.strain:49030"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11866	ncbi.assembly:GCA_900113935	STRAININFO	straininfo.strain:402571		scaffold	Aquamicrobium aerolatum DSM 21857	NCBITaxon:561088	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-21857	DSM 21857	deposits.designation			"{""deposit_designation"":""DSM 21857"",""deposit_id"":""straininfo.deposit:909584"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:909584"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11866"",""strain_doi"":""DOI:10.60712/SI-ID402571.3"",""strain_id"":""straininfo.strain:402571"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11868	ncbi.assembly:GCA_024105735	STRAININFO	straininfo.strain:194449		scaffold	Hoeflea alexandrii DSM 16655	NCBITaxon:288436	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16655	DSM 16655	deposits.designation			"{""deposit_designation"":""DSM 16655"",""deposit_id"":""straininfo.deposit:689794"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:689794"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11868"",""strain_doi"":""DOI:10.60712/SI-ID194449.3"",""strain_id"":""straininfo.strain:194449"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11869	ncbi.assembly:GCA_003182275	STRAININFO	straininfo.strain:411		scaffold	Hoeflea marina DSM 16791	NCBITaxon:274592	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16791	DSM 16791	deposits.designation			"{""deposit_designation"":""DSM 16791"",""deposit_id"":""straininfo.deposit:534296"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:534296"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11869"",""strain_doi"":""DOI:10.60712/SI-ID411.3"",""strain_id"":""straininfo.strain:411"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_1187	ncbi.assembly:GCA_000177595	STRAININFO	straininfo.strain:71774		contig	Bacillus spizizenii ATCC 6633 = JCM 2499	NCBITaxon:96241	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-6633	ATCC 6633	deposits.designation			"{""deposit_designation"":""ATCC 6633"",""deposit_id"":""straininfo.deposit:51932"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:51932"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:1187"",""strain_doi"":""DOI:10.60712/SI-ID71774.3"",""strain_id"":""straininfo.strain:71774"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_1187	ncbi.assembly:GCA_001312785	STRAININFO	straininfo.strain:71774		contig	Bacillus spizizenii ATCC 6633 = JCM 2499	NCBITaxon:96241	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-6633	ATCC 6633	deposits.designation			"{""deposit_designation"":""ATCC 6633"",""deposit_id"":""straininfo.deposit:51932"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:51932"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:1187"",""strain_doi"":""DOI:10.60712/SI-ID71774.3"",""strain_id"":""straininfo.strain:71774"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_1187	ncbi.assembly:GCA_006094475	STRAININFO	straininfo.strain:71774		complete	Bacillus spizizenii ATCC 6633 = JCM 2499	NCBITaxon:96241	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-6633	ATCC 6633	deposits.designation			"{""deposit_designation"":""ATCC 6633"",""deposit_id"":""straininfo.deposit:51932"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:51932"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:1187"",""strain_doi"":""DOI:10.60712/SI-ID71774.3"",""strain_id"":""straininfo.strain:71774"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_1187	ncbi.assembly:GCA_900445425	STRAININFO	straininfo.strain:71774		contig	Bacillus spizizenii NCTC10400	NCBITaxon:135461	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10400	NCTC 10400	deposits.designation			"{""deposit_designation"":""NCTC 10400"",""deposit_id"":""straininfo.deposit:51940"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:51940"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:1187"",""strain_doi"":""DOI:10.60712/SI-ID71774.3"",""strain_id"":""straininfo.strain:71774"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11871	ncbi.assembly:GCA_000615975	STRAININFO	straininfo.strain:130846		contig	Nitratireductor aquibiodomus NL21 = JCM 21793	NCBITaxon:204799	strain.sequence.accessionNumber	kgmicrobe.strain:JCM-21793	JCM 21793	deposits.designation			"{""deposit_designation"":""JCM 21793"",""deposit_id"":""straininfo.deposit:719271"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:719271"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11871"",""strain_doi"":""DOI:10.60712/SI-ID130846.3"",""strain_id"":""straininfo.strain:130846"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11874	ncbi.assembly:GCA_002980555	STRAININFO	straininfo.strain:3839		contig	Phyllobacterium myrsinacearum DSM 5892	NCBITaxon:28101	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-5892	DSM 5892	deposits.designation			"{""deposit_designation"":""DSM 5892"",""deposit_id"":""straininfo.deposit:159498"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:159498"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11874"",""strain_doi"":""DOI:10.60712/SI-ID3839.3"",""strain_id"":""straininfo.strain:3839"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11874	ncbi.assembly:GCA_004217385	STRAININFO	straininfo.strain:3839		scaffold	Phyllobacterium myrsinacearum DSM 5892	NCBITaxon:28101	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-5892	DSM 5892	deposits.designation			"{""deposit_designation"":""DSM 5892"",""deposit_id"":""straininfo.deposit:159498"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:159498"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11874"",""strain_doi"":""DOI:10.60712/SI-ID3839.3"",""strain_id"":""straininfo.strain:3839"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11875	ncbi.assembly:GCA_004216655	STRAININFO	straininfo.strain:127101		scaffold	Phyllobacterium myrsinacearum DSM 5893	NCBITaxon:28101	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-5893	DSM 5893	deposits.designation			"{""deposit_designation"":""DSM 5893"",""deposit_id"":""straininfo.deposit:370183"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:370183"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11875"",""strain_doi"":""DOI:10.60712/SI-ID127101.3"",""strain_id"":""straininfo.strain:127101"",""strain_status"":""published online""}"
