strain_id	assembly_id	source	source_id	source_reference_id	assembly_level	assembly_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id	straininfo_evidence_json
kgmicrobe.strain:bacdive_11876	ncbi.assembly:GCA_014192095	STRAININFO	straininfo.strain:134817		scaffold	Phyllobacterium trifolii CECT 7015	NCBITaxon:300193	strain.sequence.accessionNumber	kgmicrobe.strain:CECT-7015	CECT 7015	deposits.designation			"{""deposit_designation"":""CECT 7015"",""deposit_id"":""straininfo.deposit:621613"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:621613"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11876"",""strain_doi"":""DOI:10.60712/SI-ID134817.3"",""strain_id"":""straininfo.strain:134817"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11877	ncbi.assembly:GCA_003148475	STRAININFO	straininfo.strain:48345		scaffold	Pseudaminobacter salicylatoxidans DSM 6986	NCBITaxon:93369	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-6986	DSM 6986	deposits.designation			"{""deposit_designation"":""DSM 6986"",""deposit_id"":""straininfo.deposit:154018"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:154018"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11877"",""strain_doi"":""DOI:10.60712/SI-ID48345.3"",""strain_id"":""straininfo.strain:48345"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11880	ncbi.assembly:GCA_003024615	STRAININFO	straininfo.strain:264230		contig	Mesorhizobium loti LMG 6125	NCBITaxon:381	strain.sequence.accessionNumber	kgmicrobe.strain:LMG-6125	LMG 6125	deposits.designation			"{""deposit_designation"":""LMG 6125"",""deposit_id"":""straininfo.deposit:55142"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:55142"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11880"",""strain_doi"":""DOI:10.60712/SI-ID264230.3"",""strain_id"":""straininfo.strain:264230"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11880	ncbi.assembly:GCA_003148495	STRAININFO	straininfo.strain:264230		scaffold	Mesorhizobium loti DSM 2626	NCBITaxon:381	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-2626	DSM 2626	deposits.designation			"{""deposit_designation"":""DSM 2626"",""deposit_id"":""straininfo.deposit:55140"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:55140"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11880"",""strain_doi"":""DOI:10.60712/SI-ID264230.3"",""strain_id"":""straininfo.strain:264230"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11880	ncbi.assembly:GCA_013170785	STRAININFO	straininfo.strain:264230		complete	Mesorhizobium jarvisii ATCC 33669	NCBITaxon:381	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-33669	ATCC 33669	deposits.designation			"{""deposit_designation"":""ATCC 33669"",""deposit_id"":""straininfo.deposit:55139"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:55139"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11880"",""strain_doi"":""DOI:10.60712/SI-ID264230.3"",""strain_id"":""straininfo.strain:264230"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11892	ncbi.assembly:GCA_003024595	STRAININFO	straininfo.strain:265432		contig	Mesorhizobium plurifarium LMG 11892	NCBITaxon:69974	strain.sequence.accessionNumber	kgmicrobe.strain:LMG-11892	LMG 11892	deposits.designation			"{""deposit_designation"":""LMG 11892"",""deposit_id"":""straininfo.deposit:44512"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:44512"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11892"",""strain_doi"":""DOI:10.60712/SI-ID265432.3"",""strain_id"":""straininfo.strain:265432"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11894	ncbi.assembly:GCA_900114255	STRAININFO	straininfo.strain:293842		scaffold	Mesorhizobium albiziae DSM 21822	NCBITaxon:335020	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-21822	DSM 21822	deposits.designation			"{""deposit_designation"":""DSM 21822"",""deposit_id"":""straininfo.deposit:54388"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:54388"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11894"",""strain_doi"":""DOI:10.60712/SI-ID293842.3"",""strain_id"":""straininfo.strain:293842"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11897	ncbi.assembly:GCA_011317445	STRAININFO	straininfo.strain:215465		contig	Chelativorans multitrophicus DSM 9103	NCBITaxon:449973	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-9103	DSM 9103	deposits.designation			"{""deposit_designation"":""DSM 9103"",""deposit_id"":""straininfo.deposit:534214"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:534214"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11897"",""strain_doi"":""DOI:10.60712/SI-ID215465.3"",""strain_id"":""straininfo.strain:215465"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11900	ncbi.assembly:GCA_900176435	STRAININFO	straininfo.strain:45393		contig	Picrophilus oshimae DSM 9789	NCBITaxon:46632	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-9789	DSM 9789	deposits.designation			"{""deposit_designation"":""DSM 9789"",""deposit_id"":""straininfo.deposit:121874"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:121874"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11900"",""strain_doi"":""DOI:10.60712/SI-ID45393.3"",""strain_id"":""straininfo.strain:45393"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11901	ncbi.assembly:GCA_000008265	STRAININFO	straininfo.strain:43735		complete	Picrophilus oshimae DSM 9789 DSM 9790	NCBITaxon:46632	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-9790	DSM 9790	deposits.designation			"{""deposit_designation"":""DSM 9790"",""deposit_id"":""straininfo.deposit:117420"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:117420"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11901"",""strain_doi"":""DOI:10.60712/SI-ID43735.3"",""strain_id"":""straininfo.strain:43735"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11902	ncbi.assembly:GCA_000711315	STRAININFO	straininfo.strain:49062		contig	Hydrogenovibrio marinus DSM 11271	NCBITaxon:28885	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-11271	DSM 11271	deposits.designation			"{""deposit_designation"":""DSM 11271"",""deposit_id"":""straininfo.deposit:848230"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:848230"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11902"",""strain_doi"":""DOI:10.60712/SI-ID49062.3"",""strain_id"":""straininfo.strain:49062"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11903	ncbi.assembly:GCA_030296755	STRAININFO	straininfo.strain:3569		complete	Methylophaga marina NBRC 102421	NCBITaxon:45495	strain.sequence.accessionNumber	kgmicrobe.strain:NBRC-102421	NBRC 102421	deposits.designation			"{""deposit_designation"":""NBRC 102421"",""deposit_id"":""straininfo.deposit:715660"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:715660"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11903"",""strain_doi"":""DOI:10.60712/SI-ID3569.3"",""strain_id"":""straininfo.strain:3569"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11905	ncbi.assembly:GCA_900114205	STRAININFO	straininfo.strain:100769		scaffold	Methylophaga sulfidovorans DSM 11578	NCBITaxon:45496	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-11578	DSM 11578	deposits.designation			"{""deposit_designation"":""DSM 11578"",""deposit_id"":""straininfo.deposit:303046"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:303046"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11905"",""strain_doi"":""DOI:10.60712/SI-ID100769.3"",""strain_id"":""straininfo.strain:100769"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11909	ncbi.assembly:GCA_900141795	STRAININFO	straininfo.strain:297343		contig	Sulfurivirga caldicuralii DSM 17737	NCBITaxon:364032	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-17737	DSM 17737	deposits.designation			"{""deposit_designation"":""DSM 17737"",""deposit_id"":""straininfo.deposit:690537"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:690537"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11909"",""strain_doi"":""DOI:10.60712/SI-ID297343.3"",""strain_id"":""straininfo.strain:297343"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11914	ncbi.assembly:GCA_000711195	STRAININFO	straininfo.strain:39183		contig	Thiomicrospira pelophila DSM 1534	NCBITaxon:934	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-1534	DSM 1534	deposits.designation			"{""deposit_designation"":""DSM 1534"",""deposit_id"":""straininfo.deposit:157403"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:157403"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11914"",""strain_doi"":""DOI:10.60712/SI-ID39183.3"",""strain_id"":""straininfo.strain:39183"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11923	ncbi.assembly:GCA_000526715	STRAININFO	straininfo.strain:44190		contig	Hydrogenovibrio kuenenii DSM 12350	NCBITaxon:63658	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-12350	DSM 12350	deposits.designation			"{""deposit_designation"":""DSM 12350"",""deposit_id"":""straininfo.deposit:118647"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:118647"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11923"",""strain_doi"":""DOI:10.60712/SI-ID44190.3"",""strain_id"":""straininfo.strain:44190"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11925	ncbi.assembly:GCA_000483485	STRAININFO	straininfo.strain:44180		scaffold	Thiomicrorhabdus chilensis DSM 12352	NCBITaxon:63656	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-12352	DSM 12352	deposits.designation			"{""deposit_designation"":""DSM 12352"",""deposit_id"":""straininfo.deposit:118607"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:118607"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11925"",""strain_doi"":""DOI:10.60712/SI-ID44180.3"",""strain_id"":""straininfo.strain:44180"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_1193	ncbi.assembly:GCA_007989785	STRAININFO	straininfo.strain:14146		contig	Bacillus spizizenii NBRC 101239	NCBITaxon:96241	strain.sequence.accessionNumber	kgmicrobe.strain:NBRC-101239	NBRC 101239	deposits.designation			"{""deposit_designation"":""NBRC 101239"",""deposit_id"":""straininfo.deposit:684329"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:684329"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:1193"",""strain_doi"":""DOI:10.60712/SI-ID14146.3"",""strain_id"":""straininfo.strain:14146"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11931	ncbi.assembly:GCA_000381085	STRAININFO	straininfo.strain:118511		scaffold	Thiomicrorhabdus arctica DSM 13458	NCBITaxon:131540	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-13458	DSM 13458	deposits.designation			"{""deposit_designation"":""DSM 13458"",""deposit_id"":""straininfo.deposit:386611"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:386611"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11931"",""strain_doi"":""DOI:10.60712/SI-ID118511.3"",""strain_id"":""straininfo.strain:118511"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11933	ncbi.assembly:GCA_000384235	STRAININFO	straininfo.strain:297379		scaffold	Hydrogenovibrio halophilus DSM 15072	NCBITaxon:373391	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-15072	DSM 15072	deposits.designation			"{""deposit_designation"":""DSM 15072"",""deposit_id"":""straininfo.deposit:690661"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:690661"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11933"",""strain_doi"":""DOI:10.60712/SI-ID297379.3"",""strain_id"":""straininfo.strain:297379"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11935	ncbi.assembly:GCA_000153105	STRAININFO	straininfo.strain:42276		scaffold	Blastopirellula marina DSM 3645	NCBITaxon:124	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-3645	DSM 3645	deposits.designation			"{""deposit_designation"":""DSM 3645"",""deposit_id"":""straininfo.deposit:113700"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:113700"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11935"",""strain_doi"":""DOI:10.60712/SI-ID42276.3"",""strain_id"":""straininfo.strain:42276"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11936	ncbi.assembly:GCA_003149495	STRAININFO	straininfo.strain:48015		complete	Gemmata obscuriglobus DSM 5831	NCBITaxon:114	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-5831	DSM 5831	deposits.designation			"{""deposit_designation"":""DSM 5831"",""deposit_id"":""straininfo.deposit:159477"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:159477"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11936"",""strain_doi"":""DOI:10.60712/SI-ID48015.3"",""strain_id"":""straininfo.strain:48015"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11936	ncbi.assembly:GCA_008065095	STRAININFO	straininfo.strain:48015		complete	Gemmata obscuriglobus DSM 5831	NCBITaxon:114	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-5831	DSM 5831	deposits.designation			"{""deposit_designation"":""DSM 5831"",""deposit_id"":""straininfo.deposit:159477"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:159477"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11936"",""strain_doi"":""DOI:10.60712/SI-ID48015.3"",""strain_id"":""straininfo.strain:48015"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11937	ncbi.assembly:GCA_000025185	STRAININFO	straininfo.strain:38971		complete	Pirellula staleyi DSM 6068	NCBITaxon:125	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-6068	DSM 6068	deposits.designation			"{""deposit_designation"":""DSM 6068"",""deposit_id"":""straininfo.deposit:159668"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:159668"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11937"",""strain_doi"":""DOI:10.60712/SI-ID38971.3"",""strain_id"":""straininfo.strain:38971"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11937	ncbi.assembly:GCA_945861035	STRAININFO	straininfo.strain:38971		contig	Pirellula staleyi DSM 6068 AE-03may19-312	NCBITaxon:125	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-6068	DSM 6068	deposits.designation			"{""deposit_designation"":""DSM 6068"",""deposit_id"":""straininfo.deposit:159668"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:159668"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11937"",""strain_doi"":""DOI:10.60712/SI-ID38971.3"",""strain_id"":""straininfo.strain:38971"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11937	ncbi.assembly:GCA_945870455	STRAININFO	straininfo.strain:38971		contig	Pirellula staleyi DSM 6068 AE-24oct19-290	NCBITaxon:125	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-6068	DSM 6068	deposits.designation			"{""deposit_designation"":""DSM 6068"",""deposit_id"":""straininfo.deposit:159668"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:159668"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11937"",""strain_doi"":""DOI:10.60712/SI-ID38971.3"",""strain_id"":""straininfo.strain:38971"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_11937	ncbi.assembly:GCA_945875845	STRAININFO	straininfo.strain:38971		contig	Pirellula staleyi DSM 6068 MiH-22jul19-314	NCBITaxon:125	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-6068	DSM 6068	deposits.designation			"{""deposit_designation"":""DSM 6068"",""deposit_id"":""straininfo.deposit:159668"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:159668"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:11937"",""strain_doi"":""DOI:10.60712/SI-ID38971.3"",""strain_id"":""straininfo.strain:38971"",""strain_status"":""published online""}"
