kind	id	reason
attested_taxon	NCBITaxon:1950296	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950297	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950298	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950299	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950300	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950301	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950302	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950303	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950304	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950305	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950306	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950307	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950308	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950309	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950310	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950311	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950312	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950313	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950314	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950315	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950316	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950317	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950318	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950319	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950320	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950321	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950322	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950323	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950324	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950325	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950326	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950327	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950328	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950329	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950330	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950331	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950332	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950333	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950335	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950336	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950337	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950338	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950339	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950340	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950342	not in pinned NCBI taxonomy; retained in source inventory
