strain_id	genome_id	source_database	source	source_id	source_reference_id	assembly_level	genome_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id
kgmicrobe.strain:bacdive_13826	img.taxon:2615840708	img	GOLD	gold:Ga0070011			Palleronia marisminoris DSM 26347	NCBITaxon:315423	AP IMG TAXON ID	kgmicrobe.strain:DSM-26347	DSM 26347	ORGANISM STRAIN	gold:Go0111015	gold:Gp0112492
kgmicrobe.strain:bacdive_13826	img.taxon:2920190304	img	BACDIVE	bacdive:13826	66792	draft	Palleronia marisminoris CECT 7066	NCBITaxon:315423						
kgmicrobe.strain:bacdive_13826	img.taxon:2920190304	img	GOLD	gold:Ga0477093			Palleronia marisminoris CECT 7066	NCBITaxon:315423	AP IMG TAXON ID	kgmicrobe.strain:CECT-7066	CECT 7066	ORGANISM STRAIN	gold:Go0567475	gold:Gp0537837
kgmicrobe.strain:bacdive_13826	patric:315423.10	patric	BACDIVE	bacdive:13826	66792	wgs	Palleronia marisminoris strain DSM 26347	NCBITaxon:315423						
kgmicrobe.strain:bacdive_13826	patric:315423.7	patric	BACDIVE	bacdive:13826	66792	wgs	Palleronia marisminoris strain CECT 7066	NCBITaxon:315423						
kgmicrobe.strain:bacdive_13827	gtdb.genome:RS_GCF_004366635.1	gtdb	GTDB	gtdb.genome:RS_GCF_004366635.1		Scaffold	Roseinatronobacter bogoriensis DSM 18756	NCBITaxon:1188254	accession	kgmicrobe.strain:DSM-18756	DSM 18756	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13827	img.taxon:2795385466	img	BACDIVE	bacdive:13827	66792	draft	Rhodobaca bogoriensis DSM 18756	NCBITaxon:1188254						
kgmicrobe.strain:bacdive_13827	img.taxon:2795385466	img	GOLD	gold:Ga0310485			Rhodobaca bogoriensis DSM 18756	NCBITaxon:1188254	AP IMG TAXON ID	kgmicrobe.strain:DSM-18756	DSM 18756	ORGANISM CULTURE COLLECTION ID	gold:Go0021701	gold:Gp0325713
kgmicrobe.strain:bacdive_13827	img.taxon:2795385466	img	GOLD	gold:Ga0310485			Rhodobaca bogoriensis DSM 18756	NCBITaxon:1188254	AP IMG TAXON ID	kgmicrobe.strain:DSM-18756	DSM 18756	ORGANISM STRAIN	gold:Go0021701	gold:Gp0325713
kgmicrobe.strain:bacdive_13827	patric:1188254.3	patric	BACDIVE	bacdive:13827	66792	wgs	Rhodobaca bogoriensis DSM 18756	NCBITaxon:1188254						
kgmicrobe.strain:bacdive_13827	patric:1188254.4	patric	BACDIVE	bacdive:13827	66792	wgs	Rhodobaca bogoriensis DSM 18756 strain LBB1	NCBITaxon:1188254						
kgmicrobe.strain:bacdive_138271	img.taxon:2561511075	img	GOLD	gold:Ga0005333			Gemella sanguinis ATCC 700632	NCBITaxon:1408440	AP IMG TAXON ID	kgmicrobe.strain:CCUG-37820	CCUG 37820	ORGANISM CULTURE COLLECTION ID	gold:Go0044080	gold:Gp0044080
kgmicrobe.strain:bacdive_13828	gtdb.genome:RS_GCF_004365885.1	gtdb	GTDB	gtdb.genome:RS_GCF_004365885.1		Scaffold	Roseinatronobacter bogoriensis subsp. barguzinensis	NCBITaxon:441209	accession	kgmicrobe.strain:DSM-19920	DSM 19920	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13828	img.taxon:2593339286	img	BACDIVE	bacdive:13828	66792	draft	Rhodobaca barguzinensis DSM 19920	NCBITaxon:441209						
kgmicrobe.strain:bacdive_13828	img.taxon:2593339286	img	GOLD	gold:Ga0057010			Rhodobaca barguzinensis DSM 19920	NCBITaxon:441209	AP IMG TAXON ID	kgmicrobe.strain:DSM-19920	DSM 19920	ORGANISM CULTURE COLLECTION ID	gold:Go0103682	gold:Gp0103682
kgmicrobe.strain:bacdive_13828	img.taxon:2593339286	img	GOLD	gold:Ga0057010			Rhodobaca barguzinensis DSM 19920	NCBITaxon:441209	AP IMG TAXON ID	kgmicrobe.strain:DSM-19920	DSM 19920	ORGANISM STRAIN	gold:Go0103682	gold:Gp0103682
kgmicrobe.strain:bacdive_13828	patric:441209.10	patric	BACDIVE	bacdive:13828	66792	wgs	Rhodobaca barguzinensis strain DSM 19920	NCBITaxon:441209						
kgmicrobe.strain:bacdive_138280	gtdb.genome:RS_GCF_000301035.1	gtdb	GTDB	gtdb.genome:RS_GCF_000301035.1		Scaffold	Facklamia hominis CCUG 36813	NCBITaxon:883111	accession	kgmicrobe.strain:CCUG-36813	CCUG 36813	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138280	img.taxon:2531839288	img	BACDIVE	bacdive:138280	66792	draft	Facklamia hominis CCUG 36813	NCBITaxon:883111						
kgmicrobe.strain:bacdive_138280	img.taxon:2531839288	img	GOLD	gold:Ga0014607			Facklamia hominis CCUG 36813	NCBITaxon:883111	AP IMG TAXON ID	kgmicrobe.strain:CCUG-36813	CCUG 36813	ORGANISM STRAIN	gold:Go0008101	gold:Gp0008101
kgmicrobe.strain:bacdive_138280	patric:883111.3	patric	BACDIVE	bacdive:138280	66792	wgs	Facklamia hominis CCUG 36813	NCBITaxon:883111						
kgmicrobe.strain:bacdive_138281	gtdb.genome:RS_GCF_000245795.1	gtdb	GTDB	gtdb.genome:RS_GCF_000245795.1		Scaffold	Facklamia languida CCUG 37842	NCBITaxon:883113	accession	kgmicrobe.strain:CCUG-37842	CCUG 37842	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138281	img.taxon:2513237358	img	BACDIVE	bacdive:138281	66792	draft	Facklamia languida CCUG 37842	NCBITaxon:883113						
kgmicrobe.strain:bacdive_138281	img.taxon:2513237358	img	GOLD	gold:Ga0009710			Facklamia languida CCUG 37842	NCBITaxon:883113	AP IMG TAXON ID	kgmicrobe.strain:CCUG-37842	CCUG 37842	ORGANISM STRAIN	gold:Go0008132	gold:Gp0008132
kgmicrobe.strain:bacdive_138281	patric:883113.3	patric	BACDIVE	bacdive:138281	66792	wgs	Facklamia languida CCUG 37842	NCBITaxon:883113						
kgmicrobe.strain:bacdive_13829	img.taxon:2982217211	img	GOLD	gold:Ga0577493			Roseibacterium elongatum DSM 19469	NCBITaxon:1294273	AP IMG TAXON ID	kgmicrobe.strain:DSM-19469	DSM 19469	ORGANISM CULTURE COLLECTION ID	gold:Go0012768	gold:Gp0012768
kgmicrobe.strain:bacdive_13829	patric:1294273.3	patric	BACDIVE	bacdive:13829	66792	complete	Roseibacterium elongatum DSM 19469	NCBITaxon:1294273						
kgmicrobe.strain:bacdive_1383	gtdb.genome:RS_GCF_001038425.2	gtdb	GTDB	gtdb.genome:RS_GCF_001038425.2		Contig	Ornithinibacillus contaminans	NCBITaxon:694055	accession	kgmicrobe.strain:DSM-22953	DSM 22953	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1383	img.taxon:2645727623	img	BACDIVE	bacdive:1383	66792	draft	Ornithinibacillus contaminans DSM 22953	NCBITaxon:694055						
kgmicrobe.strain:bacdive_1383	img.taxon:2645727623	img	GOLD	gold:Ga0077222			Ornithinibacillus contaminans DSM 22953	NCBITaxon:694055	AP IMG TAXON ID	kgmicrobe.strain:DSM-22953	DSM 22953	ORGANISM CULTURE COLLECTION ID	gold:Go0032004	gold:Gp0102128
kgmicrobe.strain:bacdive_1383	img.taxon:2645727623	img	GOLD	gold:Ga0077222			Ornithinibacillus contaminans DSM 22953	NCBITaxon:694055	AP IMG TAXON ID	kgmicrobe.strain:DSM-22953	DSM 22953	ORGANISM STRAIN	gold:Go0032004	gold:Gp0102128
kgmicrobe.strain:bacdive_1383	patric:694055.4	patric	BACDIVE	bacdive:1383	66792	wgs	Ornithinibacillus contaminans strain DSM 22953	NCBITaxon:694055						
kgmicrobe.strain:bacdive_13830	gtdb.genome:RS_GCF_004346865.1	gtdb	GTDB	gtdb.genome:RS_GCF_004346865.1		Contig	Shimia isoporae	NCBITaxon:647720	accession	kgmicrobe.strain:DSM-26433	DSM 26433	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13830	img.taxon:2728369275	img	BACDIVE	bacdive:13830	66792	draft	Shimia isoporae DSM 26433	NCBITaxon:647720						
kgmicrobe.strain:bacdive_13830	img.taxon:2728369275	img	GOLD	gold:Ga0170381			Shimia isoporae DSM 26433	NCBITaxon:647720	AP IMG TAXON ID	kgmicrobe.strain:DSM-26433	DSM 26433	ORGANISM CULTURE COLLECTION ID	gold:Go0357300	gold:Gp0194230
kgmicrobe.strain:bacdive_13830	img.taxon:2728369275	img	GOLD	gold:Ga0170381			Shimia isoporae DSM 26433	NCBITaxon:647720	AP IMG TAXON ID	kgmicrobe.strain:DSM-26433	DSM 26433	ORGANISM STRAIN	gold:Go0357300	gold:Gp0194230
kgmicrobe.strain:bacdive_13830	patric:647720.4	patric	BACDIVE	bacdive:13830	66792	wgs	Shimia isoporae strain DSM 26433	NCBITaxon:647720						
kgmicrobe.strain:bacdive_13831	gtdb.genome:RS_GCF_900107585.1	gtdb	GTDB	gtdb.genome:RS_GCF_900107585.1		Contig	Rubrimonas cliftonensis	NCBITaxon:89524	accession	kgmicrobe.strain:DSM-15345	DSM 15345	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13831	img.taxon:2693429904	img	BACDIVE	bacdive:13831	66792	draft	Rubrimonas cliftonensis DSM 15345	NCBITaxon:89524						
kgmicrobe.strain:bacdive_13831	img.taxon:2693429904	img	GOLD	gold:Ga0131190			Rubrimonas cliftonensis DSM 15345	NCBITaxon:89524	AP IMG TAXON ID	kgmicrobe.strain:DSM-15345	DSM 15345	ORGANISM CULTURE COLLECTION ID	gold:Go0028138	gold:Gp0148762
kgmicrobe.strain:bacdive_13831	img.taxon:2693429904	img	GOLD	gold:Ga0131190			Rubrimonas cliftonensis DSM 15345	NCBITaxon:89524	AP IMG TAXON ID	kgmicrobe.strain:DSM-15345	DSM 15345	ORGANISM STRAIN	gold:Go0028138	gold:Gp0148762
kgmicrobe.strain:bacdive_13831	patric:89524.3	patric	BACDIVE	bacdive:13831	66792	wgs	Rubrimonas cliftonensis strain DSM 15345	NCBITaxon:89524						
kgmicrobe.strain:bacdive_13832	gtdb.genome:RS_GCF_000429365.1	gtdb	GTDB	gtdb.genome:RS_GCF_000429365.1		Scaffold	Pseudodonghicola xiamenensis DSM 18339	NCBITaxon:1121479	accession	kgmicrobe.strain:DSM-18339	DSM 18339	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13832	gtdb.genome:RS_GCF_014653505.1	gtdb	GTDB	gtdb.genome:RS_GCF_014653505.1		Contig	Pseudodonghicola xiamenensis	NCBITaxon:337702	accession	kgmicrobe.strain:CGMCC-1.7081	CGMCC 1.7081	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13832	img.taxon:2524023213	img	BACDIVE	bacdive:13832	66792	draft	Pseudodonghicola xiamenensis DSM 18339	NCBITaxon:1121479						
kgmicrobe.strain:bacdive_13832	img.taxon:2524023213	img	GOLD	gold:Ga0002304			Pseudodonghicola xiamenensis DSM 18339	NCBITaxon:1121479	AP IMG TAXON ID	kgmicrobe.strain:DSM-18339	DSM 18339	ORGANISM CULTURE COLLECTION ID	gold:Go0013005	gold:Gp0013005
kgmicrobe.strain:bacdive_13832	img.taxon:2524023213	img	GOLD	gold:Ga0002304			Pseudodonghicola xiamenensis DSM 18339	NCBITaxon:1121479	AP IMG TAXON ID	kgmicrobe.strain:DSM-18339	DSM 18339	ORGANISM STRAIN	gold:Go0013005	gold:Gp0013005
kgmicrobe.strain:bacdive_13832	img.taxon:8062469397	img	GOLD	gold:Ga0520973			Pseudodonghicola xiamenensis CGMCC 1.7081	NCBITaxon:337702	AP IMG TAXON ID	kgmicrobe.strain:CGMCC-1.7081	CGMCC 1.7081	ORGANISM CULTURE COLLECTION ID	gold:Go0596503	gold:Gp0610456
kgmicrobe.strain:bacdive_13832	img.taxon:8062469397	img	GOLD	gold:Ga0520973			Pseudodonghicola xiamenensis CGMCC 1.7081	NCBITaxon:337702	AP IMG TAXON ID	kgmicrobe.strain:CGMCC-1.7081	CGMCC 1.7081	ORGANISM STRAIN	gold:Go0596503	gold:Gp0610456
kgmicrobe.strain:bacdive_13832	patric:1121479.3	patric	BACDIVE	bacdive:13832	66792	wgs	Donghicola xiamenensis DSM 18339	NCBITaxon:1121479						
kgmicrobe.strain:bacdive_13832	patric:337702.5	patric	BACDIVE	bacdive:13832	66792	wgs	Pseudodonghicola xiamenensis strain CGMCC 1.7081	NCBITaxon:337702						
kgmicrobe.strain:bacdive_138328	gtdb.genome:RS_GCF_000712165.1	gtdb	GTDB	gtdb.genome:RS_GCF_000712165.1		Scaffold	Ureaplasma canigenitalium ATCC 51252	NCBITaxon:1408476	accession	kgmicrobe.strain:ATCC-51252	ATCC 51252	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138328	img.taxon:2565956531	img	BACDIVE	bacdive:138328	66792	draft	Ureaplasma canigenitalium ATCC 51252	NCBITaxon:1408476						
kgmicrobe.strain:bacdive_138328	img.taxon:2565956531	img	GOLD	gold:Ga0005317			Ureaplasma canigenitalium ATCC 51252	NCBITaxon:1408476	AP IMG TAXON ID	kgmicrobe.strain:ATCC-51252	ATCC 51252	ORGANISM CULTURE COLLECTION ID	gold:Go0044193	gold:Gp0044193
kgmicrobe.strain:bacdive_138328	img.taxon:2565956531	img	GOLD	gold:Ga0005317			Ureaplasma canigenitalium ATCC 51252	NCBITaxon:1408476	AP IMG TAXON ID	kgmicrobe.strain:ATCC-51252	ATCC 51252	ORGANISM STRAIN	gold:Go0044193	gold:Gp0044193
kgmicrobe.strain:bacdive_138328	patric:1408476.3	patric	BACDIVE	bacdive:138328	66792	wgs	Ureaplasma canigenitalium ATCC 51252	NCBITaxon:1408476						
kgmicrobe.strain:bacdive_13833	gtdb.genome:RS_GCF_900099935.1	gtdb	GTDB	gtdb.genome:RS_GCF_900099935.1		Contig	Aliiruegeria lutimaris	NCBITaxon:571298	accession	kgmicrobe.strain:DSM-25294	DSM 25294	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13833	img.taxon:2622736598	img	BACDIVE	bacdive:13833	66792	draft	Pseudoruegeria lutimaris DSM 25294	NCBITaxon:571298						
kgmicrobe.strain:bacdive_13833	img.taxon:2622736598	img	GOLD	gold:Ga0069989			Aliiruegeria lutimaris DSM 25294	NCBITaxon:571298	AP IMG TAXON ID	kgmicrobe.strain:DSM-25294	DSM 25294	ORGANISM CULTURE COLLECTION ID	gold:Go0111023	gold:Gp0112500
kgmicrobe.strain:bacdive_13833	img.taxon:2622736598	img	GOLD	gold:Ga0069989			Aliiruegeria lutimaris DSM 25294	NCBITaxon:571298	AP IMG TAXON ID	kgmicrobe.strain:DSM-25294	DSM 25294	ORGANISM STRAIN	gold:Go0111023	gold:Gp0112500
kgmicrobe.strain:bacdive_13833	patric:571298.3	patric	BACDIVE	bacdive:13833	66792	wgs	Pseudoruegeria lutimaris strain DSM 25294	NCBITaxon:571298						
kgmicrobe.strain:bacdive_13834	gtdb.genome:RS_GCF_000168975.1	gtdb	GTDB	gtdb.genome:RS_GCF_000168975.1		Contig	Roseibium aggregatum IAM 12614	NCBITaxon:384765	accession	kgmicrobe.strain:IAM-12614	IAM 12614	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13834	img.taxon:2827789216	img	GOLD	gold:Ga0392066			Roseibium aggregatum IAM 12614	NCBITaxon:384765	AP IMG TAXON ID	kgmicrobe.strain:IAM-12614	IAM 12614	ORGANISM STRAIN	gold:Go0513919	gold:Gp0432271
kgmicrobe.strain:bacdive_13834	img.taxon:639857019	img	BACDIVE	bacdive:13834	66792	draft	Labrenzia aggregata IAM 12614	NCBITaxon:384765						
kgmicrobe.strain:bacdive_13834	img.taxon:639857019	img	GOLD	gold:Ga0030450			Roseibium aggregatum IAM 12614	NCBITaxon:384765	AP IMG TAXON ID	kgmicrobe.strain:ATCC-25650	ATCC 25650	ORGANISM CULTURE COLLECTION ID	gold:Go0006178	gold:Gp0006178
kgmicrobe.strain:bacdive_13834	img.taxon:639857019	img	GOLD	gold:Ga0030450			Roseibium aggregatum IAM 12614	NCBITaxon:384765	AP IMG TAXON ID	kgmicrobe.strain:IAM-12614	IAM 12614	ORGANISM STRAIN	gold:Go0006178	gold:Gp0006178
kgmicrobe.strain:bacdive_13834	patric:384765.3	patric	BACDIVE	bacdive:13834	66792	wgs	Labrenzia aggregata IAM 12614	NCBITaxon:384765						
kgmicrobe.strain:bacdive_138348	img.taxon:2690315744	img	GOLD	gold:Ga0106735			Staphylococcus aureus NRS2	NCBITaxon:1280	AP IMG TAXON ID	kgmicrobe.strain:ATCC-700698	ATCC 700698	ORGANISM CULTURE COLLECTION ID	gold:Go0123383	gold:Gp0131385
kgmicrobe.strain:bacdive_138348	img.taxon:2734482448	img	GOLD	gold:Ga0130285			Staphylococcus aureus aureus Mu3	NCBITaxon:418127	AP IMG TAXON ID	kgmicrobe.strain:ATCC-700698	ATCC 700698	ORGANISM CULTURE COLLECTION ID	gold:Go0000063	gold:Gp0148336
kgmicrobe.strain:bacdive_138348	img.taxon:640753053	img	GOLD	gold:Ga0030407			Staphylococcus aureus aureus Mu3	NCBITaxon:418127	AP IMG TAXON ID	kgmicrobe.strain:ATCC-700698	ATCC 700698	ORGANISM CULTURE COLLECTION ID	gold:Go0000063	gold:Gp0000063
kgmicrobe.strain:bacdive_138348	patric:1280.4823	patric	BACDIVE	bacdive:138348	66792	wgs	Staphylococcus aureus strain NRS2	NCBITaxon:1280						
kgmicrobe.strain:bacdive_13835	gtdb.genome:RS_GCF_002906165.1	gtdb	GTDB	gtdb.genome:RS_GCF_002906165.1		Contig	Roseibium marinum	NCBITaxon:281252	accession	kgmicrobe.strain:DSM-17023	DSM 17023	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13835	img.taxon:2731639218	img	BACDIVE	bacdive:13835	66792	draft	Labrenzia marina DSM 17023	NCBITaxon:281252						
kgmicrobe.strain:bacdive_13835	img.taxon:2731639218	img	GOLD	gold:Ga0181000			Roseibium marinum DSM 17023	NCBITaxon:281252	AP IMG TAXON ID	kgmicrobe.strain:DSM-17023	DSM 17023	ORGANISM CULTURE COLLECTION ID	gold:Go0026998	gold:Gp0207580
kgmicrobe.strain:bacdive_13835	img.taxon:2731639218	img	GOLD	gold:Ga0181000			Roseibium marinum DSM 17023	NCBITaxon:281252	AP IMG TAXON ID	kgmicrobe.strain:DSM-17023	DSM 17023	ORGANISM STRAIN	gold:Go0026998	gold:Gp0207580
kgmicrobe.strain:bacdive_13835	patric:281252.8	patric	BACDIVE	bacdive:13835	66792	wgs	Labrenzia marina strain DSM 17023	NCBITaxon:281252						
kgmicrobe.strain:bacdive_138353	img.taxon:2852001951	img	BACDIVE	bacdive:138353	66792	complete	Staphylococcus aureus ATCC 700699	NCBITaxon:1280						
kgmicrobe.strain:bacdive_138353	img.taxon:2852001951	img	GOLD	gold:Ga0325169			Staphylococcus aureus ATCC 700699	NCBITaxon:1280	AP IMG TAXON ID	kgmicrobe.strain:ATCC-700699	ATCC 700699	ORGANISM CULTURE COLLECTION ID	gold:Go0123360	gold:Gp0131362
kgmicrobe.strain:bacdive_138353	img.taxon:2852001951	img	GOLD	gold:Ga0325169			Staphylococcus aureus ATCC 700699	NCBITaxon:1280	AP IMG TAXON ID	kgmicrobe.strain:ATCC-700699	ATCC 700699	ORGANISM STRAIN	gold:Go0123360	gold:Gp0131362
kgmicrobe.strain:bacdive_138353	img.taxon:637000277	img	GOLD	gold:Ga0030408			Staphylococcus aureus aureus M	NCBITaxon:158878	AP IMG TAXON ID	kgmicrobe.strain:ATCC-700699	ATCC 700699	ORGANISM CULTURE COLLECTION ID	gold:Go0000736	gold:Gp0000736
kgmicrobe.strain:bacdive_138353	patric:1280.4808	patric	BACDIVE	bacdive:138353	66792	complete	Staphylococcus aureus strain NRS1	NCBITaxon:1280						
kgmicrobe.strain:bacdive_13836	img.taxon:2915219762	img	GOLD	gold:Ga0400393			Roseibium alexandrii DFL-11	NCBITaxon:244592	AP IMG TAXON ID	kgmicrobe.strain:DSM-17067	DSM 17067	ORGANISM CULTURE COLLECTION ID	gold:Go0006179	gold:Gp0006179
kgmicrobe.strain:bacdive_13837	gtdb.genome:RS_GCF_001404515.1	gtdb	GTDB	gtdb.genome:RS_GCF_001404515.1		Scaffold	Roseibium album	NCBITaxon:311410	accession	kgmicrobe.strain:CECT-5095	CECT 5095	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13837	img.taxon:2675903641	img	BACDIVE	bacdive:13837	66792	draft	Labrenzia alba CECT 5095	NCBITaxon:311410						
kgmicrobe.strain:bacdive_13837	img.taxon:2675903641	img	GOLD	gold:Ga0124271			Roseibium album CECT 5095	NCBITaxon:311410	AP IMG TAXON ID	kgmicrobe.strain:CECT-5095	CECT 5095, CIP 108402	ORGANISM CULTURE COLLECTION ID	gold:Go0138523	gold:Gp0143570
kgmicrobe.strain:bacdive_13837	img.taxon:2675903641	img	GOLD	gold:Ga0124271			Roseibium album CECT 5095	NCBITaxon:311410	AP IMG TAXON ID	kgmicrobe.strain:CIP-108402	CECT 5095, CIP 108402	ORGANISM CULTURE COLLECTION ID	gold:Go0138523	gold:Gp0143570
kgmicrobe.strain:bacdive_13837	patric:311410.12	patric	BACDIVE	bacdive:13837	66792	wgs	Labrenzia alba strain CECT 5095	NCBITaxon:311410						
kgmicrobe.strain:bacdive_13838	gtdb.genome:RS_GCF_000423705.1	gtdb	GTDB	gtdb.genome:RS_GCF_000423705.1		Scaffold	Stappia stellulata DSM 5886	NCBITaxon:1123294	accession	kgmicrobe.strain:DSM-5886	DSM 5886	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13838	img.taxon:2524614815	img	BACDIVE	bacdive:13838	66792	draft	Stappia stellulata DSM 5886	NCBITaxon:1123294						
kgmicrobe.strain:bacdive_13838	img.taxon:2524614815	img	GOLD	gold:Ga0002029			Stappia stellulata DSM 5886	NCBITaxon:1123294	AP IMG TAXON ID	kgmicrobe.strain:DSM-5886	DSM 5886	ORGANISM CULTURE COLLECTION ID	gold:Go0013335	gold:Gp0013335
kgmicrobe.strain:bacdive_13838	img.taxon:2524614815	img	GOLD	gold:Ga0002029			Stappia stellulata DSM 5886	NCBITaxon:1123294	AP IMG TAXON ID	kgmicrobe.strain:DSM-5886	DSM 5886	ORGANISM STRAIN	gold:Go0013335	gold:Gp0013335
kgmicrobe.strain:bacdive_13838	patric:1123294.3	patric	BACDIVE	bacdive:13838	66792	wgs	Stappia stellulata DSM 5886	NCBITaxon:1123294						
kgmicrobe.strain:bacdive_13839	gtdb.genome:RS_GCF_000379485.1	gtdb	GTDB	gtdb.genome:RS_GCF_000379485.1		Scaffold	Wenxinia marina DSM 24838	NCBITaxon:1123501	accession	kgmicrobe.strain:DSM-24838	DSM 24838	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13839	gtdb.genome:RS_GCF_000836695.1	gtdb	GTDB	gtdb.genome:RS_GCF_000836695.1		Scaffold	Wenxinia marina DSM 24838	NCBITaxon:1123501	accession	kgmicrobe.strain:DSM-24838	DSM 24838	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13839	gtdb.genome:RS_GCF_014645075.1	gtdb	GTDB	gtdb.genome:RS_GCF_014645075.1		Contig	Wenxinia marina	NCBITaxon:390641	accession	kgmicrobe.strain:CGMCC-1.6105	CGMCC 1.6105	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13839	img.taxon:2515154190	img	BACDIVE	bacdive:13839	66792	draft	Wenxinia marina DSM 24838	NCBITaxon:1123501						
kgmicrobe.strain:bacdive_13839	img.taxon:2515154190	img	GOLD	gold:Ga0025262			Wenxinia marina DSM 24838	NCBITaxon:1123501	AP IMG TAXON ID	kgmicrobe.strain:DSM-24838	DSM 24838	ORGANISM CULTURE COLLECTION ID	gold:Go0014193	gold:Gp0014193
kgmicrobe.strain:bacdive_13839	img.taxon:2806310715	img	BACDIVE	bacdive:13839	66792	complete	Wenxinia marina DSM 24838	NCBITaxon:1123501						
kgmicrobe.strain:bacdive_13839	img.taxon:2806310715	img	GOLD	gold:Ga0248319			Wenxinia marina DSM 24838	NCBITaxon:1123501	AP IMG TAXON ID	kgmicrobe.strain:DSM-24838	DSM 24838	ORGANISM CULTURE COLLECTION ID	gold:Go0014193	gold:Gp0012766
kgmicrobe.strain:bacdive_13839	img.taxon:8063538181	img	GOLD	gold:Ga0520871			Wenxinia marina CGMCC 1.6105	NCBITaxon:390641	AP IMG TAXON ID	kgmicrobe.strain:CGMCC-1.6105	CGMCC 1.6105	ORGANISM CULTURE COLLECTION ID	gold:Go0596527	gold:Gp0610480
kgmicrobe.strain:bacdive_13839	img.taxon:8063538181	img	GOLD	gold:Ga0520871			Wenxinia marina CGMCC 1.6105	NCBITaxon:390641	AP IMG TAXON ID	kgmicrobe.strain:CGMCC-1.6105	CGMCC 1.6105	ORGANISM STRAIN	gold:Go0596527	gold:Gp0610480
kgmicrobe.strain:bacdive_13839	patric:1123501.3	patric	BACDIVE	bacdive:13839	66792	wgs	Wenxinia marina DSM 24838	NCBITaxon:1123501						
kgmicrobe.strain:bacdive_13839	patric:1123501.8	patric	BACDIVE	bacdive:13839	66792	plasmid	Wenxinia marina DSM 24838	NCBITaxon:1123501						
kgmicrobe.strain:bacdive_13839	patric:390641.3	patric	BACDIVE	bacdive:13839	66792	wgs	Wenxinia marina strain CGMCC 1.6105	NCBITaxon:390641						
kgmicrobe.strain:bacdive_138394	gtdb.genome:RS_GCF_009711415.1	gtdb	GTDB	gtdb.genome:RS_GCF_009711415.1		Scaffold	Roseibium denhamense	NCBITaxon:76305	accession	kgmicrobe.strain:JCM-10543	JCM 10543	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138394	gtdb.genome:RS_GCF_039522765.1	gtdb	GTDB	gtdb.genome:RS_GCF_039522765.1		Scaffold	Roseibium denhamense	NCBITaxon:76305	accession	kgmicrobe.strain:JCM-10543	JCM 10543	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_138394	img.taxon:8112334570	img	GOLD	gold:Ga0623154			Roseibium denhamense JCM 10543	NCBITaxon:76305	AP IMG TAXON ID	kgmicrobe.strain:JCM-10543	JCM 10543	ORGANISM CULTURE COLLECTION ID	gold:Go0027892	gold:Gp0785218
kgmicrobe.strain:bacdive_138394	img.taxon:8112334570	img	GOLD	gold:Ga0623154			Roseibium denhamense JCM 10543	NCBITaxon:76305	AP IMG TAXON ID	kgmicrobe.strain:JCM-10543	JCM 10543	ORGANISM STRAIN	gold:Go0027892	gold:Gp0785218
kgmicrobe.strain:bacdive_138394	patric:76305.3	patric	BACDIVE	bacdive:138394	66792	wgs	Roseibium denhamense strain JCM 10543	NCBITaxon:76305						
kgmicrobe.strain:bacdive_1384	gtdb.genome:RS_GCF_003315295.1	gtdb	GTDB	gtdb.genome:RS_GCF_003315295.1		Scaffold	Paraliobacillus ryukyuensis	NCBITaxon:200904	accession	kgmicrobe.strain:DSM-15140	DSM 15140	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1384	gtdb.genome:RS_GCF_039544855.1	gtdb	GTDB	gtdb.genome:RS_GCF_039544855.1		Contig	Paraliobacillus ryukyuensis	NCBITaxon:200904	accession	kgmicrobe.strain:NBRC-100001	NBRC 100001	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1384	img.taxon:2770939501	img	BACDIVE	bacdive:1384	66792	draft	Paraliobacillus ryukyuensis DSM 15140	NCBITaxon:200904						
