strain_id	genome_id	source_database	source	source_id	source_reference_id	assembly_level	genome_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id
kgmicrobe.strain:bacdive_10434	gtdb.genome:RS_GCF_020162295.1	gtdb	GTDB	gtdb.genome:RS_GCF_020162295.1		Complete Genome	Alysiella filiformis DSM 16848	NCBITaxon:1120981	accession	kgmicrobe.strain:DSM-16848	DSM 16848	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10434	gtdb.genome:RS_GCF_900230205.1	gtdb	GTDB	gtdb.genome:RS_GCF_900230205.1		Scaffold	Alysiella filiformis DSM 16848	NCBITaxon:1120981	accession	kgmicrobe.strain:DSM-16848	DSM 16848	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10434	img.taxon:2574179727	img	BACDIVE	bacdive:10434	66792	draft	Alysiella filiformis DSM 16848	NCBITaxon:1120981						
kgmicrobe.strain:bacdive_10434	img.taxon:2574179727	img	GOLD	gold:Ga0006654			Alysiella filiformis DSM 16848	NCBITaxon:1120981	AP IMG TAXON ID	kgmicrobe.strain:DSM-16848	DSM 16848	ORGANISM CULTURE COLLECTION ID	gold:Go0012975	gold:Gp0012975
kgmicrobe.strain:bacdive_10434	img.taxon:2574179727	img	GOLD	gold:Ga0006654			Alysiella filiformis DSM 16848	NCBITaxon:1120981	AP IMG TAXON ID	kgmicrobe.strain:DSM-16848	DSM 16848	ORGANISM STRAIN	gold:Go0012975	gold:Gp0012975
kgmicrobe.strain:bacdive_10434	img.taxon:8063215320	img	GOLD	gold:Ga0561532			Alysiella filiformis DSM 16848	NCBITaxon:1120981	AP IMG TAXON ID	kgmicrobe.strain:DSM-16848	DSM 16848	ORGANISM CULTURE COLLECTION ID	gold:Go0012975	gold:Gp0653345
kgmicrobe.strain:bacdive_10434	img.taxon:8063215320	img	GOLD	gold:Ga0561532			Alysiella filiformis DSM 16848	NCBITaxon:1120981	AP IMG TAXON ID	kgmicrobe.strain:DSM-16848	DSM 16848	ORGANISM STRAIN	gold:Go0012975	gold:Gp0653345
kgmicrobe.strain:bacdive_10434	img.taxon:8063217871	img	GOLD	gold:Ga0559756			Alysiella filiformis DSM 16848	NCBITaxon:1120981	AP IMG TAXON ID	kgmicrobe.strain:DSM-16848	DSM 16848	ORGANISM CULTURE COLLECTION ID	gold:Go0012975	gold:Gp0656310
kgmicrobe.strain:bacdive_10434	img.taxon:8063217871	img	GOLD	gold:Ga0559756			Alysiella filiformis DSM 16848	NCBITaxon:1120981	AP IMG TAXON ID	kgmicrobe.strain:DSM-16848	DSM 16848	ORGANISM STRAIN	gold:Go0012975	gold:Gp0656310
kgmicrobe.strain:bacdive_10434	patric:1120981.14	patric	BACDIVE	bacdive:10434	66792	complete	Alysiella filiformis DSM 16848	NCBITaxon:1120981						
kgmicrobe.strain:bacdive_10434	patric:1120981.15	patric	BACDIVE	bacdive:10434	66792	complete	Alysiella filiformis DSM 16848	NCBITaxon:1120981						
kgmicrobe.strain:bacdive_10434	patric:1120981.16	patric	BACDIVE	bacdive:10434	66792	complete	Alysiella filiformis DSM 16848	NCBITaxon:1120981						
kgmicrobe.strain:bacdive_10434	patric:1120981.3	patric	BACDIVE	bacdive:10434	66792	wgs	Alysiella filiformis DSM 16848	NCBITaxon:1120981						
kgmicrobe.strain:bacdive_10434	patric:194196.9	patric	BACDIVE	bacdive:10434	66792	complete	Alysiella filiformis strain DSM 16848	NCBITaxon:194196						
kgmicrobe.strain:bacdive_10435	gtdb.genome:RS_GCF_000420525.1	gtdb	GTDB	gtdb.genome:RS_GCF_000420525.1		Contig	Aquaspirillum serpens DSM 68	NCBITaxon:1121004	accession	kgmicrobe.strain:DSM-68	DSM 68	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10435	img.taxon:2524614869	img	GOLD	gold:Ga0002314			Aquaspirillum serpens DSM 68	NCBITaxon:1121004	AP IMG TAXON ID	kgmicrobe.strain:DSM-68	DSM 68	ORGANISM CULTURE COLLECTION ID	gold:Go0013392	gold:Gp0013392
kgmicrobe.strain:bacdive_10435	img.taxon:2524614869	img	GOLD	gold:Ga0002314			Aquaspirillum serpens DSM 68	NCBITaxon:1121004	AP IMG TAXON ID	kgmicrobe.strain:DSM-68	DSM 68	ORGANISM STRAIN	gold:Go0013392	gold:Gp0013392
kgmicrobe.strain:bacdive_10446	gtdb.genome:RS_GCF_001592185.1	gtdb	GTDB	gtdb.genome:RS_GCF_001592185.1		Contig	Bergeriella denitrificans NBRC 102155	NCBITaxon:1349758	accession	kgmicrobe.strain:NBRC-102155	NBRC 102155	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10446	gtdb.genome:RS_GCF_047839125.1	gtdb	GTDB	gtdb.genome:RS_GCF_047839125.1		Complete Genome	Bergeriella denitrificans	NCBITaxon:494	accession	kgmicrobe.strain:DSM-17675	DSM 17675	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10446	img.taxon:2731957682	img	BACDIVE	bacdive:10446	66792	draft	Bergeriella denitrificans NBRC 102155	NCBITaxon:1349758						
kgmicrobe.strain:bacdive_10446	img.taxon:2731957682	img	GOLD	gold:Ga0128649			Bergeriella denitrificans NBRC 102155	NCBITaxon:1349758	AP IMG TAXON ID	kgmicrobe.strain:NBRC-102155	NBRC 102155	ORGANISM CULTURE COLLECTION ID	gold:Go0075760	gold:Gp0075760
kgmicrobe.strain:bacdive_10446	img.taxon:2731957682	img	GOLD	gold:Ga0128649			Bergeriella denitrificans NBRC 102155	NCBITaxon:1349758	AP IMG TAXON ID	kgmicrobe.strain:NBRC-102155	NBRC 102155	ORGANISM STRAIN	gold:Go0075760	gold:Gp0075760
kgmicrobe.strain:bacdive_10446	img.taxon:2831695663	img	BACDIVE	bacdive:10446	66792	draft	Bergeriella denitrificans NCTC 10295	NCBITaxon:494						
kgmicrobe.strain:bacdive_10446	img.taxon:2831695663	img	GOLD	gold:Ga0352942			Bergeriella denitrificans NCTC 10295	NCBITaxon:494	AP IMG TAXON ID	kgmicrobe.strain:NCTC-10295	NCTC 10295	ORGANISM CULTURE COLLECTION ID	gold:Go0500269	gold:Gp0384469
kgmicrobe.strain:bacdive_10446	img.taxon:2831695663	img	GOLD	gold:Ga0352942			Bergeriella denitrificans NCTC 10295	NCBITaxon:494	AP IMG TAXON ID	kgmicrobe.strain:NCTC-10295	NCTC 10295	ORGANISM STRAIN	gold:Go0500269	gold:Gp0384469
kgmicrobe.strain:bacdive_10446	img.taxon:8146380728	img	GOLD	gold:Ga0689896			Bergeriella denitrificans DSM 17675	NCBITaxon:494	AP IMG TAXON ID	kgmicrobe.strain:DSM-17675	DSM 17675	ORGANISM CULTURE COLLECTION ID	gold:Go0629197	gold:Gp0881200
kgmicrobe.strain:bacdive_10446	img.taxon:8146380728	img	GOLD	gold:Ga0689896			Bergeriella denitrificans DSM 17675	NCBITaxon:494	AP IMG TAXON ID	kgmicrobe.strain:DSM-17675	DSM 17675	ORGANISM STRAIN	gold:Go0629197	gold:Gp0881200
kgmicrobe.strain:bacdive_10446	patric:1349758.6	patric	BACDIVE	bacdive:10446	66792	wgs	Bergeriella denitrificans NBRC 102155	NCBITaxon:1349758						
kgmicrobe.strain:bacdive_10446	patric:494.4	patric	BACDIVE	bacdive:10446	66792	wgs	Bergeriella denitrificans strain NCTC10295	NCBITaxon:494						
kgmicrobe.strain:bacdive_10447	gtdb.genome:RS_GCF_000429785.1	gtdb	GTDB	gtdb.genome:RS_GCF_000429785.1		Scaffold	Chitinibacter tainanensis DSM 15459	NCBITaxon:1121274	accession	kgmicrobe.strain:DSM-15459	DSM 15459	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10447	img.taxon:2524614843	img	BACDIVE	bacdive:10447	66792	draft	Chitinibacter tainanensis DSM 15459	NCBITaxon:1121274						
kgmicrobe.strain:bacdive_10447	img.taxon:2524614843	img	GOLD	gold:Ga0002048			Chitinibacter tainanensis DSM 15459	NCBITaxon:1121274	AP IMG TAXON ID	kgmicrobe.strain:DSM-15459	DSM 15459	ORGANISM CULTURE COLLECTION ID	gold:Go0013419	gold:Gp0013419
kgmicrobe.strain:bacdive_10447	img.taxon:2524614843	img	GOLD	gold:Ga0002048			Chitinibacter tainanensis DSM 15459	NCBITaxon:1121274	AP IMG TAXON ID	kgmicrobe.strain:DSM-15459	DSM 15459	ORGANISM STRAIN	gold:Go0013419	gold:Gp0013419
kgmicrobe.strain:bacdive_10447	patric:1121274.4	patric	BACDIVE	bacdive:10447	66792	wgs	Chitinibacter tainanensis DSM 15459	NCBITaxon:1121274						
kgmicrobe.strain:bacdive_10449	gtdb.genome:RS_GCF_000007705.1	gtdb	GTDB	gtdb.genome:RS_GCF_000007705.1		Complete Genome	Chromobacterium violaceum ATCC 12472	NCBITaxon:243365	accession	kgmicrobe.strain:ATCC-12472	ATCC 12472	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10449	img.taxon:637000074	img	BACDIVE	bacdive:10449	66792	complete	Chromobacterium violaceum ATCC 12472	NCBITaxon:243365						
kgmicrobe.strain:bacdive_10449	img.taxon:637000074	img	GOLD	gold:Ga0028297			Chromobacterium violaceum ATCC 12472	NCBITaxon:243365	AP IMG TAXON ID	kgmicrobe.strain:ATCC-12472	ATCC 12472	ORGANISM CULTURE COLLECTION ID	gold:Go0000613	gold:Gp0000613
kgmicrobe.strain:bacdive_10449	img.taxon:637000074	img	GOLD	gold:Ga0028297			Chromobacterium violaceum ATCC 12472	NCBITaxon:243365	AP IMG TAXON ID	kgmicrobe.strain:ATCC-12472	ATCC 12472	ORGANISM STRAIN	gold:Go0000613	gold:Gp0000613
kgmicrobe.strain:bacdive_10449	img.taxon:8115167773	img	GOLD	gold:Ga0563348			Chromobacterium violaceum NCTC 9757	NCBITaxon:536	AP IMG TAXON ID	kgmicrobe.strain:NCTC-9757	NCTC 9757	ORGANISM CULTURE COLLECTION ID	gold:Go0636155	gold:Gp0653767
kgmicrobe.strain:bacdive_10449	img.taxon:8115167773	img	GOLD	gold:Ga0563348			Chromobacterium violaceum NCTC 9757	NCBITaxon:536	AP IMG TAXON ID	kgmicrobe.strain:NCTC-9757	NCTC 9757	ORGANISM STRAIN	gold:Go0636155	gold:Gp0653767
kgmicrobe.strain:bacdive_10449	patric:243365.4	patric	BACDIVE	bacdive:10449	66792	complete	Chromobacterium violaceum ATCC 12472	NCBITaxon:243365						
kgmicrobe.strain:bacdive_10449	patric:536.43	patric	BACDIVE	bacdive:10449	66792	complete	Chromobacterium violaceum strain CV1192	NCBITaxon:536						
kgmicrobe.strain:bacdive_10449	patric:536.44	patric	BACDIVE	bacdive:10449	66792	complete	Chromobacterium violaceum strain CV1197	NCBITaxon:536						
kgmicrobe.strain:bacdive_10449	patric:536.53	patric	BACDIVE	bacdive:10449	66792	wgs	Chromobacterium violaceum strain NCTC9757	NCBITaxon:536						
kgmicrobe.strain:bacdive_10451	img.taxon:2843400765	img	BACDIVE	bacdive:10451	66792	draft	Chromobacterium subtsugae PRAA4-1	NCBITaxon:251747						
kgmicrobe.strain:bacdive_10452	gtdb.genome:RS_GCF_000711885.1	gtdb	GTDB	gtdb.genome:RS_GCF_000711885.1		Scaffold	Chromobacterium haemolyticum DSM 19808	NCBITaxon:1121283	accession	kgmicrobe.strain:DSM-19808	DSM 19808	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10452	img.taxon:2565956523	img	BACDIVE	bacdive:10452	66792	draft	Chromobacterium haemolyticum DSM 19808	NCBITaxon:1121283						
kgmicrobe.strain:bacdive_10452	img.taxon:2565956523	img	GOLD	gold:Ga0006687			Chromobacterium haemolyticum DSM 19808	NCBITaxon:1121283	AP IMG TAXON ID	kgmicrobe.strain:DSM-19808	DSM 19808	ORGANISM CULTURE COLLECTION ID	gold:Go0013427	gold:Gp0013427
kgmicrobe.strain:bacdive_10452	img.taxon:2565956523	img	GOLD	gold:Ga0006687			Chromobacterium haemolyticum DSM 19808	NCBITaxon:1121283	AP IMG TAXON ID	kgmicrobe.strain:DSM-19808	DSM 19808	ORGANISM STRAIN	gold:Go0013427	gold:Gp0013427
kgmicrobe.strain:bacdive_10452	patric:1121283.3	patric	BACDIVE	bacdive:10452	66792	wgs	Chromobacterium haemolyticum DSM 19808	NCBITaxon:1121283						
kgmicrobe.strain:bacdive_10453	gtdb.genome:RS_GCF_021129195.1	gtdb	GTDB	gtdb.genome:RS_GCF_021129195.1		Scaffold	Chromobacterium aquaticum	NCBITaxon:467180	accession	kgmicrobe.strain:DSM-19852	DSM 19852	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10453	gtdb.genome:RS_GCF_042654285.1	gtdb	GTDB	gtdb.genome:RS_GCF_042654285.1		Scaffold	Chromobacterium aquaticum	NCBITaxon:467180	accession	kgmicrobe.strain:CCUG-55175	CCUG 55175	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10453	img.taxon:8067889671	img	GOLD	gold:Ga0559511			Chromobacterium aquaticum DSM 19852	NCBITaxon:467180	AP IMG TAXON ID	kgmicrobe.strain:DSM-19852	DSM 19852	ORGANISM CULTURE COLLECTION ID	gold:Go0600375	gold:Gp0651477
kgmicrobe.strain:bacdive_10453	img.taxon:8067889671	img	GOLD	gold:Ga0559511			Chromobacterium aquaticum DSM 19852	NCBITaxon:467180	AP IMG TAXON ID	kgmicrobe.strain:DSM-19852	DSM 19852	ORGANISM STRAIN	gold:Go0600375	gold:Gp0651477
kgmicrobe.strain:bacdive_10454	gtdb.genome:RS_GCF_021129175.1	gtdb	GTDB	gtdb.genome:RS_GCF_021129175.1		Scaffold	Chromobacterium piscinae	NCBITaxon:686831	accession	kgmicrobe.strain:DSM-23278	DSM 23278	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10454	gtdb.genome:RS_GCF_042430095.1	gtdb	GTDB	gtdb.genome:RS_GCF_042430095.1		Contig	Chromobacterium piscinae	NCBITaxon:686831	accession	kgmicrobe.strain:CCM-3329	CCM 3329	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10454	gtdb.genome:RS_GCF_042646545.1	gtdb	GTDB	gtdb.genome:RS_GCF_042646545.1		Contig	Chromobacterium piscinae	NCBITaxon:686831	accession	kgmicrobe.strain:CCM-3329	CCM 3329	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10454	img.taxon:8067918799	img	GOLD	gold:Ga0559510			Chromobacterium piscinae DSM 23278	NCBITaxon:686831	AP IMG TAXON ID	kgmicrobe.strain:DSM-23278	DSM 23278	ORGANISM CULTURE COLLECTION ID	gold:Go0612524	gold:Gp0651476
kgmicrobe.strain:bacdive_10454	img.taxon:8067918799	img	GOLD	gold:Ga0559510			Chromobacterium piscinae DSM 23278	NCBITaxon:686831	AP IMG TAXON ID	kgmicrobe.strain:DSM-23278	DSM 23278	ORGANISM STRAIN	gold:Go0612524	gold:Gp0651476
kgmicrobe.strain:bacdive_10454	img.taxon:8143561230	img	GOLD	gold:Ga0689242			Chromobacterium piscinae CCM 3329	NCBITaxon:686831	AP IMG TAXON ID	kgmicrobe.strain:CCM-3329	CCM 3329	ORGANISM CULTURE COLLECTION ID	gold:Go0612525	gold:Gp0880546
kgmicrobe.strain:bacdive_10454	img.taxon:8143561230	img	GOLD	gold:Ga0689242			Chromobacterium piscinae CCM 3329	NCBITaxon:686831	AP IMG TAXON ID	kgmicrobe.strain:CCM-3329	CCM 3329	ORGANISM STRAIN	gold:Go0612525	gold:Gp0880546
kgmicrobe.strain:bacdive_10455	gtdb.genome:RS_GCF_001953795.1	gtdb	GTDB	gtdb.genome:RS_GCF_001953795.1		Contig	Chromobacterium violaceum	NCBITaxon:536	accession	kgmicrobe.strain:LMG-3953	LMG 3953	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10455	gtdb.genome:RS_GCF_042430085.1	gtdb	GTDB	gtdb.genome:RS_GCF_042430085.1		Scaffold	Chromobacterium violaceum	NCBITaxon:536	accession	kgmicrobe.strain:CCM-2076	CCM 2076	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10455	img.taxon:2846011027	img	BACDIVE	bacdive:10455	66792	draft	Chromobacterium pseudoviolaceum LMG 3953	NCBITaxon:536						
kgmicrobe.strain:bacdive_10455	img.taxon:2846011027	img	GOLD	gold:Ga0339221			Chromobacterium pseudoviolaceum LMG 3953	NCBITaxon:536	AP IMG TAXON ID	kgmicrobe.strain:LMG-3953	LMG 3953	ORGANISM CULTURE COLLECTION ID	gold:Go0031960	gold:Gp0371533
kgmicrobe.strain:bacdive_10455	img.taxon:2846011027	img	GOLD	gold:Ga0339221			Chromobacterium pseudoviolaceum LMG 3953	NCBITaxon:536	AP IMG TAXON ID	kgmicrobe.strain:LMG-3953	LMG 3953	ORGANISM STRAIN	gold:Go0031960	gold:Gp0371533
kgmicrobe.strain:bacdive_10455	patric:686830.3	patric	BACDIVE	bacdive:10455	66792	wgs	Chromobacterium pseudoviolaceum strain LMG 3953	NCBITaxon:536						
kgmicrobe.strain:bacdive_10456	gtdb.genome:RS_GCF_000620925.1	gtdb	GTDB	gtdb.genome:RS_GCF_000620925.1		Scaffold	Conchiformibius steedae DSM 2580	NCBITaxon:1121352	accession	kgmicrobe.strain:DSM-2580	DSM 2580	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10456	gtdb.genome:RS_GCF_014054725.1	gtdb	GTDB	gtdb.genome:RS_GCF_014054725.1		Complete Genome	Conchiformibius steedae	NCBITaxon:153493	accession	kgmicrobe.strain:DSM-2580	DSM 2580	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10456	gtdb.genome:RS_GCF_023547005.1	gtdb	GTDB	gtdb.genome:RS_GCF_023547005.1		Complete Genome	Conchiformibius steedae DSM 2580	NCBITaxon:1121352	accession	kgmicrobe.strain:DSM-2580	DSM 2580	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10456	img.taxon:2556921602	img	BACDIVE	bacdive:10456	66792	draft	Conchiformibius steedae DSM 2580	NCBITaxon:1121352						
kgmicrobe.strain:bacdive_10456	img.taxon:2556921602	img	GOLD	gold:Ga0002088			Conchiformibius steedae DSM 2580	NCBITaxon:1121352	AP IMG TAXON ID	kgmicrobe.strain:DSM-2580	DSM 2580	ORGANISM CULTURE COLLECTION ID	gold:Go0013685	gold:Gp0013685
kgmicrobe.strain:bacdive_10456	img.taxon:2556921602	img	GOLD	gold:Ga0002088			Conchiformibius steedae DSM 2580	NCBITaxon:1121352	AP IMG TAXON ID	kgmicrobe.strain:DSM-2580	DSM 2580	ORGANISM STRAIN	gold:Go0013685	gold:Gp0013685
kgmicrobe.strain:bacdive_10456	img.taxon:8062830946	img	GOLD	gold:Ga0560042			Conchiformibius steedae DSM 2580	NCBITaxon:1121352	AP IMG TAXON ID	kgmicrobe.strain:DSM-2580	DSM 2580	ORGANISM CULTURE COLLECTION ID	gold:Go0013685	gold:Gp0656309
kgmicrobe.strain:bacdive_10456	img.taxon:8062830946	img	GOLD	gold:Ga0560042			Conchiformibius steedae DSM 2580	NCBITaxon:1121352	AP IMG TAXON ID	kgmicrobe.strain:DSM-2580	DSM 2580	ORGANISM STRAIN	gold:Go0013685	gold:Gp0656309
kgmicrobe.strain:bacdive_10456	img.taxon:8118659753	img	GOLD	gold:Ga0667982			Conchiformibius steedae DSM 2580	NCBITaxon:1121352	AP IMG TAXON ID	kgmicrobe.strain:DSM-2580	DSM 2580	ORGANISM CULTURE COLLECTION ID	gold:Go0013685	gold:Gp0818686
kgmicrobe.strain:bacdive_10456	img.taxon:8118659753	img	GOLD	gold:Ga0667982			Conchiformibius steedae DSM 2580	NCBITaxon:1121352	AP IMG TAXON ID	kgmicrobe.strain:DSM-2580	DSM 2580	ORGANISM STRAIN	gold:Go0013685	gold:Gp0818686
kgmicrobe.strain:bacdive_10456	patric:1121352.3	patric	BACDIVE	bacdive:10456	66792	wgs	Conchiformibius steedae DSM 2580	NCBITaxon:1121352						
kgmicrobe.strain:bacdive_10456	patric:153493.11	patric	BACDIVE	bacdive:10456	66792	complete	Conchiformibius steedae strain DSM 2580	NCBITaxon:153493						
kgmicrobe.strain:bacdive_10457	gtdb.genome:RS_GCF_000428785.1	gtdb	GTDB	gtdb.genome:RS_GCF_000428785.1		Scaffold	Conchiformibius kuhniae DSM 17694	NCBITaxon:1121351	accession	kgmicrobe.strain:DSM-17694	DSM 17694	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10457	img.taxon:2524023156	img	BACDIVE	bacdive:10457	66792	draft	Conchiformibius kuhniae DSM 17694	NCBITaxon:1121351						
kgmicrobe.strain:bacdive_10457	img.taxon:2524023156	img	GOLD	gold:Ga0002017			Conchiformibius kuhniae DSM 17694	NCBITaxon:1121351	AP IMG TAXON ID	kgmicrobe.strain:DSM-17694	DSM 17694	ORGANISM CULTURE COLLECTION ID	gold:Go0013684	gold:Gp0013684
kgmicrobe.strain:bacdive_10457	img.taxon:2524023156	img	GOLD	gold:Ga0002017			Conchiformibius kuhniae DSM 17694	NCBITaxon:1121351	AP IMG TAXON ID	kgmicrobe.strain:DSM-17694	DSM 17694	ORGANISM STRAIN	gold:Go0013684	gold:Gp0013684
kgmicrobe.strain:bacdive_10457	img.taxon:8146498333	img	GOLD	gold:Ga0689923			Conchiformibius kuhniae 17694	NCBITaxon:211502	AP IMG TAXON ID	kgmicrobe.strain:DSM-17694	DSM 17694	ORGANISM CULTURE COLLECTION ID	gold:Go0717584	gold:Gp0881227
kgmicrobe.strain:bacdive_10457	patric:1121351.3	patric	BACDIVE	bacdive:10457	66792	wgs	Conchiformibius kuhniae DSM 17694	NCBITaxon:1121351						
kgmicrobe.strain:bacdive_10458	gtdb.genome:RS_GCF_000158615.1	gtdb	GTDB	gtdb.genome:RS_GCF_000158615.1		Scaffold	Eikenella corrodens ATCC 23834	NCBITaxon:546274	accession	kgmicrobe.strain:ATCC-23834	ATCC 23834	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10458	img.taxon:2823405847	img	BACDIVE	bacdive:10458	66792	complete	Eikenella corrodens NCTC 10596	NCBITaxon:539						
kgmicrobe.strain:bacdive_10458	img.taxon:2823405847	img	GOLD	gold:Ga0226001			Eikenella corrodens NCTC 10596	NCBITaxon:539	AP IMG TAXON ID	kgmicrobe.strain:NCTC-10596	NCTC 10596	ORGANISM CULTURE COLLECTION ID	gold:Go0398311	gold:Gp0262782
kgmicrobe.strain:bacdive_10458	img.taxon:2823405847	img	GOLD	gold:Ga0226001			Eikenella corrodens NCTC 10596	NCBITaxon:539	AP IMG TAXON ID	kgmicrobe.strain:NCTC-10596	NCTC 10596	ORGANISM STRAIN	gold:Go0398311	gold:Gp0262782
kgmicrobe.strain:bacdive_10458	img.taxon:643886208	img	BACDIVE	bacdive:10458	66792	draft	Eikenella corrodens ATCC 23834	NCBITaxon:546274						
kgmicrobe.strain:bacdive_10458	img.taxon:643886208	img	GOLD	gold:Ga0028575			Eikenella corrodens ATCC 23834	NCBITaxon:546274	AP IMG TAXON ID	kgmicrobe.strain:ATCC-23834	ATCC 23834	ORGANISM CULTURE COLLECTION ID	gold:Go0003877	gold:Gp0003877
kgmicrobe.strain:bacdive_10458	img.taxon:643886208	img	GOLD	gold:Ga0028575			Eikenella corrodens ATCC 23834	NCBITaxon:546274	AP IMG TAXON ID	kgmicrobe.strain:ATCC-23834	ATCC 23834	ORGANISM STRAIN	gold:Go0003877	gold:Gp0003877
kgmicrobe.strain:bacdive_10458	img.taxon:8075264653	img	GOLD	gold:Ga0521981			Eikenella corrodens FDAARGOS_1474	NCBITaxon:539	AP IMG TAXON ID	kgmicrobe.strain:DSM-8340	DSM 8340	ORGANISM CULTURE COLLECTION ID	gold:Go0594531	gold:Gp0608476
kgmicrobe.strain:bacdive_10458	patric:539.195	patric	BACDIVE	bacdive:10458	66792	complete	Eikenella corrodens strain FDAARGOS_1474	NCBITaxon:539						
kgmicrobe.strain:bacdive_10458	patric:539.196	patric	BACDIVE	bacdive:10458	66792	complete	Eikenella corrodens strain FDAARGOS_1474	NCBITaxon:539						
kgmicrobe.strain:bacdive_10458	patric:539.197	patric	BACDIVE	bacdive:10458	66792	complete	Eikenella corrodens strain FDAARGOS_1474	NCBITaxon:539						
kgmicrobe.strain:bacdive_10458	patric:539.198	patric	BACDIVE	bacdive:10458	66792	complete	Eikenella corrodens strain FDAARGOS_1474	NCBITaxon:539						
kgmicrobe.strain:bacdive_10458	patric:539.20	patric	BACDIVE	bacdive:10458	66792	complete	Eikenella corrodens strain NCTC10596	NCBITaxon:539						
kgmicrobe.strain:bacdive_10458	patric:546274.4	patric	BACDIVE	bacdive:10458	66792	wgs	Eikenella corrodens ATCC 23834	NCBITaxon:546274						
kgmicrobe.strain:bacdive_10459	gtdb.genome:RS_GCF_900115065.1	gtdb	GTDB	gtdb.genome:RS_GCF_900115065.1		Contig	Formivibrio citricus	NCBITaxon:83765	accession	kgmicrobe.strain:DSM-6150	DSM 6150	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10459	img.taxon:2599185172	img	BACDIVE	bacdive:10459	66792	draft	Formivibrio citricus DSM 6150	NCBITaxon:83765						
kgmicrobe.strain:bacdive_10459	img.taxon:2599185172	img	GOLD	gold:Ga0056072			Formivibrio citricus DSM 6150	NCBITaxon:83765	AP IMG TAXON ID	kgmicrobe.strain:DSM-6150	DSM 6150	ORGANISM CULTURE COLLECTION ID	gold:Go0102898	gold:Gp0102898
kgmicrobe.strain:bacdive_10459	img.taxon:2599185172	img	GOLD	gold:Ga0056072			Formivibrio citricus DSM 6150	NCBITaxon:83765	AP IMG TAXON ID	kgmicrobe.strain:DSM-6150	DSM 6150	ORGANISM STRAIN	gold:Go0102898	gold:Gp0102898
kgmicrobe.strain:bacdive_10459	patric:83765.3	patric	BACDIVE	bacdive:10459	66792	wgs	Formivibrio citricus strain DSM 6150	NCBITaxon:83765						
kgmicrobe.strain:bacdive_10460	gtdb.genome:RS_GCF_004346505.1	gtdb	GTDB	gtdb.genome:RS_GCF_004346505.1		Scaffold	Iodobacter fluviatilis	NCBITaxon:537	accession	kgmicrobe.strain:DSM-3764	DSM 3764	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10460	img.taxon:2802428850	img	BACDIVE	bacdive:10460	66792	draft	Iodobacter fluviatilis DSM 3764	NCBITaxon:537						
kgmicrobe.strain:bacdive_10460	img.taxon:2802428850	img	GOLD	gold:Ga0310523			Iodobacter fluviatilis DSM 3764	NCBITaxon:537	AP IMG TAXON ID	kgmicrobe.strain:DSM-3764	DSM 3764	ORGANISM CULTURE COLLECTION ID	gold:Go0456413	gold:Gp0325737
kgmicrobe.strain:bacdive_10460	img.taxon:2802428850	img	GOLD	gold:Ga0310523			Iodobacter fluviatilis DSM 3764	NCBITaxon:537	AP IMG TAXON ID	kgmicrobe.strain:DSM-3764	DSM 3764	ORGANISM STRAIN	gold:Go0456413	gold:Gp0325737
kgmicrobe.strain:bacdive_10460	img.taxon:2831541896	img	BACDIVE	bacdive:10460	66792	draft	Iodobacter fluviatilis NCTC 11159	NCBITaxon:537						
kgmicrobe.strain:bacdive_10460	img.taxon:2831541896	img	GOLD	gold:Ga0350719			Iodobacter fluviatilis NCTC 11159	NCBITaxon:537	AP IMG TAXON ID	kgmicrobe.strain:NCTC-11159	NCTC 11159	ORGANISM CULTURE COLLECTION ID	gold:Go0500251	gold:Gp0384451
