gtdb_id	label	parent	genome_count
GTDB:s__Euzebya_sp041633535	s__Euzebya_sp041633535	GTDB:g__Euzebya	2
GTDB:s__Euzebya_sp051004735	s__Euzebya_sp051004735	GTDB:g__Euzebya	1
GTDB:s__Euzebya_sp964222135	s__Euzebya_sp964222135	GTDB:g__Euzebya	4
GTDB:s__Euzebya_tangerina	s__Euzebya_tangerina	GTDB:g__Euzebya	2
GTDB:s__Euzebyella_marina	s__Euzebyella_marina	GTDB:g__Euzebyella	14
GTDB:s__Euzebyella_saccharophila	s__Euzebyella_saccharophila	GTDB:g__Euzebyella	2
GTDB:s__Euzebyella_sp014349235	s__Euzebyella_sp014349235	GTDB:g__Euzebyella	1
GTDB:s__Evansella_alkalicola	s__Evansella_alkalicola	GTDB:g__Evansella	2
GTDB:s__Evansella_caseinilytica	s__Evansella_caseinilytica	GTDB:g__Evansella	1
GTDB:s__Evansella_cellulosilytica	s__Evansella_cellulosilytica	GTDB:g__Evansella	1
GTDB:s__Evansella_clarkii	s__Evansella_clarkii	GTDB:g__Evansella	2
GTDB:s__Evansella_sp021208645	s__Evansella_sp021208645	GTDB:g__Evansella	1
GTDB:s__Evansella_sp024362785	s__Evansella_sp024362785	GTDB:g__Evansella	1
GTDB:s__Evansella_sp029688925	s__Evansella_sp029688925	GTDB:g__Evansella	1
GTDB:s__Evansella_sp041820985	s__Evansella_sp041820985	GTDB:g__Evansella	1
GTDB:s__Evansella_tamaricis	s__Evansella_tamaricis	GTDB:g__Evansella	2
GTDB:s__Evansella_vedderi	s__Evansella_vedderi	GTDB:g__Evansella	1
GTDB:s__Evtepia_excrementipullorum	s__Evtepia_excrementipullorum	GTDB:g__Evtepia	47
GTDB:s__Evtepia_faecavium	s__Evtepia_faecavium	GTDB:g__Evtepia	6
GTDB:s__Evtepia_faecigallinarum	s__Evtepia_faecigallinarum	GTDB:g__Evtepia	4
GTDB:s__Evtepia_gabavorous	s__Evtepia_gabavorous	GTDB:g__Evtepia	85
GTDB:s__Evtepia_sp004551945	s__Evtepia_sp004551945	GTDB:g__Evtepia	13
GTDB:s__Evtepia_sp004554585	s__Evtepia_sp004554585	GTDB:g__Evtepia	7
GTDB:s__Evtepia_sp004556345	s__Evtepia_sp004556345	GTDB:g__Evtepia	57
GTDB:s__Evtepia_sp016295225	s__Evtepia_sp016295225	GTDB:g__Evtepia	4
GTDB:s__Evtepia_sp016296565	s__Evtepia_sp016296565	GTDB:g__Evtepia	2
GTDB:s__Evtepia_sp017435425	s__Evtepia_sp017435425	GTDB:g__Evtepia	2
GTDB:s__Evtepia_sp017502545	s__Evtepia_sp017502545	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp017547425	s__Evtepia_sp017547425	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp017560855	s__Evtepia_sp017560855	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp017861415	s__Evtepia_sp017861415	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp020025735	s__Evtepia_sp020025735	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp021442645	s__Evtepia_sp021442645	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp022764045	s__Evtepia_sp022764045	GTDB:g__Evtepia	4
GTDB:s__Evtepia_sp022792035	s__Evtepia_sp022792035	GTDB:g__Evtepia	4
GTDB:s__Evtepia_sp029256465	s__Evtepia_sp029256465	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp030535235	s__Evtepia_sp030535235	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp030625685	s__Evtepia_sp030625685	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp031553635	s__Evtepia_sp031553635	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp034090835	s__Evtepia_sp034090835	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp036654315	s__Evtepia_sp036654315	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp040768225	s__Evtepia_sp040768225	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp041830595	s__Evtepia_sp041830595	GTDB:g__Evtepia	3
GTDB:s__Evtepia_sp048184675	s__Evtepia_sp048184675	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp900758955	s__Evtepia_sp900758955	GTDB:g__Evtepia	2
GTDB:s__Evtepia_sp902781745	s__Evtepia_sp902781745	GTDB:g__Evtepia	11
GTDB:s__Evtepia_sp910578575	s__Evtepia_sp910578575	GTDB:g__Evtepia	7
GTDB:s__Evtepia_sp910584805	s__Evtepia_sp910584805	GTDB:g__Evtepia	33
GTDB:s__Evtepia_sp934567745	s__Evtepia_sp934567745	GTDB:g__Evtepia	3
GTDB:s__Evtepia_sp934572535	s__Evtepia_sp934572535	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp934597725	s__Evtepia_sp934597725	GTDB:g__Evtepia	4
GTDB:s__Evtepia_sp963606215	s__Evtepia_sp963606215	GTDB:g__Evtepia	2
GTDB:s__Evtepia_sp964401525	s__Evtepia_sp964401525	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp964420085	s__Evtepia_sp964420085	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp964453275	s__Evtepia_sp964453275	GTDB:g__Evtepia	1
GTDB:s__Evtepia_sp964611025	s__Evtepia_sp964611025	GTDB:g__Evtepia	1
GTDB:s__Evtepia_viridis	s__Evtepia_viridis	GTDB:g__Evtepia	1
GTDB:s__Ewingella_allii	s__Ewingella_allii	GTDB:g__Ewingella	5
GTDB:s__Ewingella_americana	s__Ewingella_americana	GTDB:g__Ewingella	11
GTDB:s__Ewingella_americana_A	s__Ewingella_americana_A	GTDB:g__Ewingella	1
GTDB:s__Ewingella_psychrotolerans	s__Ewingella_psychrotolerans	GTDB:g__Ewingella	1
GTDB:s__Ewingella_sp003864575	s__Ewingella_sp003864575	GTDB:g__Ewingella	1
GTDB:s__Ewingella_sp049889095	s__Ewingella_sp049889095	GTDB:g__Ewingella	1
GTDB:s__Ewingella_sp946478305	s__Ewingella_sp946478305	GTDB:g__Ewingella	1
GTDB:s__Ewingella_sp963519305	s__Ewingella_sp963519305	GTDB:g__Ewingella	1
GTDB:s__Excrementavichristensenella_intestinipullorum	s__Excrementavichristensenella_intestinipullorum	GTDB:g__Excrementavichristensenella	4
GTDB:s__Excrementavichristensenella_sp012520375	s__Excrementavichristensenella_sp012520375	GTDB:g__Excrementavichristensenella	5
GTDB:s__Exercitatus_langaaensis	s__Exercitatus_langaaensis	GTDB:g__Exercitatus	1
GTDB:s__Exercitatus_porcinus	s__Exercitatus_porcinus	GTDB:g__Exercitatus	12
GTDB:s__Exercitatus_rossii	s__Exercitatus_rossii	GTDB:g__Exercitatus	8
GTDB:s__Exercitatus_sp945915845	s__Exercitatus_sp945915845	GTDB:g__Exercitatus	1
GTDB:s__Exercitatus_sp963539805	s__Exercitatus_sp963539805	GTDB:g__Exercitatus	1
GTDB:s__Exercitatus_succinogenes	s__Exercitatus_succinogenes	GTDB:g__Exercitatus	2
GTDB:s__Exercitatus_varius	s__Exercitatus_varius	GTDB:g__Exercitatus	16
GTDB:s__Exiguobacterium_A_abrahamii	s__Exiguobacterium_A_abrahamii	GTDB:g__Exiguobacterium_A	21
GTDB:s__Exiguobacterium_A_acetylicum	s__Exiguobacterium_A_acetylicum	GTDB:g__Exiguobacterium_A	14
GTDB:s__Exiguobacterium_A_acetylicum_B	s__Exiguobacterium_A_acetylicum_B	GTDB:g__Exiguobacterium_A	3
GTDB:s__Exiguobacterium_A_antarcticum	s__Exiguobacterium_A_antarcticum	GTDB:g__Exiguobacterium_A	6
GTDB:s__Exiguobacterium_A_artemiae	s__Exiguobacterium_A_artemiae	GTDB:g__Exiguobacterium_A	8
GTDB:s__Exiguobacterium_A_artemiae_A	s__Exiguobacterium_A_artemiae_A	GTDB:g__Exiguobacterium_A	1
GTDB:s__Exiguobacterium_A_flavidum	s__Exiguobacterium_A_flavidum	GTDB:g__Exiguobacterium_A	1
GTDB:s__Exiguobacterium_A_indicum	s__Exiguobacterium_A_indicum	GTDB:g__Exiguobacterium_A	21
GTDB:s__Exiguobacterium_A_oxidotolerans	s__Exiguobacterium_A_oxidotolerans	GTDB:g__Exiguobacterium_A	19
GTDB:s__Exiguobacterium_A_sibiricum_A	s__Exiguobacterium_A_sibiricum_A	GTDB:g__Exiguobacterium_A	4
GTDB:s__Exiguobacterium_A_sp001275385	s__Exiguobacterium_A_sp001275385	GTDB:g__Exiguobacterium_A	1
GTDB:s__Exiguobacterium_A_sp001423965	s__Exiguobacterium_A_sp001423965	GTDB:g__Exiguobacterium_A	39
GTDB:s__Exiguobacterium_A_sp001870785	s__Exiguobacterium_A_sp001870785	GTDB:g__Exiguobacterium_A	1
GTDB:s__Exiguobacterium_A_sp003339585	s__Exiguobacterium_A_sp003339585	GTDB:g__Exiguobacterium_A	2
GTDB:s__Exiguobacterium_A_sp004339505	s__Exiguobacterium_A_sp004339505	GTDB:g__Exiguobacterium_A	3
GTDB:s__Exiguobacterium_A_sp018618755	s__Exiguobacterium_A_sp018618755	GTDB:g__Exiguobacterium_A	1
GTDB:s__Exiguobacterium_A_sp038006045	s__Exiguobacterium_A_sp038006045	GTDB:g__Exiguobacterium_A	2
GTDB:s__Exiguobacterium_A_sp050846835	s__Exiguobacterium_A_sp050846835	GTDB:g__Exiguobacterium_A	1
GTDB:s__Exiguobacterium_A_sp902363455	s__Exiguobacterium_A_sp902363455	GTDB:g__Exiguobacterium_A	3
GTDB:s__Exiguobacterium_A_sp913775715	s__Exiguobacterium_A_sp913775715	GTDB:g__Exiguobacterium_A	6
GTDB:s__Exiguobacterium_A_undae	s__Exiguobacterium_A_undae	GTDB:g__Exiguobacterium_A	7
GTDB:s__Exiguobacterium_aestuarii	s__Exiguobacterium_aestuarii	GTDB:g__Exiguobacterium	10
GTDB:s__Exiguobacterium_aestuarii_A	s__Exiguobacterium_aestuarii_A	GTDB:g__Exiguobacterium	12
GTDB:s__Exiguobacterium_algae	s__Exiguobacterium_algae	GTDB:g__Exiguobacterium	1
GTDB:s__Exiguobacterium_alkaliphilum	s__Exiguobacterium_alkaliphilum	GTDB:g__Exiguobacterium	9
GTDB:s__Exiguobacterium_aurantiacum	s__Exiguobacterium_aurantiacum	GTDB:g__Exiguobacterium	4
GTDB:s__Exiguobacterium_aurantiacum_A	s__Exiguobacterium_aurantiacum_A	GTDB:g__Exiguobacterium	17
GTDB:s__Exiguobacterium_aurantiacum_B	s__Exiguobacterium_aurantiacum_B	GTDB:g__Exiguobacterium	1
GTDB:s__Exiguobacterium_chiriqhucha	s__Exiguobacterium_chiriqhucha	GTDB:g__Exiguobacterium	28
GTDB:s__Exiguobacterium_himgiriensis	s__Exiguobacterium_himgiriensis	GTDB:g__Exiguobacterium	2
GTDB:s__Exiguobacterium_marinum	s__Exiguobacterium_marinum	GTDB:g__Exiguobacterium	12
GTDB:s__Exiguobacterium_mexicanum	s__Exiguobacterium_mexicanum	GTDB:g__Exiguobacterium	3
GTDB:s__Exiguobacterium_mexicanum_A	s__Exiguobacterium_mexicanum_A	GTDB:g__Exiguobacterium	22
GTDB:s__Exiguobacterium_profundum	s__Exiguobacterium_profundum	GTDB:g__Exiguobacterium	24
GTDB:s__Exiguobacterium_qingdaonense	s__Exiguobacterium_qingdaonense	GTDB:g__Exiguobacterium	1
GTDB:s__Exiguobacterium_sp003331145	s__Exiguobacterium_sp003331145	GTDB:g__Exiguobacterium	1
GTDB:s__Exiguobacterium_sp003467445	s__Exiguobacterium_sp003467445	GTDB:g__Exiguobacterium	2
GTDB:s__Exiguobacterium_sp004336985	s__Exiguobacterium_sp004336985	GTDB:g__Exiguobacterium	2
GTDB:s__Exiguobacterium_sp018617385	s__Exiguobacterium_sp018617385	GTDB:g__Exiguobacterium	26
GTDB:s__Exiguobacterium_sp018617395	s__Exiguobacterium_sp018617395	GTDB:g__Exiguobacterium	3
GTDB:s__Exiguobacterium_sp018618415	s__Exiguobacterium_sp018618415	GTDB:g__Exiguobacterium	2
GTDB:s__Exiguobacterium_sp020832205	s__Exiguobacterium_sp020832205	GTDB:g__Exiguobacterium	2
GTDB:s__Exiguobacterium_sp902362975	s__Exiguobacterium_sp902362975	GTDB:g__Exiguobacterium	1
GTDB:s__Exilibacterium_sp028280195	s__Exilibacterium_sp028280195	GTDB:g__Exilibacterium	1
GTDB:s__Exilibacterium_tricleocarpae	s__Exilibacterium_tricleocarpae	GTDB:g__Exilibacterium	1
GTDB:s__Exilispira_sp012517545	s__Exilispira_sp012517545	GTDB:g__Exilispira	7
GTDB:s__Exilispira_sp012797605	s__Exilispira_sp012797605	GTDB:g__Exilispira	2
GTDB:s__Exilispira_sp020722965	s__Exilispira_sp020722965	GTDB:g__Exilispira	1
GTDB:s__Exilispira_sp035385485	s__Exilispira_sp035385485	GTDB:g__Exilispira	2
GTDB:s__Exilispira_sp046291015	s__Exilispira_sp046291015	GTDB:g__Exilispira	1
GTDB:s__Exilispira_sp964454835	s__Exilispira_sp964454835	GTDB:g__Exilispira	1
GTDB:s__Exilispira_sp964581895	s__Exilispira_sp964581895	GTDB:g__Exilispira	1
GTDB:s__Exobacillus_caeni	s__Exobacillus_caeni	GTDB:g__Exobacillus	1
GTDB:s__Extensimonas_perlucida	s__Extensimonas_perlucida	GTDB:g__Extensimonas	6
GTDB:s__Extensimonas_soli	s__Extensimonas_soli	GTDB:g__Extensimonas	1
GTDB:s__Extensimonas_sp963708545	s__Extensimonas_sp963708545	GTDB:g__Extensimonas	1
GTDB:s__Extensimonas_vulgaris	s__Extensimonas_vulgaris	GTDB:g__Extensimonas	3
GTDB:s__Extibacter_hylemonae	s__Extibacter_hylemonae	GTDB:g__Extibacter	9
GTDB:s__Extibacter_muris	s__Extibacter_muris	GTDB:g__Extibacter	7
GTDB:s__Extibacter_sp001185345	s__Extibacter_sp001185345	GTDB:g__Extibacter	2
GTDB:s__Extibacter_sp017566055	s__Extibacter_sp017566055	GTDB:g__Extibacter	6
GTDB:s__Ezakiella_coagulans	s__Ezakiella_coagulans	GTDB:g__Ezakiella	12
GTDB:s__Ezakiella_massiliensis	s__Ezakiella_massiliensis	GTDB:g__Ezakiella	4
GTDB:s__Ezakiella_peruensis	s__Ezakiella_peruensis	GTDB:g__Ezakiella	1
GTDB:s__Ezakiella_sp022766605	s__Ezakiella_sp022766605	GTDB:g__Ezakiella	4
GTDB:s__Ezakiella_sp022778715	s__Ezakiella_sp022778715	GTDB:g__Ezakiella	3
GTDB:s__Ezakiella_sp030537875	s__Ezakiella_sp030537875	GTDB:g__Ezakiella	1
GTDB:s__Ezakiella_sp900540185	s__Ezakiella_sp900540185	GTDB:g__Ezakiella	7
GTDB:s__Ezakiella_sp902488465	s__Ezakiella_sp902488465	GTDB:g__Ezakiella	1
GTDB:s__Ezakiella_sp943913045	s__Ezakiella_sp943913045	GTDB:g__Ezakiella	1
GTDB:s__Ezakiella_sp947293975	s__Ezakiella_sp947293975	GTDB:g__Ezakiella	3
GTDB:s__F-183_sp016865505	s__F-183_sp016865505	GTDB:g__F-183	1
GTDB:s__F-183_sp018268875	s__F-183_sp018268875	GTDB:g__F-183	1
GTDB:s__F-183_sp036502165	s__F-183_sp036502165	GTDB:g__F-183	1
GTDB:s__F-183_sp964500255	s__F-183_sp964500255	GTDB:g__F-183	1
GTDB:s__F-183_sp964627455	s__F-183_sp964627455	GTDB:g__F-183	1
GTDB:s__F0058_sp000163695	s__F0058_sp000163695	GTDB:g__F0058	15
GTDB:s__F0058_sp000768855	s__F0058_sp000768855	GTDB:g__F0058	2
GTDB:s__F0058_sp031260925	s__F0058_sp031260925	GTDB:g__F0058	1
GTDB:s__F0058_sp031270065	s__F0058_sp031270065	GTDB:g__F0058	1
GTDB:s__F0058_sp031270565	s__F0058_sp031270565	GTDB:g__F0058	1
GTDB:s__F0058_sp031290375	s__F0058_sp031290375	GTDB:g__F0058	1
GTDB:s__F0058_sp041814825	s__F0058_sp041814825	GTDB:g__F0058	6
GTDB:s__F0058_sp905372135	s__F0058_sp905372135	GTDB:g__F0058	2
GTDB:s__F0058_sp905372605	s__F0058_sp905372605	GTDB:g__F0058	13
GTDB:s__F0058_sp964345905	s__F0058_sp964345905	GTDB:g__F0058	1
GTDB:s__F0422_sp001553345	s__F0422_sp001553345	GTDB:g__F0422	16
GTDB:s__F0422_sp003992005	s__F0422_sp003992005	GTDB:g__F0422	1
GTDB:s__F0422_sp003992015	s__F0422_sp003992015	GTDB:g__F0422	4
GTDB:s__F0422_sp003992055	s__F0422_sp003992055	GTDB:g__F0422	2
GTDB:s__F0422_sp003992135	s__F0422_sp003992135	GTDB:g__F0422	2
GTDB:s__F0422_sp003992255	s__F0422_sp003992255	GTDB:g__F0422	2
GTDB:s__F0422_sp003992315	s__F0422_sp003992315	GTDB:g__F0422	2
GTDB:s__F0422_sp003999875	s__F0422_sp003999875	GTDB:g__F0422	4
GTDB:s__F0422_sp900544365	s__F0422_sp900544365	GTDB:g__F0422	4
GTDB:s__F0422_sp900766245	s__F0422_sp900766245	GTDB:g__F0422	4
GTDB:s__F0422_sp916438745	s__F0422_sp916438745	GTDB:g__F0422	3
GTDB:s__F0422_sp937930265	s__F0422_sp937930265	GTDB:g__F0422	1
GTDB:s__F0422_sp963515865	s__F0422_sp963515865	GTDB:g__F0422	5
GTDB:s__F0422_sp963516605	s__F0422_sp963516605	GTDB:g__F0422	1
GTDB:s__F0422_sp963518085	s__F0422_sp963518085	GTDB:g__F0422	1
GTDB:s__F0422_sp963518505	s__F0422_sp963518505	GTDB:g__F0422	1
GTDB:s__F0422_sp963518725	s__F0422_sp963518725	GTDB:g__F0422	1
GTDB:s__F0422_sp963521235	s__F0422_sp963521235	GTDB:g__F0422	1
GTDB:s__F0422_sp963522415	s__F0422_sp963522415	GTDB:g__F0422	1
GTDB:s__F0422_sp963523985	s__F0422_sp963523985	GTDB:g__F0422	1
GTDB:s__F0422_sp963526885	s__F0422_sp963526885	GTDB:g__F0422	1
GTDB:s__F0422_sp963533015	s__F0422_sp963533015	GTDB:g__F0422	2
GTDB:s__F0422_sp963544145	s__F0422_sp963544145	GTDB:g__F0422	1
GTDB:s__F0422_sp963545165	s__F0422_sp963545165	GTDB:g__F0422	1
GTDB:s__F0422_sp963545445	s__F0422_sp963545445	GTDB:g__F0422	1
GTDB:s__F0422_sp963554425	s__F0422_sp963554425	GTDB:g__F0422	1
GTDB:s__F0428_sp003043955	s__F0428_sp003043955	GTDB:g__F0428	20
GTDB:s__F1-120-MAGs023_sp005773635	s__F1-120-MAGs023_sp005773635	GTDB:g__F1-120-MAGs023	3
GTDB:s__F1-120-MAGs023_sp025360585	s__F1-120-MAGs023_sp025360585	GTDB:g__F1-120-MAGs023	1
GTDB:s__F1-120-MAGs023_sp038228615	s__F1-120-MAGs023_sp038228615	GTDB:g__F1-120-MAGs023	1
GTDB:s__F1-120-MAGs118_sp013360535	s__F1-120-MAGs118_sp013360535	GTDB:g__F1-120-MAGs118	2
GTDB:s__F1-120-MAGs118_sp016872715	s__F1-120-MAGs118_sp016872715	GTDB:g__F1-120-MAGs118	1
GTDB:s__F1-120-MAGs118_sp016872795	s__F1-120-MAGs118_sp016872795	GTDB:g__F1-120-MAGs118	1
GTDB:s__F1-120-MAGs118_sp020853575	s__F1-120-MAGs118_sp020853575	GTDB:g__F1-120-MAGs118	1
GTDB:s__F1-120-MAGs118_sp026692705	s__F1-120-MAGs118_sp026692705	GTDB:g__F1-120-MAGs118	1
GTDB:s__F1-120-MAGs118_sp044355055	s__F1-120-MAGs118_sp044355055	GTDB:g__F1-120-MAGs118	1
GTDB:s__F1-120-MAGs118_sp903892045	s__F1-120-MAGs118_sp903892045	GTDB:g__F1-120-MAGs118	4
GTDB:s__F1-120-MAGs118_sp903928115	s__F1-120-MAGs118_sp903928115	GTDB:g__F1-120-MAGs118	3
GTDB:s__F1-120-MAGs170_sp005777315	s__F1-120-MAGs170_sp005777315	GTDB:g__F1-120-MAGs170	3
GTDB:s__F1-120-MAGs170_sp009695275	s__F1-120-MAGs170_sp009695275	GTDB:g__F1-120-MAGs170	1
GTDB:s__F1-120-MAGs238_sp018968885	s__F1-120-MAGs238_sp018968885	GTDB:g__F1-120-MAGs238	1
GTDB:s__F1-120-MAGs238_sp964441555	s__F1-120-MAGs238_sp964441555	GTDB:g__F1-120-MAGs238	1
GTDB:s__F1-120-MAGs238_sp964484185	s__F1-120-MAGs238_sp964484185	GTDB:g__F1-120-MAGs238	1
GTDB:s__F1-140-MAGs086_sp005792205	s__F1-140-MAGs086_sp005792205	GTDB:g__F1-140-MAGs086	1
GTDB:s__F1-140-MAGs142_sp003671055	s__F1-140-MAGs142_sp003671055	GTDB:g__F1-140-MAGs142	10
GTDB:s__F1-140-MAGs142_sp005790565	s__F1-140-MAGs142_sp005790565	GTDB:g__F1-140-MAGs142	4
GTDB:s__F1-140-MAGs142_sp005790605	s__F1-140-MAGs142_sp005790605	GTDB:g__F1-140-MAGs142	2
GTDB:s__F1-140-MAGs142_sp009691805	s__F1-140-MAGs142_sp009691805	GTDB:g__F1-140-MAGs142	1
GTDB:s__F1-20-MAGs016_sp005791575	s__F1-20-MAGs016_sp005791575	GTDB:g__F1-20-MAGs016	3
GTDB:s__F1-20-MAGs016_sp009924545	s__F1-20-MAGs016_sp009924545	GTDB:g__F1-20-MAGs016	1
GTDB:s__F1-20-MAGs016_sp016872555	s__F1-20-MAGs016_sp016872555	GTDB:g__F1-20-MAGs016	2
GTDB:s__F1-20-MAGs016_sp018970785	s__F1-20-MAGs016_sp018970785	GTDB:g__F1-20-MAGs016	1
GTDB:s__F1-20-MAGs016_sp046086245	s__F1-20-MAGs016_sp046086245	GTDB:g__F1-20-MAGs016	1
GTDB:s__F1-20-MAGs119_sp005787785	s__F1-20-MAGs119_sp005787785	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp009711295	s__F1-20-MAGs119_sp009711295	GTDB:g__F1-20-MAGs119	5
GTDB:s__F1-20-MAGs119_sp009919275	s__F1-20-MAGs119_sp009919275	GTDB:g__F1-20-MAGs119	2
GTDB:s__F1-20-MAGs119_sp013205145	s__F1-20-MAGs119_sp013205145	GTDB:g__F1-20-MAGs119	2
GTDB:s__F1-20-MAGs119_sp016870865	s__F1-20-MAGs119_sp016870865	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp018970175	s__F1-20-MAGs119_sp018970175	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp026393585	s__F1-20-MAGs119_sp026393585	GTDB:g__F1-20-MAGs119	2
GTDB:s__F1-20-MAGs119_sp030726975	s__F1-20-MAGs119_sp030726975	GTDB:g__F1-20-MAGs119	3
GTDB:s__F1-20-MAGs119_sp030830415	s__F1-20-MAGs119_sp030830415	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp036735765	s__F1-20-MAGs119_sp036735765	GTDB:g__F1-20-MAGs119	3
GTDB:s__F1-20-MAGs119_sp037133935	s__F1-20-MAGs119_sp037133935	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp040401695	s__F1-20-MAGs119_sp040401695	GTDB:g__F1-20-MAGs119	2
GTDB:s__F1-20-MAGs119_sp041159045	s__F1-20-MAGs119_sp041159045	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp041164425	s__F1-20-MAGs119_sp041164425	GTDB:g__F1-20-MAGs119	2
GTDB:s__F1-20-MAGs119_sp044358465	s__F1-20-MAGs119_sp044358465	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp044376595	s__F1-20-MAGs119_sp044376595	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp046082705	s__F1-20-MAGs119_sp046082705	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp903858075	s__F1-20-MAGs119_sp903858075	GTDB:g__F1-20-MAGs119	3
GTDB:s__F1-20-MAGs119_sp945869715	s__F1-20-MAGs119_sp945869715	GTDB:g__F1-20-MAGs119	2
GTDB:s__F1-20-MAGs119_sp945886445	s__F1-20-MAGs119_sp945886445	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp947450115	s__F1-20-MAGs119_sp947450115	GTDB:g__F1-20-MAGs119	2
GTDB:s__F1-20-MAGs119_sp964343885	s__F1-20-MAGs119_sp964343885	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp964344425	s__F1-20-MAGs119_sp964344425	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp964556145	s__F1-20-MAGs119_sp964556145	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-20-MAGs119_sp964629075	s__F1-20-MAGs119_sp964629075	GTDB:g__F1-20-MAGs119	1
GTDB:s__F1-60-MAGs027_sp005793215	s__F1-60-MAGs027_sp005793215	GTDB:g__F1-60-MAGs027	15
GTDB:s__F1-60-MAGs027_sp005793785	s__F1-60-MAGs027_sp005793785	GTDB:g__F1-60-MAGs027	4
GTDB:s__F1-60-MAGs027_sp005800965	s__F1-60-MAGs027_sp005800965	GTDB:g__F1-60-MAGs027	1
GTDB:s__F1-60-MAGs027_sp009926705	s__F1-60-MAGs027_sp009926705	GTDB:g__F1-60-MAGs027	4
GTDB:s__F1-60-MAGs027_sp009927665	s__F1-60-MAGs027_sp009927665	GTDB:g__F1-60-MAGs027	9
GTDB:s__F1-60-MAGs027_sp010025655	s__F1-60-MAGs027_sp010025655	GTDB:g__F1-60-MAGs027	32
GTDB:s__F1-60-MAGs027_sp016463775	s__F1-60-MAGs027_sp016463775	GTDB:g__F1-60-MAGs027	3
GTDB:s__F1-60-MAGs027_sp016870295	s__F1-60-MAGs027_sp016870295	GTDB:g__F1-60-MAGs027	1
GTDB:s__F1-60-MAGs027_sp017853375	s__F1-60-MAGs027_sp017853375	GTDB:g__F1-60-MAGs027	6
GTDB:s__F1-60-MAGs027_sp017856115	s__F1-60-MAGs027_sp017856115	GTDB:g__F1-60-MAGs027	61
GTDB:s__F1-60-MAGs027_sp023262255	s__F1-60-MAGs027_sp023262255	GTDB:g__F1-60-MAGs027	2
GTDB:s__F1-60-MAGs027_sp030728545	s__F1-60-MAGs027_sp030728545	GTDB:g__F1-60-MAGs027	4
GTDB:s__F1-60-MAGs027_sp036771295	s__F1-60-MAGs027_sp036771295	GTDB:g__F1-60-MAGs027	1
GTDB:s__F1-60-MAGs027_sp038146945	s__F1-60-MAGs027_sp038146945	GTDB:g__F1-60-MAGs027	2
GTDB:s__F1-60-MAGs027_sp040401775	s__F1-60-MAGs027_sp040401775	GTDB:g__F1-60-MAGs027	2
GTDB:s__F1-60-MAGs027_sp040401815	s__F1-60-MAGs027_sp040401815	GTDB:g__F1-60-MAGs027	4
GTDB:s__F1-60-MAGs027_sp041175765	s__F1-60-MAGs027_sp041175765	GTDB:g__F1-60-MAGs027	1
GTDB:s__F1-60-MAGs027_sp041180605	s__F1-60-MAGs027_sp041180605	GTDB:g__F1-60-MAGs027	1
GTDB:s__F1-60-MAGs027_sp044238425	s__F1-60-MAGs027_sp044238425	GTDB:g__F1-60-MAGs027	1
GTDB:s__F1-60-MAGs027_sp044340075	s__F1-60-MAGs027_sp044340075	GTDB:g__F1-60-MAGs027	1
GTDB:s__F1-60-MAGs027_sp044344715	s__F1-60-MAGs027_sp044344715	GTDB:g__F1-60-MAGs027	1
GTDB:s__F1-60-MAGs027_sp044351505	s__F1-60-MAGs027_sp044351505	GTDB:g__F1-60-MAGs027	1
GTDB:s__F1-60-MAGs027_sp046074785	s__F1-60-MAGs027_sp046074785	GTDB:g__F1-60-MAGs027	1
