strain_id	assembly_id	source	source_id	source_reference_id	assembly_level	assembly_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id
kgmicrobe.strain:bacdive_160579	ncbi.assembly:GCF_024979295.1	GTDB	gtdb.genome:RS_GCF_024979295.1		Scaffold	ASM2497929v1	NCBITaxon:2970914	accession	kgmicrobe.strain:CPCC-203386	CPCC 203386	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_009811635	BACDIVE	bacdive:16058	67770	contig	Streptomyces tubercidicus NBRC 13090	NCBITaxon:47759						
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_009811635.1	GOLD	gold:Ga0487990			Streptomyces tubercidicus NBRC 13090	NCBITaxon:47759	AP GENBANK.assemblyAccession	kgmicrobe.strain:NBRC-13090	NBRC 13090	ORGANISM CULTURE COLLECTION ID	gold:Go0576682	gold:Gp0551466
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_009811635.1	GOLD	gold:Ga0487990			Streptomyces tubercidicus NBRC 13090	NCBITaxon:47759	AP GENBANK.assemblyAccession	kgmicrobe.strain:NBRC-13090	NBRC 13090	ORGANISM STRAIN	gold:Go0576682	gold:Gp0551466
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_009811635.1	GTDB	gtdb.genome:RS_GCF_009811635.1		Contig	ASM981163v1	NCBITaxon:47759	ncbi_genbank_assembly_accession	kgmicrobe.strain:NBRC-13090	NBRC 13090	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_027497495	BACDIVE	bacdive:16058	66792	complete	Streptomyces tubercidicus DSM 40261	NCBITaxon:47759						
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_027497495.1	GOLD	gold:Ga0667660			Streptomyces tubercidicus DSM 40261	NCBITaxon:47759	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-40261	DSM 40261	ORGANISM CULTURE COLLECTION ID	gold:Go0028868	gold:Gp0817992
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_027497495.1	GOLD	gold:Ga0667660			Streptomyces tubercidicus DSM 40261	NCBITaxon:47759	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-40261	DSM 40261	ORGANISM STRAIN	gold:Go0028868	gold:Gp0817992
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_027497495.1	GTDB	gtdb.genome:RS_GCF_027497495.1		Complete Genome	ASM2749749v1	NCBITaxon:47759	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-40261	DSM 40261	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_039532645.1	GOLD	gold:Ga0681993			Streptomyces tubercidicus JCM 4054	NCBITaxon:47759	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-4054	JCM 4054	ORGANISM CULTURE COLLECTION ID	gold:Go0602670	gold:Gp0854902
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_039532645.1	GOLD	gold:Ga0681993			Streptomyces tubercidicus JCM 4054	NCBITaxon:47759	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-4054	JCM 4054	ORGANISM STRAIN	gold:Go0602670	gold:Gp0854902
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_039532645.1	GTDB	gtdb.genome:GB_GCA_039532645.1		Contig	ASM3953264v1	NCBITaxon:47759	accession	kgmicrobe.strain:JCM-4054	JCM 4054	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCA_039532645.1	GTDB	gtdb.genome:GB_GCA_039532645.1		Contig	ASM3953264v1	NCBITaxon:47759	ncbi_genbank_assembly_accession	kgmicrobe.strain:JCM-4054	JCM 4054	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCF_009811635.1	GTDB	gtdb.genome:RS_GCF_009811635.1		Contig	ASM981163v1	NCBITaxon:47759	accession	kgmicrobe.strain:NBRC-13090	NBRC 13090	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16058	ncbi.assembly:GCF_027497495.1	GTDB	gtdb.genome:RS_GCF_027497495.1		Complete Genome	ASM2749749v1	NCBITaxon:47759	accession	kgmicrobe.strain:DSM-40261	DSM 40261	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160580	ncbi.assembly:GCA_024979275.1	GOLD	gold:Ga0682256			Herbiconiux oxytropis CPCC 203406	NCBITaxon:2970915	AP GENBANK.assemblyAccession	kgmicrobe.strain:CPCC-203406	CPCC 203406	ORGANISM STRAIN	gold:Go0712243	gold:Gp0855165
kgmicrobe.strain:bacdive_160580	ncbi.assembly:GCA_024979275.1	GTDB	gtdb.genome:RS_GCF_024979275.1		Contig	ASM2497927v1	NCBITaxon:2970915	ncbi_genbank_assembly_accession	kgmicrobe.strain:CPCC-203406	CPCC 203406	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160580	ncbi.assembly:GCF_024979275.1	GTDB	gtdb.genome:RS_GCF_024979275.1		Contig	ASM2497927v1	NCBITaxon:2970915	accession	kgmicrobe.strain:CPCC-203406	CPCC 203406	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160592	ncbi.assembly:GCA_002847305	BACDIVE	bacdive:160592	68004	complete	Paracoccus tegillarcae BM15	NCBITaxon:1529068						
kgmicrobe.strain:bacdive_160599	ncbi.assembly:GCA_008868005	BACDIVE	bacdive:160599	66792	contig	Microbacterium algeriense G1	NCBITaxon:2615184						
kgmicrobe.strain:bacdive_1606	ncbi.assembly:GCA_000613385	BACDIVE	bacdive:1606	67770	contig	Bacteroides acidifaciens JCM 10556	NCBITaxon:1235814						
kgmicrobe.strain:bacdive_1606	ncbi.assembly:GCA_000613385.1	GOLD	gold:Ga0032055			Bacteroides acidifaciens JCM 10556	NCBITaxon:1235814	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-10556	JCM 10556	ORGANISM CULTURE COLLECTION ID	gold:Go0024948	gold:Gp0024948
kgmicrobe.strain:bacdive_1606	ncbi.assembly:GCA_000613385.1	GOLD	gold:Ga0032055			Bacteroides acidifaciens JCM 10556	NCBITaxon:1235814	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-10556	JCM 10556	ORGANISM STRAIN	gold:Go0024948	gold:Gp0024948
kgmicrobe.strain:bacdive_1606	ncbi.assembly:GCA_000613385.1	GTDB	gtdb.genome:GB_GCA_000613385.1		Contig	ASM61338v1	NCBITaxon:1235814	accession	kgmicrobe.strain:JCM-10556	JCM 10556	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1606	ncbi.assembly:GCA_000613385.1	GTDB	gtdb.genome:GB_GCA_000613385.1		Contig	ASM61338v1	NCBITaxon:1235814	ncbi_genbank_assembly_accession	kgmicrobe.strain:JCM-10556	JCM 10556	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1606	ncbi.assembly:GCA_024623065	BACDIVE	bacdive:1606	66792	contig	Bacteroides acidifaciens DSM 15896	NCBITaxon:85831						
kgmicrobe.strain:bacdive_1606	ncbi.assembly:GCA_024623065.1	GOLD	gold:Ga0595243			Bacteroides acidifaciens DSM 15896	NCBITaxon:85831	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-15896	DSM 15896	ORGANISM CULTURE COLLECTION ID	gold:Go0627254	gold:Gp0703263
kgmicrobe.strain:bacdive_1606	ncbi.assembly:GCA_024623065.1	GOLD	gold:Ga0595243			Bacteroides acidifaciens DSM 15896	NCBITaxon:85831	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-15896	DSM 15896	ORGANISM STRAIN	gold:Go0627254	gold:Gp0703263
kgmicrobe.strain:bacdive_1606	ncbi.assembly:GCA_024623065.1	GTDB	gtdb.genome:RS_GCF_024623065.1		Contig	ASM2462306v1	NCBITaxon:85831	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-15896	DSM 15896	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1606	ncbi.assembly:GCF_024623065.1	GTDB	gtdb.genome:RS_GCF_024623065.1		Contig	ASM2462306v1	NCBITaxon:85831	accession	kgmicrobe.strain:DSM-15896	DSM 15896	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160601	ncbi.assembly:GCA_001753245	BACDIVE	bacdive:160601	66792	complete	Acidihalobacter yilgarnensis F5	NCBITaxon:2819280						
kgmicrobe.strain:bacdive_160609	ncbi.assembly:GCA_014982965	BACDIVE	bacdive:160609	66792	contig	Phocaeicola dorei DSM 108974	NCBITaxon:357276						
kgmicrobe.strain:bacdive_160609	ncbi.assembly:GCA_014982965.1	GTDB	gtdb.genome:RS_GCF_014982965.1		Contig	ASM1498296v1	NCBITaxon:357276	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-108974	DSM 108974	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160609	ncbi.assembly:GCF_014982965.1	GTDB	gtdb.genome:RS_GCF_014982965.1		Contig	ASM1498296v1	NCBITaxon:357276	accession	kgmicrobe.strain:DSM-108974	DSM 108974	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16061	ncbi.assembly:GCA_014650195	BACDIVE	bacdive:16061	67770	scaffold	Streptomyces umbrinus JCM 4521	NCBITaxon:67370						
kgmicrobe.strain:bacdive_16061	ncbi.assembly:GCA_014650195.1	GOLD	gold:Ga0487143			Streptomyces umbrinus JCM 4521	NCBITaxon:67370	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-4521	JCM 4521	ORGANISM CULTURE COLLECTION ID	gold:Go0573316	gold:Gp0547961
kgmicrobe.strain:bacdive_16061	ncbi.assembly:GCA_014650195.1	GOLD	gold:Ga0487143			Streptomyces umbrinus JCM 4521	NCBITaxon:67370	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-4521	JCM 4521	ORGANISM STRAIN	gold:Go0573316	gold:Gp0547961
kgmicrobe.strain:bacdive_16061	ncbi.assembly:GCA_014650195.1	GTDB	gtdb.genome:RS_GCF_014650195.1		Scaffold	ASM1465019v1	NCBITaxon:67370	ncbi_genbank_assembly_accession	kgmicrobe.strain:JCM-4521	JCM 4521	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16061	ncbi.assembly:GCF_014650195.1	GTDB	gtdb.genome:RS_GCF_014650195.1		Scaffold	ASM1465019v1	NCBITaxon:67370	accession	kgmicrobe.strain:JCM-4521	JCM 4521	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160610	ncbi.assembly:GCA_001315305	BACDIVE	bacdive:160610	67770	contig	Gracilibacillus sp. JCM 18860	NCBITaxon:1306159						
kgmicrobe.strain:bacdive_160610	ncbi.assembly:GCA_001315305.1	GOLD	gold:Ga0128471			Gracilibacillus sp. JCM 18860	NCBITaxon:1306159	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-18860	JCM 18860	ORGANISM CULTURE COLLECTION ID	gold:Go0093167	gold:Gp0093167
kgmicrobe.strain:bacdive_160610	ncbi.assembly:GCA_001315305.1	GOLD	gold:Ga0128471			Gracilibacillus sp. JCM 18860	NCBITaxon:1306159	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-18860	JCM 18860	ORGANISM STRAIN	gold:Go0093167	gold:Gp0093167
kgmicrobe.strain:bacdive_160610	ncbi.assembly:GCA_001315305.1	GTDB	gtdb.genome:RS_GCF_001315305.1		Contig	ASM131530v1	NCBITaxon:1306159	ncbi_genbank_assembly_accession	kgmicrobe.strain:JCM-18860	JCM 18860	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160610	ncbi.assembly:GCF_001315305.1	GTDB	gtdb.genome:RS_GCF_001315305.1		Contig	ASM131530v1	NCBITaxon:1306159	accession	kgmicrobe.strain:JCM-18860	JCM 18860	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160612	ncbi.assembly:GCA_014083865	BACDIVE	bacdive:160612	66792	contig	Paraliobacillus salinarum G6-18	NCBITaxon:1158996						
kgmicrobe.strain:bacdive_160614	ncbi.assembly:GCA_009676955	BACDIVE	bacdive:160614	69645	complete	Sodaliphilus pleomorphus Oil-RF-744-WCA-WT-10	NCBITaxon:2606626						
kgmicrobe.strain:bacdive_160614	ncbi.assembly:GCA_009676955.1	GOLD	gold:Ga0439507			Sodaliphilus pleomorphus Oil-RF-744-WCA-WT-10	NCBITaxon:2606626	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-108610	DSM 108610	ORGANISM CULTURE COLLECTION ID	gold:Go0540111	gold:Gp0490953
kgmicrobe.strain:bacdive_160614	ncbi.assembly:GCA_009696565.1	GOLD	gold:Ga0440747			Sodaliphilus pleomorphus Oil-RF-744-WCA-WT-10	NCBITaxon:2606626	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-108610	DSM 108610	ORGANISM CULTURE COLLECTION ID	gold:Go0540077	gold:Gp0490919
kgmicrobe.strain:bacdive_160623	ncbi.assembly:GCA_014982715	BACDIVE	bacdive:160623	66792	contig	Gallalistipes aquisgranensis DSM 108975	NCBITaxon:2779358						
kgmicrobe.strain:bacdive_160623	ncbi.assembly:GCA_014982715.1	GOLD	gold:Ga0477798			Gallalistipes aquisgranensis DSM 108975	NCBITaxon:2779358	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-108975	DSM 108975	ORGANISM CULTURE COLLECTION ID	gold:Go0568058	gold:Gp0538421
kgmicrobe.strain:bacdive_160623	ncbi.assembly:GCA_014982715.1	GOLD	gold:Ga0477798			Gallalistipes aquisgranensis DSM 108975	NCBITaxon:2779358	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-108975	DSM 108975	ORGANISM STRAIN	gold:Go0568058	gold:Gp0538421
kgmicrobe.strain:bacdive_160623	ncbi.assembly:GCA_014982715.1	GTDB	gtdb.genome:RS_GCF_014982715.1		Contig	ASM1498271v1	NCBITaxon:2779358	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-108975	DSM 108975	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160623	ncbi.assembly:GCF_014982715.1	GTDB	gtdb.genome:RS_GCF_014982715.1		Contig	ASM1498271v1	NCBITaxon:2779358	accession	kgmicrobe.strain:DSM-108975	DSM 108975	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160625	ncbi.assembly:GCA_001953055	BACDIVE	bacdive:160625	68218	complete	Salaquimonas pukyongi RR3-28	NCBITaxon:2712698						
kgmicrobe.strain:bacdive_160626	ncbi.assembly:GCA_019263705	BACDIVE	bacdive:160626	66792	complete	Pseudonocardia abyssalis KRD168	NCBITaxon:2792008						
kgmicrobe.strain:bacdive_160627	ncbi.assembly:GCA_001693775	BACDIVE	bacdive:160627	66792	contig	Criibacterium bergeronii CCRI-22567	NCBITaxon:1871336						
kgmicrobe.strain:bacdive_160628	ncbi.assembly:GCA_005771635	BACDIVE	bacdive:160628	66792	contig	Culicoidibacter larvae CS-1	NCBITaxon:2579976						
kgmicrobe.strain:bacdive_160628	ncbi.assembly:GCA_005771635.1	GOLD	gold:Ga0440585			Culicoidibacter larvae CS-1	NCBITaxon:2579976	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-106607	DSM 106607	ORGANISM CULTURE COLLECTION ID	gold:Go0540698	gold:Gp0491541
kgmicrobe.strain:bacdive_160629	ncbi.assembly:GCA_010233585	BACDIVE	bacdive:160629	66792	chromosome	Spirosoma endbachense I-24	NCBITaxon:2666025						
kgmicrobe.strain:bacdive_160631	ncbi.assembly:GCA_003070865	BACDIVE	bacdive:160631	66792	complete	Corynebacterium liangguodongii 2184	NCBITaxon:2079535						
kgmicrobe.strain:bacdive_160631	ncbi.assembly:GCA_003070865.1	GOLD	gold:Ga0302476			Corynebacterium liangguodongii 2184	NCBITaxon:2079535	AP GENBANK.assemblyAccession	kgmicrobe.strain:CGMCC-1.16417	CGMCC 1.16417	ORGANISM CULTURE COLLECTION ID	gold:Go0448674	gold:Gp0313062
kgmicrobe.strain:bacdive_160632	ncbi.assembly:GCA_007748115	BACDIVE	bacdive:160632	68094	complete	Bremerella volcania Pan97	NCBITaxon:2527984						
kgmicrobe.strain:bacdive_160633	ncbi.assembly:GCA_014982745	BACDIVE	bacdive:160633	67770	contig	Gallibacter intestinalis DSM 108706	NCBITaxon:2779356						
kgmicrobe.strain:bacdive_160633	ncbi.assembly:GCA_014982745.1	GOLD	gold:Ga0477800			Gallibacter intestinalis DSM 108706	NCBITaxon:2779356	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-108706	DSM 108706	ORGANISM CULTURE COLLECTION ID	gold:Go0568057	gold:Gp0538420
kgmicrobe.strain:bacdive_160633	ncbi.assembly:GCA_014982745.1	GOLD	gold:Ga0477800			Gallibacter intestinalis DSM 108706	NCBITaxon:2779356	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-108706	DSM 108706	ORGANISM STRAIN	gold:Go0568057	gold:Gp0538420
kgmicrobe.strain:bacdive_160633	ncbi.assembly:GCA_014982745.1	GTDB	gtdb.genome:RS_GCF_014982745.1		Contig	ASM1498274v1	NCBITaxon:2779356	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-108706	DSM 108706	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160633	ncbi.assembly:GCF_014982745.1	GTDB	gtdb.genome:RS_GCF_014982745.1		Contig	ASM1498274v1	NCBITaxon:2779356	accession	kgmicrobe.strain:DSM-108706	DSM 108706	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160635	ncbi.assembly:GCA_006351925	BACDIVE	bacdive:160635	69625	complete	Clostridium thermarum SYSU GA15002	NCBITaxon:1716543						
kgmicrobe.strain:bacdive_160636	ncbi.assembly:GCA_013376495	BACDIVE	bacdive:160636	66792	complete	Desulfolutivibrio sulfoxidireducens DSM 106783	NCBITaxon:2773299						
kgmicrobe.strain:bacdive_160636	ncbi.assembly:GCA_013376495.1	GOLD	gold:Ga0491139			Desulfolutivibrio sulfoxidireducens DSM 106783	NCBITaxon:2773299	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-106783	DSM 106783	ORGANISM CULTURE COLLECTION ID	gold:Go0573046	gold:Gp0547686
kgmicrobe.strain:bacdive_160636	ncbi.assembly:GCA_013376495.1	GOLD	gold:Ga0491139			Desulfolutivibrio sulfoxidireducens DSM 106783	NCBITaxon:2773299	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-106783	DSM 106783	ORGANISM STRAIN	gold:Go0573046	gold:Gp0547686
kgmicrobe.strain:bacdive_160636	ncbi.assembly:GCA_013376495.1	GTDB	gtdb.genome:RS_GCF_013376495.1		Complete Genome	ASM1337649v1	NCBITaxon:2773299	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-106783	DSM 106783	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160636	ncbi.assembly:GCF_013376495.1	GTDB	gtdb.genome:RS_GCF_013376495.1		Complete Genome	ASM1337649v1	NCBITaxon:2773299	accession	kgmicrobe.strain:DSM-106783	DSM 106783	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160637	ncbi.assembly:GCA_013376475	BACDIVE	bacdive:160637	66792	complete	Desulfolutivibrio sulfoxidireducens DSM 107105	NCBITaxon:2773299						
kgmicrobe.strain:bacdive_160637	ncbi.assembly:GCA_013376475.1	GOLD	gold:Ga0491134			Desulfolutivibrio sulfoxidireducens DSM 107105	NCBITaxon:2773299	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-107105	DSM 107105	ORGANISM CULTURE COLLECTION ID	gold:Go0573045	gold:Gp0547685
kgmicrobe.strain:bacdive_160637	ncbi.assembly:GCA_013376475.1	GOLD	gold:Ga0491134			Desulfolutivibrio sulfoxidireducens DSM 107105	NCBITaxon:2773299	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-107105	DSM 107105	ORGANISM STRAIN	gold:Go0573045	gold:Gp0547685
kgmicrobe.strain:bacdive_160637	ncbi.assembly:GCA_013376475.1	GTDB	gtdb.genome:RS_GCF_013376475.1		Complete Genome	ASM1337647v1	NCBITaxon:2773299	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-107105	DSM 107105	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160637	ncbi.assembly:GCF_013376475.1	GTDB	gtdb.genome:RS_GCF_013376475.1		Complete Genome	ASM1337647v1	NCBITaxon:2773299	accession	kgmicrobe.strain:DSM-107105	DSM 107105	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160639	ncbi.assembly:GCA_013416325	BACDIVE	bacdive:160639	66792	contig	Halomonas sedimenti QX-2	NCBITaxon:2729618						
kgmicrobe.strain:bacdive_16064	ncbi.assembly:GCA_014649935	BACDIVE	bacdive:16064	67770	scaffold	Streptomyces variabilis JCM 4422	NCBITaxon:67372						
kgmicrobe.strain:bacdive_16064	ncbi.assembly:GCA_014649935.1	GOLD	gold:Ga0487134			Streptomyces variabilis JCM 4422	NCBITaxon:67372	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-4422	JCM 4422	ORGANISM CULTURE COLLECTION ID	gold:Go0573306	gold:Gp0547951
kgmicrobe.strain:bacdive_16064	ncbi.assembly:GCA_014649935.1	GOLD	gold:Ga0487134			Streptomyces variabilis JCM 4422	NCBITaxon:67372	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-4422	JCM 4422	ORGANISM STRAIN	gold:Go0573306	gold:Gp0547951
kgmicrobe.strain:bacdive_16064	ncbi.assembly:GCA_014649935.1	GTDB	gtdb.genome:RS_GCF_014649935.1		Scaffold	ASM1464993v1	NCBITaxon:67372	ncbi_genbank_assembly_accession	kgmicrobe.strain:JCM-4422	JCM 4422	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16064	ncbi.assembly:GCF_014649935.1	GTDB	gtdb.genome:RS_GCF_014649935.1		Scaffold	ASM1464993v1	NCBITaxon:67372	accession	kgmicrobe.strain:JCM-4422	JCM 4422	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160640	ncbi.assembly:GCA_007845645	BACDIVE	bacdive:160640	66792	scaffold	Leekyejoonella antrihumi C5-26	NCBITaxon:1660198						
kgmicrobe.strain:bacdive_160642	ncbi.assembly:GCA_007744675	BACDIVE	bacdive:160642	68358	chromosome	Gimesia alba Pan241w	NCBITaxon:2527973						
kgmicrobe.strain:bacdive_160645	ncbi.assembly:GCA_014982915	BACDIVE	bacdive:160645	66792	contig	Ligilactobacillus salivarius DSM 108969	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160645	ncbi.assembly:GCA_014982915.1	GTDB	gtdb.genome:RS_GCF_014982915.1		Contig	ASM1498291v1	NCBITaxon:1624	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-108969	DSM 108969	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160645	ncbi.assembly:GCF_014982915.1	GTDB	gtdb.genome:RS_GCF_014982915.1		Contig	ASM1498291v1	NCBITaxon:1624	accession	kgmicrobe.strain:DSM-108969	DSM 108969	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_000718635	BACDIVE	bacdive:16065	67770	contig	Streptomyces varsoviensis NRRL ISP-5346	NCBITaxon:67373						
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_000718635.1	GOLD	gold:Ga0163427			Streptomyces varsoviensis NRRL ISP-5346	NCBITaxon:67373	AP GENBANK.assemblyAccession	kgmicrobe.strain:NRRL-ISP-5346	NRRL ISP-5346	ORGANISM CULTURE COLLECTION ID	gold:Go0353600	gold:Gp0187857
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_000718635.1	GOLD	gold:Ga0163427			Streptomyces varsoviensis NRRL ISP-5346	NCBITaxon:67373	AP GENBANK.assemblyAccession	kgmicrobe.strain:NRRL-ISP-5346	NRRL ISP-5346	ORGANISM STRAIN	gold:Go0353600	gold:Gp0187857
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_000718635.1	GTDB	gtdb.genome:RS_GCF_000718635.1		Contig	ASM71863v1	NCBITaxon:67373	ncbi_genbank_assembly_accession	kgmicrobe.strain:NRRL-ISP-5346	NRRL ISP-5346	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_000719255	BACDIVE	bacdive:16065	67770	contig	Streptomyces varsoviensis NRRL B-3589	NCBITaxon:67373						
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_000719255.1	GOLD	gold:Ga0163503			Streptomyces varsoviensis NRRL B-3589	NCBITaxon:67373	AP GENBANK.assemblyAccession	kgmicrobe.strain:NRRL-B-3589	NRRL B-3589	ORGANISM CULTURE COLLECTION ID	gold:Go0353694	gold:Gp0187952
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_000719255.1	GOLD	gold:Ga0163503			Streptomyces varsoviensis NRRL B-3589	NCBITaxon:67373	AP GENBANK.assemblyAccession	kgmicrobe.strain:NRRL-B-3589	NRRL B-3589	ORGANISM STRAIN	gold:Go0353694	gold:Gp0187952
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_000719255.1	GTDB	gtdb.genome:RS_GCF_000719255.1		Contig	ASM71925v1	NCBITaxon:67373	ncbi_genbank_assembly_accession	kgmicrobe.strain:NRRL-B-3589	NRRL B-3589	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_001270595	BACDIVE	bacdive:16065	67770	contig	Streptomyces varsoviensis NRRL B-3589	NCBITaxon:67373						
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_001270595.1	GOLD	gold:Ga0161553			Streptomyces varsoviensis NRRL B-3589-P027	NCBITaxon:67373	AP GENBANK.assemblyAccession	kgmicrobe.strain:NRRL-B-3589	NRRL B-3589	ORGANISM CULTURE COLLECTION ID	gold:Go0353694	gold:Gp0187951
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCA_001270595.1	GOLD	gold:Ga0161553			Streptomyces varsoviensis NRRL B-3589-P027	NCBITaxon:67373	AP GENBANK.assemblyAccession	kgmicrobe.strain:NRRL-B-3589	NRRL B-3589	ORGANISM STRAIN	gold:Go0353694	gold:Gp0187951
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCF_000718635.1	GTDB	gtdb.genome:RS_GCF_000718635.1		Contig	ASM71863v1	NCBITaxon:67373	accession	kgmicrobe.strain:NRRL-ISP-5346	NRRL ISP-5346	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16065	ncbi.assembly:GCF_000719255.1	GTDB	gtdb.genome:RS_GCF_000719255.1		Contig	ASM71925v1	NCBITaxon:67373	accession	kgmicrobe.strain:NRRL-B-3589	NRRL B-3589	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160651	ncbi.assembly:GCA_014982875	BACDIVE	bacdive:160651	66792	contig	Megamonas funiformis DSM 110965	NCBITaxon:437897						
kgmicrobe.strain:bacdive_160651	ncbi.assembly:GCA_014982875.1	GTDB	gtdb.genome:GB_GCA_014982875.1		Contig	ASM1498287v1	NCBITaxon:437897	accession	kgmicrobe.strain:DSM-110965	DSM 110965	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160651	ncbi.assembly:GCA_014982875.1	GTDB	gtdb.genome:GB_GCA_014982875.1		Contig	ASM1498287v1	NCBITaxon:437897	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-110965	DSM 110965	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160653	ncbi.assembly:GCA_900155865	BACDIVE	bacdive:160653	66792	scaffold	Bacteroides bouchesdurhonensis Marseille-P2653T	NCBITaxon:1841855						
