lpsn_id	name	rank	authority	url	deprecated	status	validly_published	legitimate	is_correct_name	parent_lpsn_id	ncbitaxon_ids	gtdb_ids	type_strain_ids	synonym_of	publications	sequence_accessions
lpsn:516789	Thermodesulfatator	GENUS	Moussard et al. 2004	https://lpsn.dsmz.de/genus/thermodesulfatator	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:241192	GTDB:g__Thermodesulfatator			PMID:14742485|doi:10.1099/ijs.0.02669-0|doi:10.1099/ijs.0.63262-0	
lpsn:516790	Thermodesulfobium	GENUS	Mori et al. 2004	https://lpsn.dsmz.de/genus/thermodesulfobium	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:227388	GTDB:g__Thermodesulfobium			PMID:12910388|doi:10.1007/s00792-003-0320-0|doi:10.1099/ijs.0.63087-0	
lpsn:516792	Thermodiscus	GENUS	Stetter 2003	https://lpsn.dsmz.de/genus/thermodiscus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:54249	GTDB:g__Thermodiscus			doi:10.1099/ijs.0.02651-0	
lpsn:516793	Thermoflavimicrobium	GENUS	Yoon et al. 2005	https://lpsn.dsmz.de/genus/thermoflavimicrobium	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:292636	GTDB:g__Thermoflavimicrobium			PMID:15653907|doi:10.1099/ijs.0.63203-0|doi:10.1099/ijs.0.63740-0	
lpsn:516794	Thermohydrogenium	GENUS	Zacharova et al. 1996	https://lpsn.dsmz.de/genus/thermohydrogenium	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:937253				doi:10.1007/bf00245311|doi:10.1099/00207713-46-2-625	
lpsn:516795	Thermoleophilum	GENUS	Zarilla and Perry 1986	https://lpsn.dsmz.de/genus/thermoleophilum	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:192992	GTDB:g__Thermoleophilum			doi:10.1007/bf00410723|doi:10.1099/00207713-36-2-354	
lpsn:516796	Thermomicrobium	GENUS	Jackson et al. 1973 (Approved Lists 1980)	https://lpsn.dsmz.de/genus/thermomicrobium	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:499	GTDB:g__Thermomicrobium			doi:10.1099/00207713-23-1-28|doi:10.1099/00207713-30-1-225	
lpsn:516797	Thermomonas	GENUS	Busse et al. 2002 emend. Mergaert et al. 2003	https://lpsn.dsmz.de/genus/thermomonas	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:141948	GTDB:g__Thermomonas			PMID:11931159|doi:10.1099/ijs.0.01566-0|doi:10.1099/ijs.0.02379-0	
lpsn:516798	Thermomonospora	GENUS	Henssen 1957 (Approved Lists 1980) emend. Zhang et al. 1998 emend. Nouioui et al. 2018	https://lpsn.dsmz.de/genus/thermomonospora	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:2019	GTDB:g__Thermomonospora			PMID:13435805|doi:10.1007/bf00407588|doi:10.1099/00207713-30-1-225	
lpsn:516800	Thermonema	GENUS	Hudson et al. 1989	https://lpsn.dsmz.de/genus/thermonema	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:28194	GTDB:g__Thermonema			doi:10.1099/00207713-39-4-485	
lpsn:516802	Thermopolyspora	GENUS	(ex Krassilnikov and Agre 1964) Goodfellow et al. 2005	https://lpsn.dsmz.de/genus/thermopolyspora	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:359169	GTDB:g__Thermopolyspora			PMID:16166698|doi:10.1099/ijs.0.63559-0|doi:10.1099/ijs.0.64166-0	
lpsn:516803	Thermosediminibacter	GENUS	Lee et al. 2006 emend. Zhang et al. 2019	https://lpsn.dsmz.de/genus/thermosediminibacter	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:291988	GTDB:g__Thermosediminibacter			PMID:15965715|doi:10.1007/s00792-005-0453-4|doi:10.1099/ijs.0.64380-0	
lpsn:516805	Thermosinus	GENUS	Sokolova et al. 2004	https://lpsn.dsmz.de/genus/thermosinus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:261684	GTDB:g__Thermosinus			PMID:15545483|doi:10.1099/ijs.0.63186-0|doi:10.1099/ijs.0.63665-0	
lpsn:516806	Thermosyntropha	GENUS	Svetlitshnyi et al. 1996	https://lpsn.dsmz.de/genus/thermosyntropha	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:54293	GTDB:g__Thermosyntropha			PMID:8863447|doi:10.1099/00207713-46-4-1131|doi:10.1099/00207713-47-1-243	
lpsn:516808	Thermothrix	GENUS	Caldwell et al. 1981	https://lpsn.dsmz.de/genus/thermothrix	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:48381				PMID:10063|doi:10.1099/00207713-31-2-215|doi:10.1139/m76-223	
lpsn:516809	Thermovirga	GENUS	Dahle and Birkeland 2006	https://lpsn.dsmz.de/genus/thermovirga	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:336260	GTDB:g__Thermovirga			PMID:16825627|doi:10.1099/ijs.0.63894-0|doi:10.1099/ijs.0.64719-0	
lpsn:516810	Thermus	GENUS	Brock and Freeze 1969 (Approved Lists 1980) emend. Nobre et al. 1996	https://lpsn.dsmz.de/genus/thermus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:270	GTDB:g__Thermus			PMID:5781580|doi:10.1099/00207713-30-1-225|doi:10.1128/jb.98.1.289-297.1969	
lpsn:516813	Thialkalivibrio	GENUS	Sorokin et al. 2001 emend. Banciu et al. 2004	https://lpsn.dsmz.de/genus/thialkalivibrio	1	legitimate=True; inaccurate spelling; misspelling	0	1	0					lpsn:516818	PMID:11321103|doi:10.1099/00207713-51-2-565|doi:10.1099/00207713-51-3-795	
lpsn:516816	Thioalkalimicrobium	GENUS	Sorokin et al. 2001 emend. Sorokin et al. 2002	https://lpsn.dsmz.de/genus/thioalkalimicrobium	1	legitimate=True; validly published under the ICNP; synonym	1	1	0					lpsn:517438	PMID:11321103|doi:10.1099/00207713-51-2-565|doi:10.1099/00207713-51-3-795	
lpsn:516817	Thioalkalispira	GENUS	Sorokin et al. 2002	https://lpsn.dsmz.de/genus/thioalkalispira	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:200623				PMID:12508886|doi:10.1099/ijs.0.02339-0|doi:10.1099/ijs.0.02704-0	
lpsn:516818	Thioalkalivibrio	GENUS	Sorokin et al. 2001 emend. Banciu et al. 2004	https://lpsn.dsmz.de/genus/thioalkalivibrio	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:106633	GTDB:g__Thioalkalivibrio			PMID:11321103|doi:10.1099/00207713-51-2-565|doi:10.1099/00207713-51-3-795	
lpsn:516819	Thiobaca	GENUS	Rees et al. 2002	https://lpsn.dsmz.de/genus/thiobaca	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:127457	GTDB:g__Thiobaca			PMID:11931182|doi:10.1099/ijs.0.01739-0|doi:10.1099/ijs.0.02379-0	
lpsn:516820	Thiobacillus	GENUS	Beijerinck 1904 (Approved Lists 1980) emend. Boden et al. 2017	https://lpsn.dsmz.de/genus/thiobacillus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:919	GTDB:g__Thiobacillus			doi:10.1099/00207713-30-1-225	
lpsn:516821	Thiobacter	GENUS	Hirayama et al. 2005	https://lpsn.dsmz.de/genus/thiobacter	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:279809	GTDB:g__Thiobacter			PMID:15653920|doi:10.1099/ijs.0.63389-0|doi:10.1099/ijs.0.63740-0	
lpsn:516822	Thioclava	GENUS	Sorokin et al. 2005 emend. Zhang et al. 2013 emend. Chang et al. 2018	https://lpsn.dsmz.de/genus/thioclava	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:285107	GTDB:g__Thioclava			PMID:15879235|doi:10.1099/ijs.0.63415-0|doi:10.1099/ijs.0.63918-0	
lpsn:516823	Thiococcus	GENUS	(ex Eimhjellen et al. 1967) Imhoff et al. 1998	https://lpsn.dsmz.de/genus/thiococcus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:85078	GTDB:g__Thiococcus			PMID:9828415|doi:10.1099/00207713-48-4-1129|doi:10.1099/00207713-49-1-5	
lpsn:516824	Thiohalocapsa	GENUS	Imhoff et al. 1998	https://lpsn.dsmz.de/genus/thiohalocapsa	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:85079	GTDB:g__Thiohalocapsa			PMID:9828415|doi:10.1099/00207713-48-4-1129|doi:10.1099/00207713-49-1-5	
lpsn:516825	Thiohalomonas	GENUS	Sorokin et al. 2007 emend. Mori et al. 2015	https://lpsn.dsmz.de/genus/thiohalomonas	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:397268	GTDB:g__Thiohalomonas			PMID:17625198|doi:10.1099/ijs.0.65112-0|doi:10.1099/ijs.0.65508-0	
lpsn:516826	Thiohalorhabdus	GENUS	Sorokin et al. 2008	https://lpsn.dsmz.de/genus/thiohalorhabdus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:492233	GTDB:g__Thiohalorhabdus			PMID:19060078|doi:10.1099/ijs.0.012278-0|doi:10.1099/ijs.0.2008/000166-0	
lpsn:516827	Thiohalospira	GENUS	Sorokin et al. 2008	https://lpsn.dsmz.de/genus/thiohalospira	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:476278	GTDB:g__Thiohalospira			PMID:18599717|doi:10.1099/ijs.0.2008/007849-0|doi:10.1099/ijs.0.65654-0	
lpsn:516828	Thiolamprovum	GENUS	Guyoneaud et al. 1998	https://lpsn.dsmz.de/genus/thiolamprovum	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:82559				PMID:9734052|doi:10.1099/00207713-48-3-957|doi:10.1099/00207713-48-4-1085	
lpsn:516830	Thiomonas	GENUS	Moreira and Amils 1997 emend. Kelly et al. 2007	https://lpsn.dsmz.de/genus/thiomonas	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:32012	GTDB:g__Thiomonas			PMID:9103643|doi:10.1099/00207713-47-2-522|doi:10.1099/00207713-47-3-917	
lpsn:516831	Thiopedia	GENUS	Winogradsky 1888 (Approved Lists 1980)	https://lpsn.dsmz.de/genus/thiopedia	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:212110				doi:10.1099/00207713-30-1-225	
lpsn:516832	Thioreductor	GENUS	Nakagawa et al. 2005	https://lpsn.dsmz.de/genus/thioreductor	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:269252				PMID:15774631|doi:10.1099/ijs.0.63351-0|doi:10.1099/ijs.0.63844-0	
lpsn:516834	Thiorhodococcus	GENUS	Guyoneaud et al. 1998	https://lpsn.dsmz.de/genus/thiorhodococcus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:57488	GTDB:g__Thiorhodococcus			PMID:9211709|doi:10.1007/s002030050464|doi:10.1099/00207713-48-1-327	
lpsn:516835	Thiorhodovibrio	GENUS	Overmann et al. 1993 emend. Methner et al. 2023	https://lpsn.dsmz.de/genus/thiorhodovibrio	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:61593	GTDB:g__Thiorhodovibrio			doi:10.1007/bf00248677|doi:10.1099/00207713-43-1-188	
lpsn:516836	Thiosphaera	GENUS	Robertson and Kuenen 1984	https://lpsn.dsmz.de/genus/thiosphaera	1	legitimate=True; validly published under the ICNP; synonym	1	1	0					lpsn:516256	doi:10.1099/00207713-34-1-91|doi:10.1099/00221287-129-9-2847	
lpsn:516837	Thiothrix	GENUS	Winogradsky 1888 (Approved Lists 1980) emend. Howarth et al. 1999 emend. Aruga et al. 2002 emend. Boden and Scott 2018	https://lpsn.dsmz.de/genus/thiothrix	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:1030	GTDB:g__Thiothrix			doi:10.1099/00207713-30-1-225	
lpsn:516848	Tissierella	GENUS	Collins and Shah 1986 emend. Farrow et al. 1995 emend. Bae et al. 2004 emend. Alauzet et al. 2014	https://lpsn.dsmz.de/genus/tissierella	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:41273	GTDB:g__Tissierella			doi:10.1099/00207713-36-3-461	
lpsn:516849	Tolumonas	GENUS	Fischer-Romero et al. 1996 emend. Caldwell et al. 2011	https://lpsn.dsmz.de/genus/tolumonas	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:43947	GTDB:g__Tolumonas			PMID:8573493|doi:10.1099/00207713-46-1-183|doi:10.1099/00207713-46-2-627	
lpsn:516853	Trabulsiella	GENUS	McWhorter et al. 1992	https://lpsn.dsmz.de/genus/trabulsiella	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:158851	GTDB:g__Trabulsiella			PMID:1885744|doi:10.1099/00207713-42-2-327|doi:10.1128/jcm.29.7.1480-1485.1991	
lpsn:516856	Treponema	GENUS	Schaudinn 1905 (Approved Lists 1980) emend. Abt et al. 2013	https://lpsn.dsmz.de/genus/treponema	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:157	GTDB:g__Treponema			doi:10.1055/s-0029-1188418|doi:10.1099/00207713-30-1-225	
lpsn:516859	Trichococcus	GENUS	Scheff et al. 1984 emend. Liu et al. 2002	https://lpsn.dsmz.de/genus/trichococcus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:82802	GTDB:g__Trichococcus			doi:10.1007/bf00302451|doi:10.1099/00207713-34-3-355	
lpsn:516870	Truepera	GENUS	da Costa et al. 2005	https://lpsn.dsmz.de/genus/truepera	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:332248	GTDB:g__Truepera			PMID:15927420|doi:10.1016/j.femsle.2005.05.002|doi:10.1099/ijs.0.63996-0	
lpsn:516872	Tsukamurella	GENUS	Collins et al. 1988	https://lpsn.dsmz.de/genus/tsukamurella	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:2060	GTDB:g__Tsukamurella			doi:10.1099/00207713-38-4-385	
lpsn:516875	Tuberibacillus	GENUS	Hatayama et al. 2006	https://lpsn.dsmz.de/genus/tuberibacillus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:340096	GTDB:g__Tuberibacillus			PMID:17082388|doi:10.1099/ijs.0.64303-0|doi:10.1099/ijs.0.64943-0	
lpsn:516876	Turicella	GENUS	Funke et al. 1994	https://lpsn.dsmz.de/genus/turicella	1	legitimate=True; validly published under the ICNP; synonym	1	1	0					lpsn:515427	PMID:8186090|doi:10.1099/00207713-44-2-270|doi:10.1099/00207713-44-3-596	
lpsn:516877	Turicibacter	GENUS	Bosshard et al. 2002	https://lpsn.dsmz.de/genus/turicibacter	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:191303	GTDB:g__Turicibacter			PMID:12148638|doi:10.1099/ijs.0.02056-0|doi:10.1099/ijs.0.02512-0	
lpsn:516882	Ulvibacter	GENUS	Nedashkovskaya et al. 2004	https://lpsn.dsmz.de/genus/ulvibacter	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:237444	GTDB:g__Ulvibacter			PMID:14742468|doi:10.1099/ijs.0.02757-0|doi:10.1099/ijs.0.63262-0	
lpsn:516885	Ureibacillus	GENUS	Fortina et al. 2001 emend. Gupta and Patel 2020	https://lpsn.dsmz.de/genus/ureibacillus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:160795	GTDB:g__Ureibacillus			PMID:11321090|doi:10.1099/00207713-51-2-447|doi:10.1099/00207713-51-3-795	
lpsn:516887	Uruburuella	GENUS	Vela et al. 2005	https://lpsn.dsmz.de/genus/uruburuella	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:299568				PMID:15774637|doi:10.1099/ijs.0.63346-0|doi:10.1099/ijs.0.63844-0	
lpsn:516889	Vagococcus	GENUS	Collins et al. 1990 emend. Hyun et al. 2021	https://lpsn.dsmz.de/genus/vagococcus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:2737	GTDB:g__Vagococcus			PMID:2479630|doi:10.1099/00207713-40-2-212|doi:10.1111/j.1365-2672.1989.tb02516.x	
lpsn:516891	Varibaculum	GENUS	Hall et al. 2003 emend. Glaeser et al. 2016	https://lpsn.dsmz.de/genus/varibaculum	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:184869	GTDB:g__Varibaculum			PMID:12574260|doi:10.1099/ijs.0.02771-0|doi:10.1128/jcm.41.2.640-644.2003	
lpsn:516892	Variovorax	GENUS	Willems et al. 1991	https://lpsn.dsmz.de/genus/variovorax	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:34072	GTDB:g__Variovorax			doi:10.1099/00207713-41-3-445|doi:10.1099/00207713-41-4-581	
lpsn:516893	Veillonella	GENUS	Prévot 1933 (Approved Lists 1980) emend. Mays et al. 1982 emend. Aujoulat et al. 2014	https://lpsn.dsmz.de/genus/veillonella	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:29465	GTDB:g__Veillonella			doi:10.1099/00207713-30-1-225	
lpsn:516897	Verrucomicrobium	GENUS	Schlesner 1988 emend. García-López et al. 2019	https://lpsn.dsmz.de/genus/verrucomicrobium	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:2735	GTDB:g__Verrucomicrobium			doi:10.1016/s0723-2020(87)80010-3|doi:10.1099/00207713-38-2-220	
lpsn:516898	Verrucosispora	GENUS	Rheims et al. 1998 emend. Xi et al. 2012	https://lpsn.dsmz.de/genus/verrucosispora	1	legitimate=True; validly published under the ICNP; synonym	1	1	0					lpsn:516092	PMID:9828414|doi:10.1099/00207713-48-4-1119|doi:10.1099/00207713-49-1-5	
lpsn:516900	Victivallis	GENUS	Zoetendal et al. 2003	https://lpsn.dsmz.de/genus/victivallis	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:172900	GTDB:g__Victivallis			PMID:12656175|doi:10.1099/ijs.0.02362-0|doi:10.1099/ijs.0.02769-0	
lpsn:516901	Virgisporangium	GENUS	Tamura et al. 2001 emend. Otoguro et al. 2010	https://lpsn.dsmz.de/genus/virgisporangium	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:65504	GTDB:g__Virgisporangium			PMID:11594613|doi:10.1099/00207713-51-5-1809|doi:10.1099/00207713-51-6-1947	
lpsn:516902	Vitreoscilla	GENUS	Pringsheim 1949 (Approved Lists 1980)	https://lpsn.dsmz.de/genus/vitreoscilla	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:59	GTDB:g__Vitreoscilla			PMID:16350128|doi:10.1099/00207713-30-1-225|doi:10.1128/br.13.2.47-98.1949	
lpsn:516903	Vogesella	GENUS	Grimes et al. 1997 emend. Subhash et al. 2013 emend. Sheu et al. 2013 emend. Sheu et al. 2016	https://lpsn.dsmz.de/genus/vogesella	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:57739	GTDB:g__Vogesella			PMID:8995797|doi:10.1099/00207713-47-1-19|doi:10.1099/00207713-47-2-603	
lpsn:516904	Volcaniella	GENUS	Quesada et al. 1990	https://lpsn.dsmz.de/genus/volcaniella	1	legitimate=True; validly published under the ICNP; synonym	1	1	0					lpsn:517051	doi:10.1099/00207713-40-3-261	
lpsn:516905	Volucribacter	GENUS	Christensen et al. 2004	https://lpsn.dsmz.de/genus/volucribacter	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:256730	GTDB:g__Volucribacter			PMID:15143029|doi:10.1099/ijs.0.02797-0|doi:10.1099/ijs.0.63382-0	
lpsn:516909	Vulcanibacillus	GENUS	L'Haridon et al. 2006	https://lpsn.dsmz.de/genus/vulcanibacillus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:551771	GTDB:g__Vulcanibacillus			PMID:16627653|doi:10.1099/ijs.0.64012-0|doi:10.1099/ijs.0.64569-0	
lpsn:516910	Vulcanisaeta	GENUS	Itoh et al. 2002	https://lpsn.dsmz.de/genus/vulcanisaeta	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:164450	GTDB:g__Vulcanisaeta			PMID:12148613|doi:10.1099/ijs.0.02152-0|doi:10.1099/ijs.0.02512-0	
lpsn:516911	Vulcanithermus	GENUS	Miroshnichenko et al. 2003	https://lpsn.dsmz.de/genus/vulcanithermus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:206044				PMID:12892142|doi:10.1099/ijs.0.02579-0|doi:10.1099/ijs.0.02972-0	
lpsn:516918	Weeksella	GENUS	Holmes et al. 1987 emend. Li et al. 2021	https://lpsn.dsmz.de/genus/weeksella	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:1013	GTDB:g__Weeksella			doi:10.1016/s0723-2020(86)80075-3|doi:10.1099/00207713-37-2-179	
lpsn:516921	Williamsia	GENUS	Kämpfer et al. 1999	https://lpsn.dsmz.de/genus/williamsia	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:85043	GTDB:g__Williamsia			PMID:10319491|doi:10.1099/00207713-49-2-681|doi:10.1099/00207713-49-3-937	
lpsn:516924	Winogradskyella	GENUS	Nedashkovskaya et al. 2005 emend. Ivanova et al. 2010 emend. Yoon et al. 2011 emend. Nedashkovskaya et al. 2012 emend. Begum et al. 2013	https://lpsn.dsmz.de/genus/winogradskyella	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:286104	GTDB:g__Winogradskyella			PMID:15653852|doi:10.1099/ijs.0.63307-0|doi:10.1099/ijs.0.63740-0	
lpsn:516927	Wolinella	GENUS	Tanner et al. 1981	https://lpsn.dsmz.de/genus/wolinella	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:843	GTDB:g__Wolinella			doi:10.1099/00207713-31-4-432	
lpsn:516928	Woodsholea	GENUS	Abraham et al. 2004	https://lpsn.dsmz.de/genus/woodsholea	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:240236	GTDB:g__Woodsholea			PMID:15280296|doi:10.1099/ijs.0.02943-0|doi:10.1099/ijs.0.63473-0	
lpsn:516929	Xanthobacter	GENUS	Wiegel et al. 1978 (Approved Lists 1980)	https://lpsn.dsmz.de/genus/xanthobacter	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:279	GTDB:g__Xanthobacter			doi:10.1099/00207713-28-4-573|doi:10.1099/00207713-30-1-225	
lpsn:516930	Xanthomonas	GENUS	Dowson 1939 (Approved Lists 1980) emend. van den Mooter and Swings 1990 emend. Vauterin et al. 1995 emend. Bansal et al. 2023	https://lpsn.dsmz.de/genus/xanthomonas	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:338	GTDB:g__Xanthomonas			doi:10.1099/00207713-30-1-225	
lpsn:516933	Xenophilus	GENUS	Blümel et al. 2001	https://lpsn.dsmz.de/genus/xenophilus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:151754	GTDB:g__Xenophilus			PMID:11594616|doi:10.1099/00207713-51-5-1831|doi:10.1099/00207713-51-6-1947	
lpsn:516934	Xenorhabdus	GENUS	Thomas and Poinar 1979 (Approved Lists 1980) emend. Akhurst 1983 emend. Thomas and Poinar 1983	https://lpsn.dsmz.de/genus/xenorhabdus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:626	GTDB:g__Xenorhabdus			doi:10.1099/00207713-29-4-352|doi:10.1099/00207713-30-1-225	
lpsn:516937	Xylanibacterium	GENUS	Rivas et al. 2004	https://lpsn.dsmz.de/genus/xylanibacterium	1	legitimate=True; validly published under the ICNP; synonym	1	1	0					lpsn:516939	PMID:15023975|doi:10.1099/ijs.0.02808-0|doi:10.1099/ijs.0.63306-0	
lpsn:516938	Xylanimicrobium	GENUS	Stackebrandt and Schumann 2004	https://lpsn.dsmz.de/genus/xylanimicrobium	1	legitimate=True; validly published under the ICNP; synonym	1	1	0					lpsn:516939	PMID:15280318|doi:10.1099/ijs.0.63064-0|doi:10.1099/ijs.0.63473-0	
lpsn:516939	Xylanimonas	GENUS	Rivas et al. 2003 emend. Heo et al. 2020	https://lpsn.dsmz.de/genus/xylanimonas	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:186188	GTDB:g__Xylanimonas			PMID:12656159|doi:10.1099/ijs.0.02207-0|doi:10.1099/ijs.0.02769-0	
lpsn:516940	Xylanibacter	GENUS	Ueki et al. 2006 emend. Hitch et al. 2022	https://lpsn.dsmz.de/genus/xylanibacter	1	legitimate=True; validly published under the ICNP; synonym	1	1	0		NCBITaxon:558436			lpsn:516385	PMID:16957124|doi:10.1099/ijs.0.64364-0|doi:10.1099/ijs.0.64814-0	
lpsn:516942	Xylella	GENUS	Wells et al. 1987	https://lpsn.dsmz.de/genus/xylella	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:2370	GTDB:g__Xylella			doi:10.1099/00207713-37-2-136	
lpsn:516944	Xylophilus	GENUS	Willems et al. 1987	https://lpsn.dsmz.de/genus/xylophilus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:54066	GTDB:g__Xylophilus			doi:10.1099/00207713-37-4-422	
lpsn:516945	Yania	GENUS	Li et al. 2004 emend. Li et al. 2005	https://lpsn.dsmz.de/genus/yania	1	legitimate=False; validly published under the ICNP, illegitimate name; synonym	1	0	0					lpsn:517758	PMID:15023970|doi:10.1099/ijs.0.02875-0|doi:10.1099/ijs.0.63306-0	
lpsn:516947	Yersinia	GENUS	van Loghem 1944 (Approved Lists 1980)	https://lpsn.dsmz.de/genus/yersinia	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:629	GTDB:g__Yersinia			doi:10.1099/00207713-30-1-225	
lpsn:516948	Yokenella	GENUS	Kosako et al. 1985	https://lpsn.dsmz.de/genus/yokenella	0	legitimate=True; validly published under the ICNP, conserved name; correct name	1	1	1		NCBITaxon:158876	GTDB:g__Yokenella			PMID:6503024|doi:10.1099/00207713-35-2-223|doi:10.7883/yoken1952.37.117	
lpsn:516949	Zavarzinia	GENUS	Meyer et al. 1994 emend. Hu et al. 2022	https://lpsn.dsmz.de/genus/zavarzinia	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:204446	GTDB:g__Zavarzinia			doi:10.1016/s0723-2020(11)80271-7|doi:10.1099/00207713-44-1-182	
lpsn:516950	Zimmermannella	GENUS	Lin et al. 2004	https://lpsn.dsmz.de/genus/zimmermannella	1	legitimate=False; validly published under the ICNP, illegitimate name; synonym	1	0	0					lpsn:516415	PMID:15388726|doi:10.1099/ijs.0.02741-0|doi:10.1099/ijs.0.63563-0	
lpsn:516951	Zobellia	GENUS	Barbeyron et al. 2001 emend. Barbeyron et al. 2021	https://lpsn.dsmz.de/genus/zobellia	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:112040	GTDB:g__Zobellia			PMID:11411725|doi:10.1099/00207713-51-3-985|doi:10.1099/00207713-51-4-1231	
