strain_id	bacdive_id	designation	taxon_ids	lpsn_ids	culture_collection_ids	medium_count
kgmicrobe.strain:bacdive_5279	5279	Portland	NCBITaxon:1201292	lpsn:775964	kgmicrobe.strain:ATCC-29212|kgmicrobe.strain:BCRC-10789|kgmicrobe.strain:CCM-4224|kgmicrobe.strain:CCUG-9997|kgmicrobe.strain:CECT-795|kgmicrobe.strain:CIP-103214|kgmicrobe.strain:DSM-2570|kgmicrobe.strain:JCM-2875|kgmicrobe.strain:JCM-7783|kgmicrobe.strain:KCTC-2011|kgmicrobe.strain:LMG-8146|kgmicrobe.strain:LMG-8222|kgmicrobe.strain:NBRC-100482|kgmicrobe.strain:NCAIM-B.01881|kgmicrobe.strain:NCCB-100299|kgmicrobe.strain:NCCB-90047|kgmicrobe.strain:NCCB-93062|kgmicrobe.strain:NCIMB-13280|kgmicrobe.strain:NCTC-12697|kgmicrobe.strain:WDCM-00087	0
kgmicrobe.strain:bacdive_5280	5280		NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:ATCC-14506|kgmicrobe.strain:DSM-2981|kgmicrobe.strain:PCI-1325	0
kgmicrobe.strain:bacdive_5281	5281	WS 1761	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:DSM-6134	0
kgmicrobe.strain:bacdive_5282	5282	V347	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:DSM-8629|kgmicrobe.strain:PIP-pIP501	1
kgmicrobe.strain:bacdive_5283	5283	pAMß1, pAMßI, V347	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:DSM-8630	1
kgmicrobe.strain:bacdive_5284	5284	NJ-3	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:ATCC-51299|kgmicrobe.strain:CCM-4647|kgmicrobe.strain:CCUG-34289|kgmicrobe.strain:CECT-8120|kgmicrobe.strain:CIP-104676|kgmicrobe.strain:DSM-12956|kgmicrobe.strain:LMG-16216|kgmicrobe.strain:NCTC-13379|kgmicrobe.strain:WDCM-00085|kgmicrobe.strain:WDCM-00152	0
kgmicrobe.strain:bacdive_5285	5285	1528, vanA, RKI	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:CECT-8225|kgmicrobe.strain:CIP-110054|kgmicrobe.strain:DSM-13591|kgmicrobe.strain:NCTC-13632|kgmicrobe.strain:WDCM-00153	0
kgmicrobe.strain:bacdive_5286	5286	Sp3/SB	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:DSM-14588	0
kgmicrobe.strain:bacdive_5287	5287	2409	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:DSM-20060	0
kgmicrobe.strain:bacdive_5288	5288	27738	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:DSM-20371	0
kgmicrobe.strain:bacdive_5289	5289	26487	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:DSM-20376	0
kgmicrobe.strain:bacdive_5290	5290	26703	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:DSM-20380	0
kgmicrobe.strain:bacdive_5291	5291	10C1	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:ATCC-11700|kgmicrobe.strain:CCM-1875|kgmicrobe.strain:CIP-55.142|kgmicrobe.strain:DSM-20409|kgmicrobe.strain:NCIB-8661|kgmicrobe.strain:NCIMB-8661	0
kgmicrobe.strain:bacdive_5292	5292	Tissier	NCBITaxon:1169286	lpsn:775964	kgmicrobe.strain:ATCC-19433|kgmicrobe.strain:BCRC-10066|kgmicrobe.strain:CCM-7000|kgmicrobe.strain:CCUG-19916|kgmicrobe.strain:CECT-481|kgmicrobe.strain:CGMCC-1.2135|kgmicrobe.strain:CIP-103015|kgmicrobe.strain:DSM-20478|kgmicrobe.strain:HAMBI-1711|kgmicrobe.strain:JCM-5803|kgmicrobe.strain:JCM-8726|kgmicrobe.strain:KCTC-3206|kgmicrobe.strain:KCTC-3512|kgmicrobe.strain:LMG-7937|kgmicrobe.strain:NBIMCC-3360|kgmicrobe.strain:NBRC-100480|kgmicrobe.strain:NBRC-100481|kgmicrobe.strain:NCAIM-B.01312|kgmicrobe.strain:NCDO-581|kgmicrobe.strain:NCIB-775|kgmicrobe.strain:NCIMB-775|kgmicrobe.strain:NCTC-775|kgmicrobe.strain:VTT-E-93203|kgmicrobe.strain:WDCM-00009	0
kgmicrobe.strain:bacdive_5293	5293	ES-MS6	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:DSM-30767	0
kgmicrobe.strain:bacdive_5294	5294	Bergan strain H	NCBITaxon:1351	lpsn:775964	kgmicrobe.strain:CCM-2541|kgmicrobe.strain:CECT-8118|kgmicrobe.strain:CIP-106877|kgmicrobe.strain:DSM-24916|kgmicrobe.strain:WDCM-00176	0
kgmicrobe.strain:bacdive_5295	5295		NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:ATCC-6057|kgmicrobe.strain:CCM-2308|kgmicrobe.strain:CECT-8108|kgmicrobe.strain:CIP-106742|kgmicrobe.strain:DSM-2146|kgmicrobe.strain:NBRC-113009|kgmicrobe.strain:WDCM-00177	0
kgmicrobe.strain:bacdive_5296	5296	DVG 8582, Kulmbach 2, 2	NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:CCUG-32985|kgmicrobe.strain:CECT-4102|kgmicrobe.strain:CIP-110050|kgmicrobe.strain:DSM-2918|kgmicrobe.strain:LMG-11397|kgmicrobe.strain:NCIMB-12672|kgmicrobe.strain:NCTC-13640|kgmicrobe.strain:WDCM-00088	0
kgmicrobe.strain:bacdive_5297	5297	LRA 55 03 77	NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:ATCC-35667|kgmicrobe.strain:CCUG-35172|kgmicrobe.strain:DSM-6177|kgmicrobe.strain:NCTC-7176	0
kgmicrobe.strain:bacdive_5298	5298	64/3	NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:DSM-13589	0
kgmicrobe.strain:bacdive_5299	5299	70/90, vanA	NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:CECT-8224|kgmicrobe.strain:CIP-110055|kgmicrobe.strain:DSM-13590|kgmicrobe.strain:NCTC-13633|kgmicrobe.strain:WDCM-00154	0
kgmicrobe.strain:bacdive_5300	5300		NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:DSM-17050|kgmicrobe.strain:RKI-UW4673/03|kgmicrobe.strain:Van-A	0
kgmicrobe.strain:bacdive_5301	5301		NCBITaxon:1218090	lpsn:775965	kgmicrobe.strain:ATCC-19434|kgmicrobe.strain:BCRC-10067|kgmicrobe.strain:CCM-7167|kgmicrobe.strain:CCUG-542|kgmicrobe.strain:CECT-410|kgmicrobe.strain:CFBP-4248|kgmicrobe.strain:CGMCC-1.2136|kgmicrobe.strain:CIP-103014|kgmicrobe.strain:DSM-20477|kgmicrobe.strain:HAMBI-1710|kgmicrobe.strain:JCM-5804|kgmicrobe.strain:JCM-8727|kgmicrobe.strain:LMG-11423|kgmicrobe.strain:LMG-8149|kgmicrobe.strain:NBRC-100485|kgmicrobe.strain:NBRC-100486|kgmicrobe.strain:NCDO-942|kgmicrobe.strain:NCIMB-11508|kgmicrobe.strain:NCTC-7171|kgmicrobe.strain:VTT-E-93204|kgmicrobe.strain:WDCM-00010	0
kgmicrobe.strain:bacdive_5302	5302	E980	NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:DSM-25389	0
kgmicrobe.strain:bacdive_5303	5303	U0317	NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:DSM-25390	0
kgmicrobe.strain:bacdive_5304	5304		NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:DSM-25697|kgmicrobe.strain:NCCP-11516	0
kgmicrobe.strain:bacdive_5305	5305		NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:DSM-25698|kgmicrobe.strain:NCCP-11500	0
kgmicrobe.strain:bacdive_5306	5306		NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:DSM-25699|kgmicrobe.strain:NCCP-11519	0
kgmicrobe.strain:bacdive_5307	5307		NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:DSM-25868|kgmicrobe.strain:NCCP-12353	0
kgmicrobe.strain:bacdive_5308	5308		NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:DSM-25931|kgmicrobe.strain:NCCP-11520	0
kgmicrobe.strain:bacdive_5309	5309		NCBITaxon:1352	lpsn:775965	kgmicrobe.strain:DSM-25933|kgmicrobe.strain:NCCP-12349	0
kgmicrobe.strain:bacdive_5310	5310	F87/268, PB21	NCBITaxon:1353	lpsn:775967	kgmicrobe.strain:ATCC-35038|kgmicrobe.strain:DSM-20628|kgmicrobe.strain:NCTC-11428	0
kgmicrobe.strain:bacdive_5311	5311	F87/277, PB24 (oder PB22), PB24 (oder PB22?)	NCBITaxon:1353	lpsn:775967	kgmicrobe.strain:DSM-20717|kgmicrobe.strain:NCDO-2314	0
kgmicrobe.strain:bacdive_5312	5312	F87/279, PB24	NCBITaxon:1353	lpsn:775967	kgmicrobe.strain:DSM-20718|kgmicrobe.strain:NCDO-2315	0
kgmicrobe.strain:bacdive_5313	5313		NCBITaxon:1353	lpsn:775967	kgmicrobe.strain:DSM-25780|kgmicrobe.strain:NCCP-11518	0
kgmicrobe.strain:bacdive_5314	5314	F87/276, PB21	NCBITaxon:1218091	lpsn:775967	kgmicrobe.strain:ATCC-49573|kgmicrobe.strain:BCRC-15477|kgmicrobe.strain:CCM-4054|kgmicrobe.strain:CCUG-18658|kgmicrobe.strain:CECT-970|kgmicrobe.strain:CGMCC-1.2517|kgmicrobe.strain:CGMCC-1.9125|kgmicrobe.strain:CIP-103013|kgmicrobe.strain:DSM-20628|kgmicrobe.strain:DSM-24841|kgmicrobe.strain:JCM-8728|kgmicrobe.strain:LMG-11207|kgmicrobe.strain:LMG-13129|kgmicrobe.strain:NBRC-100675|kgmicrobe.strain:NCDO-2313|kgmicrobe.strain:NCIMB-702313|kgmicrobe.strain:NCTC-11428|kgmicrobe.strain:NCTC-12359|kgmicrobe.strain:VTT-E-97776	0
kgmicrobe.strain:bacdive_5315	5315	M 19	NCBITaxon:1354	lpsn:775971	kgmicrobe.strain:ATCC-10541|kgmicrobe.strain:CCM-4533|kgmicrobe.strain:CCUG-32258|kgmicrobe.strain:CECT-4081|kgmicrobe.strain:CIP-58.55|kgmicrobe.strain:DSM-3320|kgmicrobe.strain:LMG-10274|kgmicrobe.strain:NBRC-113010|kgmicrobe.strain:NCIB-8192|kgmicrobe.strain:NCIMB-8192|kgmicrobe.strain:NCTC-13383|kgmicrobe.strain:WDCM-00011	0
kgmicrobe.strain:bacdive_5316	5316		NCBITaxon:768486	lpsn:775971	kgmicrobe.strain:ATCC-8043|kgmicrobe.strain:ATCC-9790|kgmicrobe.strain:BCRC-11054|kgmicrobe.strain:BCRC-12496|kgmicrobe.strain:BCRC-80016|kgmicrobe.strain:CCM-2423|kgmicrobe.strain:CCUG-1332|kgmicrobe.strain:CCUG-18659|kgmicrobe.strain:CCUG-19917|kgmicrobe.strain:CECT-279|kgmicrobe.strain:CECT-294|kgmicrobe.strain:CECT-302|kgmicrobe.strain:CFBP-4250|kgmicrobe.strain:CGMCC-1.2140|kgmicrobe.strain:CIP-53.48|kgmicrobe.strain:CIP-82.112|kgmicrobe.strain:DSM-20160|kgmicrobe.strain:HAMBI-1709|kgmicrobe.strain:HAMBI-644|kgmicrobe.strain:IAM-1262|kgmicrobe.strain:IFO-3181|kgmicrobe.strain:JCM-8729|kgmicrobe.strain:KCTC-2022|kgmicrobe.strain:KCTC-3616|kgmicrobe.strain:LMG-6399|kgmicrobe.strain:NBRC-3181|kgmicrobe.strain:NCCB-46070|kgmicrobe.strain:NCCB-58005|kgmicrobe.strain:NCDO-1258|kgmicrobe.strain:NCDO-997|kgmicrobe.strain:NCIMB-6459|kgmicrobe.strain:NCIMB-8123|kgmicrobe.strain:NCIMB-8191|kgmicrobe.strain:NCTC-12367|kgmicrobe.strain:NCTC-6459|kgmicrobe.strain:VKM-B-2107|kgmicrobe.strain:VTT-E-97046|kgmicrobe.strain:WDCM-00089	0
kgmicrobe.strain:bacdive_5317	5317	6	NCBITaxon:1158601	lpsn:775974	kgmicrobe.strain:ATCC-43197|kgmicrobe.strain:BCRC-17125|kgmicrobe.strain:CCM-4056|kgmicrobe.strain:CCUG-30572|kgmicrobe.strain:CECT-971|kgmicrobe.strain:CGMCC-1.2493|kgmicrobe.strain:CIP-103012|kgmicrobe.strain:DSM-20681|kgmicrobe.strain:HAMBI-1569|kgmicrobe.strain:JCM-8730|kgmicrobe.strain:KCTC-3641|kgmicrobe.strain:LMG-10747|kgmicrobe.strain:NBRC-100489|kgmicrobe.strain:NCDO-846|kgmicrobe.strain:NCIMB-700846|kgmicrobe.strain:NCTC-12365	0
kgmicrobe.strain:bacdive_5318	5318	W 102	NCBITaxon:53346	lpsn:775976	kgmicrobe.strain:ATCC-43186|kgmicrobe.strain:BCRC-17141|kgmicrobe.strain:BCRC-17356|kgmicrobe.strain:CCM-4058|kgmicrobe.strain:CCUG-18656|kgmicrobe.strain:CECT-972|kgmicrobe.strain:CIP-103010|kgmicrobe.strain:DSM-4838|kgmicrobe.strain:HAMBI-1570|kgmicrobe.strain:JCM-8731|kgmicrobe.strain:KCTC-3630|kgmicrobe.strain:LMG-10748|kgmicrobe.strain:MUTK-559|kgmicrobe.strain:NBRC-100490|kgmicrobe.strain:NCDO-2375|kgmicrobe.strain:NCIMB-13132|kgmicrobe.strain:NCIMB-702375|kgmicrobe.strain:NCTC-12363	0
kgmicrobe.strain:bacdive_5319	5319		NCBITaxon:53346	lpsn:775976	kgmicrobe.strain:CIP-105008|kgmicrobe.strain:DSM-4839|kgmicrobe.strain:MUTK-564|kgmicrobe.strain:NCDO-2374	0
kgmicrobe.strain:bacdive_5320	5320		NCBITaxon:53346	lpsn:775976	kgmicrobe.strain:CIP-105009|kgmicrobe.strain:DSM-4840|kgmicrobe.strain:MUTK-6|kgmicrobe.strain:NCDO-2377	0
kgmicrobe.strain:bacdive_5321	5321	A60, A 60	NCBITaxon:1121864	lpsn:775960	kgmicrobe.strain:ATCC-43198|kgmicrobe.strain:CCM-3659|kgmicrobe.strain:CCUG-27299|kgmicrobe.strain:CECT-4088|kgmicrobe.strain:CGMCC-1.2139|kgmicrobe.strain:CIP-103676|kgmicrobe.strain:DSM-20682|kgmicrobe.strain:JCM-8724|kgmicrobe.strain:KCTC-3642|kgmicrobe.strain:LMG-12902|kgmicrobe.strain:NBRC-100674|kgmicrobe.strain:NCDO-2674|kgmicrobe.strain:NCFB-2674|kgmicrobe.strain:NCIMB-702674|kgmicrobe.strain:NCTC-12421	0
kgmicrobe.strain:bacdive_5322	5322	A29	NCBITaxon:44008	lpsn:775960	kgmicrobe.strain:DSM-20683|kgmicrobe.strain:NCDO-2669	0
kgmicrobe.strain:bacdive_5323	5323	HF 62	NCBITaxon:1139996		kgmicrobe.strain:ATCC-43076|kgmicrobe.strain:CCM-4377|kgmicrobe.strain:CCUG-27643|kgmicrobe.strain:CCUG-33311|kgmicrobe.strain:CECT-4309|kgmicrobe.strain:CGMCC-1.2485|kgmicrobe.strain:CIP-103246|kgmicrobe.strain:DSM-20726|kgmicrobe.strain:HAMBI-1576|kgmicrobe.strain:JCM-8734|kgmicrobe.strain:KACC-10783|kgmicrobe.strain:KCTC-3643|kgmicrobe.strain:LMG-11427|kgmicrobe.strain:NBRC-100493|kgmicrobe.strain:NCDO-2594|kgmicrobe.strain:NCIMB-702594	0
kgmicrobe.strain:bacdive_5324	5324	E18-1	NCBITaxon:1139219	lpsn:775962	kgmicrobe.strain:ATCC-51266|kgmicrobe.strain:CCM-4282|kgmicrobe.strain:CCUG-33309|kgmicrobe.strain:CIP-103646|kgmicrobe.strain:DSM-6630|kgmicrobe.strain:NCFB-2821|kgmicrobe.strain:NCIMB-13000	0
kgmicrobe.strain:bacdive_5325	5325	47-16	NCBITaxon:1218092	lpsn:775980	kgmicrobe.strain:ATCC-49372|kgmicrobe.strain:CCM-4215|kgmicrobe.strain:CCUG-33310|kgmicrobe.strain:CECT-4075|kgmicrobe.strain:CGMCC-1.2487|kgmicrobe.strain:CIP-103647|kgmicrobe.strain:DSM-5632|kgmicrobe.strain:JCM-8732|kgmicrobe.strain:LMG-11426|kgmicrobe.strain:NBRC-100491|kgmicrobe.strain:NCDO-2138|kgmicrobe.strain:NCFB-2138|kgmicrobe.strain:NCIMB-13084|kgmicrobe.strain:VTT-E-97811	0
kgmicrobe.strain:bacdive_5326	5326	1789/79, 1789-79	NCBITaxon:1218093	lpsn:775981	kgmicrobe.strain:ATCC-49427|kgmicrobe.strain:CCM-4216|kgmicrobe.strain:CCUG-29292|kgmicrobe.strain:CDC-1789-79|kgmicrobe.strain:CIP-103329|kgmicrobe.strain:DSM-5633|kgmicrobe.strain:JCM-8733|kgmicrobe.strain:LMG-12888|kgmicrobe.strain:NBRC-100492|kgmicrobe.strain:NCAIM-B.02061|kgmicrobe.strain:NCIMB-12901|kgmicrobe.strain:NCTC-12192|kgmicrobe.strain:VTT-E-97812	0
kgmicrobe.strain:bacdive_5327	5327		NCBITaxon:1140003	lpsn:775987	kgmicrobe.strain:ATCC-49903|kgmicrobe.strain:CCM-4283|kgmicrobe.strain:CCUG-30571|kgmicrobe.strain:CCUG-33313|kgmicrobe.strain:CIP-104373|kgmicrobe.strain:DSM-6905|kgmicrobe.strain:MUTK-31|kgmicrobe.strain:NCDO-2379|kgmicrobe.strain:NCIMB-13117	0
kgmicrobe.strain:bacdive_5328	5328		NCBITaxon:1121865	lpsn:775961	kgmicrobe.strain:ATCC-51263|kgmicrobe.strain:CCUG-27894|kgmicrobe.strain:CIP-103675|kgmicrobe.strain:DSM-7374|kgmicrobe.strain:LMG-11740|kgmicrobe.strain:NCIMB-13013|kgmicrobe.strain:STR-345	0
kgmicrobe.strain:bacdive_5329	5329	FoN5	NCBITaxon:35783		kgmicrobe.strain:DSM-11769	0
kgmicrobe.strain:bacdive_5330	5330	FoA8	NCBITaxon:35783		kgmicrobe.strain:DSM-11770	0
kgmicrobe.strain:bacdive_5331	5331	RfL6	NCBITaxon:35783		kgmicrobe.strain:DSM-13161	0
kgmicrobe.strain:bacdive_5332	5332	ES-MS1	NCBITaxon:35783		kgmicrobe.strain:DSM-30765	0
kgmicrobe.strain:bacdive_5333	5333	KO_PS46	NCBITaxon:35783		kgmicrobe.strain:DSM-30844	0
kgmicrobe.strain:bacdive_5334	5334		NCBITaxon:57732	lpsn:775956	kgmicrobe.strain:AS-2|kgmicrobe.strain:CCUG-44928|kgmicrobe.strain:CIP-108239|kgmicrobe.strain:DSM-11492	0
kgmicrobe.strain:bacdive_5335	5335	JLB-1	NCBITaxon:1158610	lpsn:775978	kgmicrobe.strain:ATCC-BAA-412|kgmicrobe.strain:CCUG-48923|kgmicrobe.strain:CIP-108361|kgmicrobe.strain:DSM-14726|kgmicrobe.strain:KCTC-3818|kgmicrobe.strain:NBRC-100711	0
kgmicrobe.strain:bacdive_5336	5336	DS 2705-87	NCBITaxon:1158605	lpsn:775982	kgmicrobe.strain:ATCC-700914|kgmicrobe.strain:CCUG-43228|kgmicrobe.strain:CDC-2705-87|kgmicrobe.strain:CIP-107173|kgmicrobe.strain:DSM-15687|kgmicrobe.strain:NCIMB-13635	0
kgmicrobe.strain:bacdive_5337	5337	PQ1	NCBITaxon:1158614	lpsn:775968	kgmicrobe.strain:ATCC-BAA-350|kgmicrobe.strain:CCM-7168|kgmicrobe.strain:CCUG-45553|kgmicrobe.strain:CIP-107662|kgmicrobe.strain:DSM-15689|kgmicrobe.strain:NBRC-100696	0
kgmicrobe.strain:bacdive_5338	5338	PQ2	NCBITaxon:1158607	lpsn:775977	kgmicrobe.strain:ATCC-BAA-351|kgmicrobe.strain:CCM-7169|kgmicrobe.strain:CCUG-45554|kgmicrobe.strain:CIP-107663|kgmicrobe.strain:DSM-15690|kgmicrobe.strain:NBRC-100697	0
kgmicrobe.strain:bacdive_5339	5339	DS 1390-83, Johnson 2757, SS1503	NCBITaxon:1158604	lpsn:775988	kgmicrobe.strain:ATCC-700913|kgmicrobe.strain:CCUG-43229|kgmicrobe.strain:CIP-107172|kgmicrobe.strain:DSM-15688|kgmicrobe.strain:NCIMB-13634	0
kgmicrobe.strain:bacdive_5340	5340	Svec 330, 330	NCBITaxon:155617	lpsn:775975	kgmicrobe.strain:CCM-4856|kgmicrobe.strain:CCUG-45913|kgmicrobe.strain:CIP-107130|kgmicrobe.strain:DSM-15919|kgmicrobe.strain:LMG-19486	0
kgmicrobe.strain:bacdive_5341	5341	Svec 440, 440	NCBITaxon:155618	lpsn:775969	kgmicrobe.strain:CCM-4851|kgmicrobe.strain:CCUG-45916|kgmicrobe.strain:CIP-107129|kgmicrobe.strain:DSM-15920|kgmicrobe.strain:LMG-19487	0
kgmicrobe.strain:bacdive_5342	5342	TP 1.5	NCBITaxon:888064	lpsn:775973	kgmicrobe.strain:CCUG-50447|kgmicrobe.strain:CIP-108583|kgmicrobe.strain:DSM-15952|kgmicrobe.strain:LMG-22039	0
kgmicrobe.strain:bacdive_5343	5343		NCBITaxon:1349765	lpsn:775958	kgmicrobe.strain:CCUG-46666|kgmicrobe.strain:CIP-108093|kgmicrobe.strain:DSM-17029|kgmicrobe.strain:LMG-12316|kgmicrobe.strain:NBRC-100695	0
kgmicrobe.strain:bacdive_5344	5344		NCBITaxon:249189	lpsn:775970	kgmicrobe.strain:CCUG-48100|kgmicrobe.strain:CIP-108559|kgmicrobe.strain:DSM-17122|kgmicrobe.strain:LMG-12317	0
kgmicrobe.strain:bacdive_5345	5345	E2ET31	NCBITaxon:328396	lpsn:775955	kgmicrobe.strain:DSM-17487	0
kgmicrobe.strain:bacdive_5346	5346		NCBITaxon:328396	lpsn:775955	kgmicrobe.strain:API-8407116|kgmicrobe.strain:CCM-7283|kgmicrobe.strain:CCUG-51308|kgmicrobe.strain:CIP-108926|kgmicrobe.strain:DSM-17690|kgmicrobe.strain:LMG-16607	0
kgmicrobe.strain:bacdive_5347	5347	Devriese S33, S33	NCBITaxon:317010	lpsn:783773	kgmicrobe.strain:CCM-7285|kgmicrobe.strain:CCUG-37857|kgmicrobe.strain:CCUG-51312|kgmicrobe.strain:CIP-108927|kgmicrobe.strain:DSM-21207|kgmicrobe.strain:JCM-19616|kgmicrobe.strain:LMG-13590	0
kgmicrobe.strain:bacdive_5348	5348	L. Devriese M 52, M 52	NCBITaxon:319970	lpsn:783774	kgmicrobe.strain:CCM-7299|kgmicrobe.strain:CCUG-37865|kgmicrobe.strain:CIP-109076|kgmicrobe.strain:DSM-22802|kgmicrobe.strain:LMG-14595	0
kgmicrobe.strain:bacdive_5349	5349	W442	NCBITaxon:332949	lpsn:783776	kgmicrobe.strain:CCM-7319|kgmicrobe.strain:CCUG-53830|kgmicrobe.strain:CIP-109179|kgmicrobe.strain:DSM-22801|kgmicrobe.strain:LMG-23085	0
kgmicrobe.strain:bacdive_5350	5350	C.J. Portricus UAD1, UAD1	NCBITaxon:332950	lpsn:783777	kgmicrobe.strain:CCM-7300|kgmicrobe.strain:CCUG-53831|kgmicrobe.strain:CIP-109180|kgmicrobe.strain:DSM-22803|kgmicrobe.strain:LMG-8895	0
kgmicrobe.strain:bacdive_5351	5351	SS-1777, SS 1777, 2215-02	NCBITaxon:1158612	lpsn:783772	kgmicrobe.strain:ATCC-BAA-1240|kgmicrobe.strain:CCM-7399|kgmicrobe.strain:CCUG-51564|kgmicrobe.strain:CIP-109321|kgmicrobe.strain:DSM-19114	0
kgmicrobe.strain:bacdive_5352	5352	FP48-3	NCBITaxon:417368	lpsn:787438	kgmicrobe.strain:CCM-7793|kgmicrobe.strain:DSM-21767|kgmicrobe.strain:KCTC-13134|kgmicrobe.strain:NBRC-101867|kgmicrobe.strain:NRIC-0107|kgmicrobe.strain:PCU-282|kgmicrobe.strain:TISTR-933	0
kgmicrobe.strain:bacdive_5353	5353	IE35.3	NCBITaxon:930854	lpsn:789237	kgmicrobe.strain:DSM-24044|kgmicrobe.strain:LMG-26079	0
kgmicrobe.strain:bacdive_5354	5354	IE36.1	NCBITaxon:930854	lpsn:789237	kgmicrobe.strain:DSM-24045|kgmicrobe.strain:LMG-26077	0
kgmicrobe.strain:bacdive_5355	5355	IE42.2	NCBITaxon:930854	lpsn:789237	kgmicrobe.strain:DSM-24046|kgmicrobe.strain:LMG-26078	0
kgmicrobe.strain:bacdive_5356	5356	IEII.2B	NCBITaxon:930854	lpsn:789237	kgmicrobe.strain:DSM-24047|kgmicrobe.strain:LMG-26076	0
kgmicrobe.strain:bacdive_5357	5357	IE3.2	NCBITaxon:930854	lpsn:789237	kgmicrobe.strain:DSM-24043|kgmicrobe.strain:LMG-26075	0
kgmicrobe.strain:bacdive_5358	5358	CCRI-16985, EN-66	NCBITaxon:903983	lpsn:789938	kgmicrobe.strain:CCUG-59306|kgmicrobe.strain:DSM-23327|kgmicrobe.strain:LMG-26306	0
kgmicrobe.strain:bacdive_5359	5359	CCRI-16620	NCBITaxon:903984	lpsn:789939	kgmicrobe.strain:CCUG-59305|kgmicrobe.strain:DSM-23326	0
kgmicrobe.strain:bacdive_5360	5360	CCRI-16986, EN-67	NCBITaxon:903984	lpsn:789939	kgmicrobe.strain:CCUG-59304|kgmicrobe.strain:DSM-23328|kgmicrobe.strain:LMG-26304	0
kgmicrobe.strain:bacdive_5361	5361	C27	NCBITaxon:1077675	lpsn:789983	kgmicrobe.strain:CCM-7889|kgmicrobe.strain:DSM-26408|kgmicrobe.strain:LMG-26214	0
kgmicrobe.strain:bacdive_5362	5362	BT159	NCBITaxon:357441	lpsn:790081	kgmicrobe.strain:DSM-23655|kgmicrobe.strain:LMG-25958	0
kgmicrobe.strain:bacdive_5363	5363		NCBITaxon:1255705	lpsn:787072	kgmicrobe.strain:CCUG-55508|kgmicrobe.strain:DSM-19936|kgmicrobe.strain:WCC-4188	0
kgmicrobe.strain:bacdive_5364	5364	2CLOS2	NCBITaxon:1050201	lpsn:785243	kgmicrobe.strain:CCUG-45212|kgmicrobe.strain:DSM-13633	0
kgmicrobe.strain:bacdive_5365	5365	W1219	NCBITaxon:118748	lpsn:774261	kgmicrobe.strain:ATCC-BAA-170|kgmicrobe.strain:CIP-108362|kgmicrobe.strain:DSM-13220	0
kgmicrobe.strain:bacdive_5366	5366	RCA14-39	NCBITaxon:451640	lpsn:774509	kgmicrobe.strain:CIP-106738|kgmicrobe.strain:DSM-15897|kgmicrobe.strain:JCM-10609	0
kgmicrobe.strain:bacdive_5367	5367		NCBITaxon:525280	lpsn:776038	kgmicrobe.strain:ATCC-19414|kgmicrobe.strain:CCUG-221|kgmicrobe.strain:CIP-105957|kgmicrobe.strain:DSM-5055|kgmicrobe.strain:NCTC-8163	0
kgmicrobe.strain:bacdive_5368	5368		NCBITaxon:1648	lpsn:776038	kgmicrobe.strain:DSM-5056|kgmicrobe.strain:NCTC-1224	0
kgmicrobe.strain:bacdive_5369	5369		NCBITaxon:1648	lpsn:776038	kgmicrobe.strain:DSM-5057|kgmicrobe.strain:NCTC-2422	0
kgmicrobe.strain:bacdive_5370	5370		NCBITaxon:1648	lpsn:776038	kgmicrobe.strain:DSM-5058|kgmicrobe.strain:NCTC-1694	0
kgmicrobe.strain:bacdive_5371	5371	T-305	NCBITaxon:1121874	lpsn:776039	kgmicrobe.strain:ATCC-43339|kgmicrobe.strain:CCUG-31352|kgmicrobe.strain:CIP-105960|kgmicrobe.strain:DSM-14972|kgmicrobe.strain:JCM-8533	0
kgmicrobe.strain:bacdive_5372	5372	02-143, MF-EP02	NCBITaxon:1121873	lpsn:776037	kgmicrobe.strain:CIP-107935|kgmicrobe.strain:DSM-15511	0
