strain_id	bacdive_id	designation	taxon_ids	lpsn_ids	culture_collection_ids	medium_count
kgmicrobe.strain:bacdive_138271	138271	2045-94	NCBITaxon:84135	lpsn:783900	kgmicrobe.strain:CCM-4941|kgmicrobe.strain:CCUG-37820|kgmicrobe.strain:CIP-105929	0
kgmicrobe.strain:bacdive_138272	138272		NCBITaxon:87650	lpsn:783829	kgmicrobe.strain:CCUG-31976|kgmicrobe.strain:CIP-105939	0
kgmicrobe.strain:bacdive_138273	138273		NCBITaxon:82541	lpsn:775316	kgmicrobe.strain:CCUG-24719|kgmicrobe.strain:CIP-105941|kgmicrobe.strain:LMG-15537	0
kgmicrobe.strain:bacdive_138274	138274	GLG 4962	NCBITaxon:82541	lpsn:775316	kgmicrobe.strain:CCUG-15433|kgmicrobe.strain:CIP-105942|kgmicrobe.strain:CIP-105948|kgmicrobe.strain:LMG-15541	0
kgmicrobe.strain:bacdive_138275	138275		NCBITaxon:82633	lpsn:775320	kgmicrobe.strain:CCUG-11264|kgmicrobe.strain:CIP-105945|kgmicrobe.strain:LMG-3319	0
kgmicrobe.strain:bacdive_138276	138276	2404/50	NCBITaxon:65058	lpsn:775264	kgmicrobe.strain:CIP-54.59	0
kgmicrobe.strain:bacdive_138277	138277	T-278	NCBITaxon:38402	lpsn:776039	kgmicrobe.strain:ATCC-43338|kgmicrobe.strain:CCUG-31353|kgmicrobe.strain:CIP-105961|kgmicrobe.strain:JCM-8534	4
kgmicrobe.strain:bacdive_138278	138278	7949	NCBITaxon:178214	lpsn:783825	kgmicrobe.strain:CCUG-32738|kgmicrobe.strain:CIP-105963|kgmicrobe.strain:LMG-14693	0
kgmicrobe.strain:bacdive_138279	138279		NCBITaxon:82347	lpsn:783827	kgmicrobe.strain:CCUG-39606|kgmicrobe.strain:CIP-105965	0
kgmicrobe.strain:bacdive_138280	138280		NCBITaxon:883111	lpsn:783825	kgmicrobe.strain:CCM-4931|kgmicrobe.strain:CCUG-36813|kgmicrobe.strain:CIP-105962	0
kgmicrobe.strain:bacdive_138281	138281	1144-97	NCBITaxon:883113	lpsn:783827	kgmicrobe.strain:CCM-4946|kgmicrobe.strain:CCUG-37842|kgmicrobe.strain:CIP-105964	0
kgmicrobe.strain:bacdive_138282	138282	RM183E	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-105989|kgmicrobe.strain:ECOR-23	0
kgmicrobe.strain:bacdive_138283	138283	FN104	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-105990|kgmicrobe.strain:ECOR-39	0
kgmicrobe.strain:bacdive_138284	138284	RM75A	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-105991|kgmicrobe.strain:ECOR-38	0
kgmicrobe.strain:bacdive_138285	138285	RM45EM	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-105993|kgmicrobe.strain:ECOR-69	0
kgmicrobe.strain:bacdive_138286	138286	P97	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-105994|kgmicrobe.strain:ECOR-50	0
kgmicrobe.strain:bacdive_138287	138287	RM201C	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-105995|kgmicrobe.strain:ECOR-45	0
kgmicrobe.strain:bacdive_138288	138288	RM189I	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-105996|kgmicrobe.strain:ECOR-44	0
kgmicrobe.strain:bacdive_138289	138289	2295/50	NCBITaxon:65058	lpsn:775264	kgmicrobe.strain:CIP-54.64	0
kgmicrobe.strain:bacdive_138290	138290	RM213I	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-105997|kgmicrobe.strain:ECOR-20	0
kgmicrobe.strain:bacdive_138291	138291	MSI	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106002|kgmicrobe.strain:ECOR-25	0
kgmicrobe.strain:bacdive_138292	138292	RM73A	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106003|kgmicrobe.strain:ECOR-52	0
kgmicrobe.strain:bacdive_138293	138293	FN21	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106004|kgmicrobe.strain:ECOR-63	0
kgmicrobe.strain:bacdive_138294	138294	ABU84	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106006|kgmicrobe.strain:ECOR-71	0
kgmicrobe.strain:bacdive_138295	138295	976/51	NCBITaxon:65058	lpsn:775264	kgmicrobe.strain:CIP-54.65	0
kgmicrobe.strain:bacdive_138296	138296	RM215C	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106007|kgmicrobe.strain:ECOR-22	0
kgmicrobe.strain:bacdive_138297	138297		NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106008	0
kgmicrobe.strain:bacdive_138298	138298	RM44B	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106009|kgmicrobe.strain:ECOR-37	0
kgmicrobe.strain:bacdive_138299	138299	WIR2	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106011|kgmicrobe.strain:ECOR-34	0
kgmicrobe.strain:bacdive_138300	138300	P60	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106012|kgmicrobe.strain:ECOR-40	0
kgmicrobe.strain:bacdive_138301	138301	FN23	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106013|kgmicrobe.strain:ECOR-61	0
kgmicrobe.strain:bacdive_138302	138302	P62	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106014|kgmicrobe.strain:ECOR-14	0
kgmicrobe.strain:bacdive_138303	138303	FN10	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106018|kgmicrobe.strain:ECOR-13	0
kgmicrobe.strain:bacdive_138304	138304	RM217T	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106019|kgmicrobe.strain:ECOR-67	0
kgmicrobe.strain:bacdive_138305	138305	P69	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106020|kgmicrobe.strain:ECOR-62	0
kgmicrobe.strain:bacdive_138306	138306	FN3	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106021|kgmicrobe.strain:ECOR-15	0
kgmicrobe.strain:bacdive_138307	138307	RM185S	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106022|kgmicrobe.strain:ECOR-58	0
kgmicrobe.strain:bacdive_138308	138308	C90	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106023|kgmicrobe.strain:ECOR-48	0
kgmicrobe.strain:bacdive_138309	138309	RM56C	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106024|kgmicrobe.strain:ECOR-33	0
kgmicrobe.strain:bacdive_138310	138310	RM70B	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106030|kgmicrobe.strain:ECOR-70	0
kgmicrobe.strain:bacdive_138311	138311	C89	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106032|kgmicrobe.strain:ECOR-60	0
kgmicrobe.strain:bacdive_138312	138312	FN33	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106033|kgmicrobe.strain:ECOR-24	0
kgmicrobe.strain:bacdive_138313	138313	SIL8	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106034|kgmicrobe.strain:ECOR-59	0
kgmicrobe.strain:bacdive_138314	138314	RM77C	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106035|kgmicrobe.strain:ECOR-8	0
kgmicrobe.strain:bacdive_138315	138315	C70	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106041|kgmicrobe.strain:ECOR-64	0
kgmicrobe.strain:bacdive_138316	138316		NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106045|kgmicrobe.strain:ECOR-31|kgmicrobe.strain:RM-12	0
kgmicrobe.strain:bacdive_138317	138317		NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106046|kgmicrobe.strain:DAR-1|kgmicrobe.strain:ECOR-42	0
kgmicrobe.strain:bacdive_138318	138318		NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106047|kgmicrobe.strain:ECOR-2|kgmicrobe.strain:STM-1	0
kgmicrobe.strain:bacdive_138319	138319	RM3A	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106048|kgmicrobe.strain:ECOR-29	0
kgmicrobe.strain:bacdive_138320	138320	P68	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106052|kgmicrobe.strain:ECOR-72	0
kgmicrobe.strain:bacdive_138321	138321	RM210J	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106053|kgmicrobe.strain:ECOR-19	0
kgmicrobe.strain:bacdive_138322	138322	FN90	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106055|kgmicrobe.strain:ECOR-49	0
kgmicrobe.strain:bacdive_138323	138323	RM33B	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106056|kgmicrobe.strain:ECOR-53	0
kgmicrobe.strain:bacdive_138324	138324	RM66C	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106057|kgmicrobe.strain:ECOR-6	0
kgmicrobe.strain:bacdive_138325	138325		NCBITaxon:47671	lpsn:777440	kgmicrobe.strain:CCUG-34793|kgmicrobe.strain:CIP-106058|kgmicrobe.strain:SSI-AB-2189	0
kgmicrobe.strain:bacdive_138326	138326	E 17	NCBITaxon:40324	lpsn:781249	kgmicrobe.strain:CIP-106083	0
kgmicrobe.strain:bacdive_138327	138327	M33	NCBITaxon:40324	lpsn:781249	kgmicrobe.strain:CIP-106084	0
kgmicrobe.strain:bacdive_138328	138328	D6P-C	NCBITaxon:1408476	lpsn:785132	kgmicrobe.strain:ATCC-51252|kgmicrobe.strain:CIP-106087	0
kgmicrobe.strain:bacdive_138329	138329	2A2	NCBITaxon:1423	lpsn:7856	kgmicrobe.strain:CIP-106095|kgmicrobe.strain:NRRL-B-14820	0
kgmicrobe.strain:bacdive_138330	138330	RO-PP-2	NCBITaxon:1423	lpsn:7856	kgmicrobe.strain:CIP-106096|kgmicrobe.strain:NRRL-B-23064	0
kgmicrobe.strain:bacdive_138331	138331		NCBITaxon:1079460	lpsn:784766	kgmicrobe.strain:CIP-106112|kgmicrobe.strain:USDA-1844	0
kgmicrobe.strain:bacdive_138332	138332	ADT3	NCBITaxon:78554	lpsn:783353	kgmicrobe.strain:CCRC-19135|kgmicrobe.strain:CIP-106113	0
kgmicrobe.strain:bacdive_138333	138333	99.452	NCBITaxon:1280	lpsn:781168	kgmicrobe.strain:CIP-106153|kgmicrobe.strain:IPF-631	0
kgmicrobe.strain:bacdive_138334	138334	X151	NCBITaxon:68334	lpsn:783790	kgmicrobe.strain:CIP-106298|kgmicrobe.strain:IAM-14481|kgmicrobe.strain:JCM-21240	1
kgmicrobe.strain:bacdive_138335	138335	NN037.01	NCBITaxon:82135	lpsn:798326	kgmicrobe.strain:CCUG-44156|kgmicrobe.strain:CIP-106319	0
kgmicrobe.strain:bacdive_138336	138336		NCBITaxon:84521	lpsn:775813	kgmicrobe.strain:CCUG-38699|kgmicrobe.strain:CIP-106316	0
kgmicrobe.strain:bacdive_138337	138337	H5	NCBITaxon:55508	lpsn:777061	kgmicrobe.strain:CIP-106333|kgmicrobe.strain:NCPPB-3964	0
kgmicrobe.strain:bacdive_138338	138338	11.976	NCBITaxon:28090	lpsn:772622	kgmicrobe.strain:CIP-54.98	0
kgmicrobe.strain:bacdive_138339	138339	34649	NCBITaxon:151419	lpsn:70771	kgmicrobe.strain:CCUG-43116|kgmicrobe.strain:CIP-106337	0
kgmicrobe.strain:bacdive_138340	138340	63286	NCBITaxon:151416	lpsn:70779	kgmicrobe.strain:CCUG-43115|kgmicrobe.strain:CIP-106339	0
kgmicrobe.strain:bacdive_138341	138341	34620	NCBITaxon:151416	lpsn:70779	kgmicrobe.strain:CCUG-43113|kgmicrobe.strain:CIP-106341	0
kgmicrobe.strain:bacdive_138342	138342	34617	NCBITaxon:151454	lpsn:70768	kgmicrobe.strain:CCUG-43112|kgmicrobe.strain:CIP-106342	0
kgmicrobe.strain:bacdive_138343	138343	SL 48	NCBITaxon:1249	lpsn:783097	kgmicrobe.strain:CIP-106370|kgmicrobe.strain:NCDO-872	0
kgmicrobe.strain:bacdive_138344	138344	C4/4/3	NCBITaxon:1249	lpsn:783097	kgmicrobe.strain:CIP-106371|kgmicrobe.strain:NCDO-955	0
kgmicrobe.strain:bacdive_138345	138345	3905	NCBITaxon:1607	lpsn:10735	kgmicrobe.strain:CIP-106378|kgmicrobe.strain:NCDO-1231	0
kgmicrobe.strain:bacdive_138346	138346	MIC	NCBITaxon:1004	lpsn:785446	kgmicrobe.strain:ATCC-23097|kgmicrobe.strain:CIP-106409|kgmicrobe.strain:NCIMB-1384	0
kgmicrobe.strain:bacdive_138347	138347	EG-13	NCBITaxon:1006	lpsn:788713	kgmicrobe.strain:ATCC-23151|kgmicrobe.strain:CIP-106411|kgmicrobe.strain:LMG-13172|kgmicrobe.strain:NCIMB-1440	0
kgmicrobe.strain:bacdive_138348	138348		NCBITaxon:1280	lpsn:781168	kgmicrobe.strain:ATCC-700698|kgmicrobe.strain:CCUG-45316|kgmicrobe.strain:CIP-106415|kgmicrobe.strain:Mu-3	0
kgmicrobe.strain:bacdive_138349	138349		NCBITaxon:82135	lpsn:798326	kgmicrobe.strain:CCUG-42099|kgmicrobe.strain:CIP-106430	0
kgmicrobe.strain:bacdive_138350	138350		NCBITaxon:47920	lpsn:772600	kgmicrobe.strain:CCUG-11056|kgmicrobe.strain:CIP-106437|kgmicrobe.strain:LMG-7166	0
kgmicrobe.strain:bacdive_138351	138351		NCBITaxon:47920	lpsn:772600	kgmicrobe.strain:CCUG-11062|kgmicrobe.strain:CIP-106438|kgmicrobe.strain:LMG-7168	0
kgmicrobe.strain:bacdive_138352	138352		NCBITaxon:80878	lpsn:772607	kgmicrobe.strain:CCUG-10556|kgmicrobe.strain:CIP-106440|kgmicrobe.strain:LMG-6437	0
kgmicrobe.strain:bacdive_138353	138353		NCBITaxon:1280	lpsn:781168	kgmicrobe.strain:ATCC-700699|kgmicrobe.strain:CIP-106414|kgmicrobe.strain:MU-50	0
kgmicrobe.strain:bacdive_138354	138354	H7	NCBITaxon:64975	lpsn:784190	kgmicrobe.strain:CGMCC-1.2728|kgmicrobe.strain:CIP-106459|kgmicrobe.strain:JCM-10129	1
kgmicrobe.strain:bacdive_138355	138355	1028	NCBITaxon:97478	lpsn:10778	kgmicrobe.strain:CCUG-43181|kgmicrobe.strain:CIP-106486	0
kgmicrobe.strain:bacdive_138356	138356	1035	NCBITaxon:97478	lpsn:10778	kgmicrobe.strain:CCUG-43182|kgmicrobe.strain:CIP-106487	0
kgmicrobe.strain:bacdive_138357	138357	950673	NCBITaxon:1313	lpsn:781377	kgmicrobe.strain:CIP-106498	0
kgmicrobe.strain:bacdive_138358	138358		NCBITaxon:1833	lpsn:780449	kgmicrobe.strain:ATCC-15960|kgmicrobe.strain:CIP-104498|kgmicrobe.strain:CIP-106505|kgmicrobe.strain:IAM-1474|kgmicrobe.strain:JCM-2893|kgmicrobe.strain:NRRL-B-16531	2
kgmicrobe.strain:bacdive_138359	138359	CWC238	NCBITaxon:1502	lpsn:774951	kgmicrobe.strain:CIP-106527	0
kgmicrobe.strain:bacdive_138360	138360	BM10759, 93.257	NCBITaxon:1280	lpsn:781168	kgmicrobe.strain:CIP-106758	0
kgmicrobe.strain:bacdive_138361	138361	BM10828, 93.291	NCBITaxon:1280	lpsn:781168	kgmicrobe.strain:CIP-106759	0
kgmicrobe.strain:bacdive_138362	138362	SLK 54	NCBITaxon:573	lpsn:777151	kgmicrobe.strain:CIP-106769	0
kgmicrobe.strain:bacdive_138363	138363	292K	NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:CIP-54.142	0
kgmicrobe.strain:bacdive_138364	138364	HM08G	NCBITaxon:573	lpsn:777151	kgmicrobe.strain:CIP-106905	0
kgmicrobe.strain:bacdive_138365	138365		NCBITaxon:67826	lpsn:774755	kgmicrobe.strain:CIP-106793	0
kgmicrobe.strain:bacdive_138366	138366		NCBITaxon:1421	lpsn:786260	kgmicrobe.strain:CIP-106825|kgmicrobe.strain:NRRL-BD-99	0
kgmicrobe.strain:bacdive_138367	138367	Valentin	NCBITaxon:470	lpsn:772610	kgmicrobe.strain:CIP-54.147	0
kgmicrobe.strain:bacdive_138368	138368	1593	NCBITaxon:28031	lpsn:786256	kgmicrobe.strain:CIP-106827|kgmicrobe.strain:IEBC-S05.001|kgmicrobe.strain:NRRL-B-23282	0
kgmicrobe.strain:bacdive_138369	138369	STEL	NCBITaxon:287	lpsn:779948	kgmicrobe.strain:CIP-106881	0
kgmicrobe.strain:bacdive_138370	138370	AMA-1	NCBITaxon:470	lpsn:772610	kgmicrobe.strain:CIP-106882	0
kgmicrobe.strain:bacdive_138371	138371	GAS-MA38	NCBITaxon:1314	lpsn:781379	kgmicrobe.strain:CIP-106883	0
kgmicrobe.strain:bacdive_138372	138372	GAS-MAS5	NCBITaxon:1314	lpsn:781379	kgmicrobe.strain:CIP-106884	0
kgmicrobe.strain:bacdive_138373	138373	100	NCBITaxon:1502	lpsn:774951	kgmicrobe.strain:CIP-106888	0
kgmicrobe.strain:bacdive_138374	138374	101	NCBITaxon:1502	lpsn:774951	kgmicrobe.strain:CIP-106889	0
kgmicrobe.strain:bacdive_138375	138375	108	NCBITaxon:1502	lpsn:774951	kgmicrobe.strain:CIP-106890	0
kgmicrobe.strain:bacdive_138376	138376	124	NCBITaxon:1502	lpsn:774951	kgmicrobe.strain:CIP-106891	0
kgmicrobe.strain:bacdive_138377	138377	138	NCBITaxon:1502	lpsn:774951	kgmicrobe.strain:CIP-106892	0
kgmicrobe.strain:bacdive_138378	138378	146	NCBITaxon:1502	lpsn:774951	kgmicrobe.strain:CIP-106893	0
kgmicrobe.strain:bacdive_138379	138379	CIS 8316/94	NCBITaxon:59202		kgmicrobe.strain:CIP-106895	0
kgmicrobe.strain:bacdive_138380	138380	FERMP-3622	NCBITaxon:40223	lpsn:778001	kgmicrobe.strain:CIP-106896|kgmicrobe.strain:FERM-P-3622|kgmicrobe.strain:LMG-4054|kgmicrobe.strain:NCIMB-2162	0
kgmicrobe.strain:bacdive_138381	138381	172	NCBITaxon:45495	lpsn:777999	kgmicrobe.strain:CIP-106897	0
kgmicrobe.strain:bacdive_138382	138382	173	NCBITaxon:45495	lpsn:777999	kgmicrobe.strain:CIP-106898	0
kgmicrobe.strain:bacdive_138383	138383	312	NCBITaxon:45495	lpsn:777999	kgmicrobe.strain:CIP-106900	0
kgmicrobe.strain:bacdive_138384	138384	106	NCBITaxon:1502	lpsn:774951	kgmicrobe.strain:CIP-106901	0
kgmicrobe.strain:bacdive_138385	138385		NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106916	0
kgmicrobe.strain:bacdive_138386	138386		NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106917	0
kgmicrobe.strain:bacdive_138387	138387		NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-106919	0
kgmicrobe.strain:bacdive_138388	138388	02C1110	NCBITaxon:1314	lpsn:781379	kgmicrobe.strain:CIP-107002	0
kgmicrobe.strain:bacdive_138389	138389	a 53	NCBITaxon:1280	lpsn:781168	kgmicrobe.strain:CIP-106960	0
kgmicrobe.strain:bacdive_138390	138390	284	NCBITaxon:674	lpsn:785159	kgmicrobe.strain:CIP-106975	0
kgmicrobe.strain:bacdive_138391	138391	45956	NCBITaxon:573	lpsn:777151	kgmicrobe.strain:CIP-106976	0
kgmicrobe.strain:bacdive_138392	138392		NCBITaxon:52762	lpsn:780948	kgmicrobe.strain:ACM-2042|kgmicrobe.strain:CIP-106994|kgmicrobe.strain:DSM-9527|kgmicrobe.strain:UQM-2042	0
kgmicrobe.strain:bacdive_138393	138393		NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-107035	0
kgmicrobe.strain:bacdive_138394	138394		NCBITaxon:76305	lpsn:780565	kgmicrobe.strain:ATCC-BAA-251|kgmicrobe.strain:CIP-107047|kgmicrobe.strain:IFO-16782|kgmicrobe.strain:JCM-10543|kgmicrobe.strain:NBRC-16782|kgmicrobe.strain:Och-254	2
kgmicrobe.strain:bacdive_138395	138395	719B	NCBITaxon:1245	lpsn:777549	kgmicrobe.strain:ATCC-10880|kgmicrobe.strain:CIP-54.170|kgmicrobe.strain:JCM-11041	0
kgmicrobe.strain:bacdive_138396	138396	C610, O115	NCBITaxon:34038	lpsn:780310	kgmicrobe.strain:CIP-107083|kgmicrobe.strain:DSM-7187|kgmicrobe.strain:NCPPB-3128	0
kgmicrobe.strain:bacdive_138397	138397		NCBITaxon:315405	lpsn:781337	kgmicrobe.strain:CIP-107091|kgmicrobe.strain:JCM-7892|kgmicrobe.strain:NCDO-2632|kgmicrobe.strain:NCIMB-702631	1
kgmicrobe.strain:bacdive_138398	138398	SL9	NCBITaxon:911092	lpsn:774333	kgmicrobe.strain:CIP-107100	0
kgmicrobe.strain:bacdive_138399	138399	4	NCBITaxon:1724	lpsn:775243	kgmicrobe.strain:CIP-52.99	0
kgmicrobe.strain:bacdive_138400	138400	64-86	NCBITaxon:747	lpsn:779182	kgmicrobe.strain:CIP-102135	0
kgmicrobe.strain:bacdive_138401	138401		NCBITaxon:1311	lpsn:781297	kgmicrobe.strain:ATCC-12400|kgmicrobe.strain:CCUG-29779|kgmicrobe.strain:CIP-82.41|kgmicrobe.strain:CNCTC-58/59	0
kgmicrobe.strain:bacdive_138402	138402		NCBITaxon:1311	lpsn:781297	kgmicrobe.strain:CIP-82.46	0
kgmicrobe.strain:bacdive_138403	138403	SS970, B108	NCBITaxon:1311	lpsn:781297	kgmicrobe.strain:CIP-82.47	0
kgmicrobe.strain:bacdive_138404	138404	1885	NCBITaxon:82633	lpsn:775320	kgmicrobe.strain:CIP-100008	0
kgmicrobe.strain:bacdive_138405	138405	R 844	NCBITaxon:28454	lpsn:780978	kgmicrobe.strain:CIP-103098	0
kgmicrobe.strain:bacdive_138406	138406	R 760	NCBITaxon:253	lpsn:774714	kgmicrobe.strain:CIP-103101	0
kgmicrobe.strain:bacdive_138407	138407	327-85	NCBITaxon:33884	lpsn:778043	kgmicrobe.strain:CIP-101583	0
kgmicrobe.strain:bacdive_138408	138408		NCBITaxon:1673	lpsn:795460	kgmicrobe.strain:CIP-102695|kgmicrobe.strain:NCDO-2327|kgmicrobe.strain:NCIMB-10617	0
kgmicrobe.strain:bacdive_138409	138409	581-86	NCBITaxon:2702	lpsn:776427	kgmicrobe.strain:CIP-102597	0
kgmicrobe.strain:bacdive_138410	138410	St 19	NCBITaxon:59203		kgmicrobe.strain:CIP-51.42	0
kgmicrobe.strain:bacdive_138411	138411		NCBITaxon:28090	lpsn:772622	kgmicrobe.strain:CIP-100598	0
kgmicrobe.strain:bacdive_138412	138412		NCBITaxon:634	lpsn:785220	kgmicrobe.strain:CCUG-26330|kgmicrobe.strain:CIP-103327|kgmicrobe.strain:CNY-19985	0
kgmicrobe.strain:bacdive_138413	138413		NCBITaxon:79880	lpsn:26618	kgmicrobe.strain:CIP-51.33	0
kgmicrobe.strain:bacdive_138414	138414	Cd4	NCBITaxon:545	lpsn:774752	kgmicrobe.strain:CIP-105542	0
kgmicrobe.strain:bacdive_138415	138415	995 vache	NCBITaxon:32020		kgmicrobe.strain:CCUG-33936|kgmicrobe.strain:CIP-54.19	0
kgmicrobe.strain:bacdive_138416	138416	90A9	NCBITaxon:208479	lpsn:5946	kgmicrobe.strain:CIP-110242	0
kgmicrobe.strain:bacdive_138417	138417	126-87	NCBITaxon:85698	lpsn:772566	kgmicrobe.strain:CIP-102864	0
kgmicrobe.strain:bacdive_138418	138418		NCBITaxon:32002	lpsn:772551	kgmicrobe.strain:CIP-102277	0
kgmicrobe.strain:bacdive_138419	138419	652K	NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:CIP-105620	0
kgmicrobe.strain:bacdive_138420	138420	87K	NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:CIP-105343|kgmicrobe.strain:NCTC-5788	0
kgmicrobe.strain:bacdive_138421	138421		NCBITaxon:69220	lpsn:791219	kgmicrobe.strain:CIP-104979	0
kgmicrobe.strain:bacdive_138422	138422		NCBITaxon:82633	lpsn:775320	kgmicrobe.strain:CCUG-13723|kgmicrobe.strain:CIP-62.31|kgmicrobe.strain:IAM-12592|kgmicrobe.strain:JCM-20669|kgmicrobe.strain:LMG-3413	1
kgmicrobe.strain:bacdive_138423	138423		NCBITaxon:48296	lpsn:789232	kgmicrobe.strain:CIP-110741|kgmicrobe.strain:NIPH-2966	0
kgmicrobe.strain:bacdive_138424	138424		NCBITaxon:119219	lpsn:775317	kgmicrobe.strain:CIP-100998	0
kgmicrobe.strain:bacdive_138425	138425		NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:CIP-56.29	0
kgmicrobe.strain:bacdive_138426	138426	CS1	NCBITaxon:936155	lpsn:783995	kgmicrobe.strain:ATCC-49179|kgmicrobe.strain:CCUG-28539|kgmicrobe.strain:CIP-104084|kgmicrobe.strain:CIP-104382|kgmicrobe.strain:NCTC-12482	0
kgmicrobe.strain:bacdive_138427	138427		NCBITaxon:631	lpsn:785223	kgmicrobe.strain:CIP-104891|kgmicrobe.strain:CNY-25106	0
kgmicrobe.strain:bacdive_138428	138428		NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:CIP-55.31	0
kgmicrobe.strain:bacdive_138429	138429		NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:ATCC-19430|kgmicrobe.strain:CCUG-35699|kgmicrobe.strain:CIP-55.35|kgmicrobe.strain:CUETM-79.394|kgmicrobe.strain:HAMBI-1306|kgmicrobe.strain:NCTC-8385	0
kgmicrobe.strain:bacdive_138430	138430	M46, 11	NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:CIP-106168	0
kgmicrobe.strain:bacdive_138431	138431	2-6390609	NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:CIP-106683	0
kgmicrobe.strain:bacdive_138432	138432		NCBITaxon:1307951	lpsn:787612	kgmicrobe.strain:ATCC-33280|kgmicrobe.strain:CIP-106061|kgmicrobe.strain:IFO-12467|kgmicrobe.strain:NBRC-12467	0
kgmicrobe.strain:bacdive_138433	138433		NCBITaxon:317010	lpsn:783773	kgmicrobe.strain:CIP-104999	0
kgmicrobe.strain:bacdive_138434	138434	BZB2103	NCBITaxon:562	lpsn:776057	kgmicrobe.strain:CIP-105641|kgmicrobe.strain:NCTC-50131	0
kgmicrobe.strain:bacdive_138435	138435		NCBITaxon:76759	lpsn:780072	kgmicrobe.strain:CIP-103924	0
kgmicrobe.strain:bacdive_138436	138436	TA102	NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:CIP-104406	0
kgmicrobe.strain:bacdive_138437	138437		NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:CIP-55.42|kgmicrobe.strain:NCTC-8390	0
kgmicrobe.strain:bacdive_138438	138438		NCBITaxon:28901	lpsn:784857	kgmicrobe.strain:CIP-56.30	0
kgmicrobe.strain:bacdive_138439	138439	315	NCBITaxon:38294		kgmicrobe.strain:ATCC-17911|kgmicrobe.strain:CIP-103910	0
kgmicrobe.strain:bacdive_138440	138440	B 5055	NCBITaxon:573	lpsn:777151	kgmicrobe.strain:CIP-52.145|kgmicrobe.strain:NCTC-5055	0
kgmicrobe.strain:bacdive_138441	138441	Reynolds	NCBITaxon:1280	lpsn:781168	kgmicrobe.strain:CIP-103313	0
