taxon_id	label	rank	parent_id	genetic_code	exact_synonyms	related_synonyms	broad_synonyms	attested_by
NCBITaxon:621	Shigella boydii	SPECIES	NCBITaxon:620	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:622	Shigella dysenteriae	SPECIES	NCBITaxon:620	11	Escherichia/Shigella dysenteriae	Bacillus dysenteriae|Bacillus dysentericus|Bacillus shigae|Eberthella dysenteriae|Shigella shigae		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:623	Shigella flexneri	SPECIES	NCBITaxon:620	11	Escherichia flexneri|Escherichia/Shigella flexneri	Shigella paradysenteriae		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:624	Shigella sonnei	SPECIES	NCBITaxon:620	11		Bacterium sonnei		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:625	Shigella sp.	SPECIES	NCBITaxon:2629414	11				bacdive
NCBITaxon:626	Xenorhabdus	GENUS	NCBITaxon:1903414	11				lpsn|gold
NCBITaxon:628	Xenorhabdus nematophila	SPECIES	NCBITaxon:626	11		Achromobacter nematophilus|Xenorhabdus nematophila subsp. nematophila|Xenorhabdus nematophilus nematophilus|Xenorhabdus nematophilus subsp. nematophilus		lpsn|gold|madin_etal
NCBITaxon:629	Yersinia <enterobacteria>	GENUS	NCBITaxon:1903411	11	Yersinia			lpsn|gold
NCBITaxon:630	Yersinia enterocolitica	SPECIES	NCBITaxon:629	11		Bacterium enterocoliticum		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:631	Yersinia intermedia	SPECIES	NCBITaxon:629	11				bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:632	Yersinia pestis	SPECIES	NCBITaxon:1649845	11		Bacillus pestis|Pasteurella pestis|Pestisella pestis|Yersinia pestis (Lehmann and Neumann 1896) van Loghem 1944 (Approved Lists 1980), nom. cons.|Yersinia pseudotuberculosis subsp. pestis		bacdive|lpsn|gold|madin_etal
NCBITaxon:633	Yersinia pseudotuberculosis	SPECIES	NCBITaxon:1649845	11		Bacillus pseudotuberkulosis|Bacterium pseudotuberculosis|Pasteurella lymphangitidis|Pasteurella pseudotuberculosis|Shigella pseudotuberculosis		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:634	Yersinia bercovieri	SPECIES	NCBITaxon:629	11		Yersinia enterocolitica biogroup 3B		bacdive|lpsn|gold|madin_etal
NCBITaxon:635	Edwardsiella <enterobacteria>	GENUS	NCBITaxon:1903412	11	Edwardsiella	Asakusa group|Bartholomew group		lpsn
NCBITaxon:636	Edwardsiella tarda	SPECIES	NCBITaxon:635	11		Edwardsiella anguillimortifera|Paracolobactrum anguillimortiferum		bacdive|lpsn|gold|madin_etal
NCBITaxon:637	Arsenophonus	GENUS	NCBITaxon:1903414	11				lpsn|gold
NCBITaxon:638	Arsenophonus nasoniae	SPECIES	NCBITaxon:637	11	son-killer infecting Nasonia vitripennis			bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:641	Vibrionaceae	FAMILY	NCBITaxon:135623	11		gamma-3 proteobacteria		bacdive|mediadive|gold|bactotraits
NCBITaxon:642	Aeromonas	GENUS	NCBITaxon:84642	11				lpsn|gold
NCBITaxon:644	Aeromonas hydrophila	SPECIES	NCBITaxon:642	11		Aeromonas dourgesi|Aeromonas hydrophila (Chester 1901) Stanier 1943 (Approved Lists 1980)|Aeromonas liquefaciens|Bacillus hydrophilus fuscus|Bacterium hydrophilum|Proteus hydrophilus|Proteus ichthyosmius|Pseudomonas hydrophila		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:645	Aeromonas salmonicida	SPECIES	NCBITaxon:642	11		Bacillus salmonicida|Bacterium salmonicida|Proteus salmonicida		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:646	Aeromonas sobria	SPECIES	NCBITaxon:642	11		Aeromonas hybridization group 7 (HG7)		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:647	Aeromonas sp.	SPECIES	NCBITaxon:257493	11				bacdive|mediadive|gold
NCBITaxon:648	Aeromonas caviae	SPECIES	NCBITaxon:642	11		Aeromonas dourgesi anaerogene|Aeromonas formicans|Aeromonas hydrophila anaerogenes|Aeromonas hydrophila subsp. anaerogenes|Aeromonas punctata|Aeromonas punctata (Zimmermann 1890) Snieszko 1957 (Approved Lists 1980)|Aeromonas punctata subsp. caviae|Aeromonas punctata subsp. punctata|Pseudomonas caviae|Pseudomonas punctata		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:649	Aeromonas eucrenophila	SPECIES	NCBITaxon:642	11				bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:650	Aeromonas jandaei	SPECIES	NCBITaxon:642	11		genospecies DNA group 9 A. sobria		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:651	Aeromonas media	SPECIES	NCBITaxon:642	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:652	Aeromonas schubertii	SPECIES	NCBITaxon:642	11		Aeromonas hybridization group 12|Enteric Group 501		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:654	Aeromonas veronii	SPECIES	NCBITaxon:642	11		Aeromonas culicicola|Aeromonas hybridization group 10 (HG10)|Aeromonas ichthiosmia|Enteric Group 77		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:656	Aeromonas allosaccharophila	SPECIES	NCBITaxon:642	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:657	Photobacterium	GENUS	NCBITaxon:641	11		Photobacter|Photomonas		lpsn|gold
NCBITaxon:659	Photobacterium phosphoreum	SPECIES	NCBITaxon:657	11		Acinetobacter phosphorescens|Bacillus hermesi|Bacillus phosphorescens II|Bacillus phosphoreus|Bacterium phosphorescens|Bacterium phosphoreum|Coccobacillus acropoma|Micrococcus physiculus|Photobacter phosphorescens|Photobacter phosphoreum|Photobacterium phosphorescens|Photobacterium phosphoreum (Cohn 1878) Beijerinck 1889 (Approved Lists 1980)|Photobacterium profudum|Pseudomonas lucifera|Streptococcus phosphoreus		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:660	Photobacterium sp.	SPECIES	NCBITaxon:2628852	11		Photobacter sp.		bacdive
NCBITaxon:661	Photobacterium angustum	SPECIES	NCBITaxon:657	11		Vibrio angustum		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:662	Vibrio	GENUS	NCBITaxon:641	11		Beneckea|Listonella|Microspira|Pacinia		bacdive|lpsn|gold
NCBITaxon:663	Vibrio alginolyticus	SPECIES	NCBITaxon:717610	11		Beneckea alginolytica|Oceanomonas alginolytica|Pseudomonas creosotensis		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:664	Vibrio alginolyticus chemovar iophagus	NO_RANK	NCBITaxon:663	11		Achromobacter iophagus|Vibrio alginolyticus (chemovar. iophagus)|Vibrio alginolyticus chemovar. iophagus|Vibrio alginolyticus subsp. iophagus		gold
NCBITaxon:666	Vibrio cholerae	SPECIES	NCBITaxon:662	11		Bacillo virgola del Koch|Bacillus cholerae|Bacillus cholerae-asiaticae|Kommabacillus|Liquidivibrio cholerae|Microspira comma|Pacinia cholerae-asiaticae|Spirillum cholerae|Spirillum cholerae-asiaticae|Vibrio albensis|Vibrio cholera|Vibrio cholerae biovar albensis|Vibrio cholerae bv. albensis|Vibrio cholerae-asiaticae|Vibrio comma		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:668	Aliivibrio fischeri	SPECIES	NCBITaxon:511678	11		"""Bacterium phosphorescens indigenus"" (Eisenberg 1891) Chester 1897|Achromobacter fischeri|Bacillus fischeri|Bacillus phosphorescens indigenus|Einheimischer leuchtbacillus|Microspira fischeri|Microspira marina|Photobacterium fischeri|Vibrio fischeri|Vibrio noctiluca"		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:669	Vibrio harveyi	SPECIES	NCBITaxon:717610	11		Achromobacter harveyi|Beneckea harveyi|Beneckea neptuna|Lucibacterium harveyi|Photobacterium harveyi|Pseudomonas harveyi|Vibrio carchariae|Vibrio trachuri		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:670	Vibrio parahaemolyticus	SPECIES	NCBITaxon:717610	11		Beneckea parahaemolytica|Oceanomonas parahaemolytica|Pasteurella parahaemolytica|Vibrio parahaemolyticus (Fujino et al. 1951) Sakazaki et al. 1963 (Approved Lists 1980)		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:671	Vibrio proteolyticus	SPECIES	NCBITaxon:662	11		Aeromonas hydrophila proteolytica|Aeromonas hydrophila subsp. proteolytica|Aeromonas proteolytica|Beneckea proteolytica		lpsn|gold|madin_etal
NCBITaxon:672	Vibrio vulnificus	SPECIES	NCBITaxon:662	11		Beneckea vulnifica|Vibrio vulnificus (Reichelt et al. 1979) Farmer 1980		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:673	Grimontia hollisae	SPECIES	NCBITaxon:246861	11		Special Bacteriology group EF-13|Vibrio hollisae		bacdive|lpsn|gold|madin_etal
NCBITaxon:674	Vibrio mimicus	SPECIES	NCBITaxon:662	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:675	Vibrio cincinnatiensis	SPECIES	NCBITaxon:662	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:676	Vibrio fluvialis	SPECIES	NCBITaxon:662	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:678	Vibrio sp.	SPECIES	NCBITaxon:2614977	11		Listonella sp.		bacdive|mediadive|gold|madin_etal
NCBITaxon:680	Vibrio campbellii	SPECIES	NCBITaxon:717610	11		Beneckea campbellii		bacdive|lpsn|gold|madin_etal
NCBITaxon:685	Vibrio diazotrophicus	SPECIES	NCBITaxon:662	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:686	Vibrio cholerae O1 biovar El Tor	NO_RANK	NCBITaxon:127906	11	Vibrio cholerae O1 biovar eltor	'Vibrio eltor'|Vibrio cholerae biovar El Tor|Vibrio cholerae biovar eltor|Vibrio eltor		gold|madin_etal
NCBITaxon:687	Vibrio gazogenes	SPECIES	NCBITaxon:662	11		Beneckea gazogenes		lpsn|gold|madin_etal
NCBITaxon:688	Aliivibrio logei	SPECIES	NCBITaxon:511678	11		Photobacterium logei|Vibrio logei		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:689	Vibrio mediterranei	SPECIES	NCBITaxon:662	11		Vibrio shiloi|Vibrio shilonii		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:691	Vibrio natriegens	SPECIES	NCBITaxon:717610	11		Beneckea natriegens (Payne et al. 1961) Baumann et al. 1971 (Approved Lists 1980)		bacdive|lpsn|gold|madin_etal
NCBITaxon:693	Vibrio nereis	SPECIES	NCBITaxon:662	11		Beneckea nereida|Beneckea nereis		lpsn|gold|madin_etal
NCBITaxon:702	Plesiomonas	GENUS	NCBITaxon:543	11	C 27 Group	Fergusonia|Pleisomonas|Plesiomonas corrig. Habs and Schubert 1962 (Approved Lists 1980)		lpsn
NCBITaxon:703	Plesiomonas shigelloides	SPECIES	NCBITaxon:702	11		Aeromonas shigelloides|Fergusonia shigelloides|Pleisomonas shigelloides|Plesiomonas shigelloides corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)|Pseudomonas shigelloides		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:712	Pasteurellaceae	FAMILY	NCBITaxon:135625	11				gold
NCBITaxon:713	Actinobacillus	GENUS	NCBITaxon:712	11				lpsn
NCBITaxon:714	Aggregatibacter actinomycetemcomitans	SPECIES	NCBITaxon:416916	11		Actinobacillus (Haemophilus) actinomycetemcomitans|Actinobacillus actinomycetemcomitans (Klinger 1912) Topley and Wilson 1929 (Approved Lists 1980)|Bacterium acetinomycetum comitans|Bacterium comitans|Haemophilus actinomycetemcomitans|Haemophilus actinomyceticomitans		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:715	Actinobacillus pleuropneumoniae	SPECIES	NCBITaxon:713	11		Haemophilus pleuropneumoniae|Haemophilus pleuropneumoniae corrig.		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:716	Actinobacillus suis	SPECIES	NCBITaxon:713	11				bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:717	Actinobacillus capsulatus	SPECIES	NCBITaxon:713	11		Actinobacillus [capsulatus] CCUG 37035		bacdive|lpsn|gold|madin_etal
NCBITaxon:718	Actinobacillus equuli	SPECIES	NCBITaxon:713	11		Bacillus equirulis|Bacillus equuli|Bacillus nephritidis equi|Bacillus pyosepticus|Bacillus pyosepticus equi|Bacterium equi|Bacterium pyosepticum|Bacterium pyosepticum viscosum|Bacterium pyosepticum viscosum equi|Bacterium viscosum equi|Eberthella viscosa|Shigella equi|Shigella equirulis|Shigella equuli|Shigella viscosa		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:719	Actinobacillus hominis	SPECIES	NCBITaxon:713	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:720	Actinobacillus lignieresii	SPECIES	NCBITaxon:713	11		Actinobacillus lignieresi|Bacterium purifaciens		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:721	Actinobacillus salpingitidis	SPECIES	NCBITaxon:713	11				bacdive
NCBITaxon:722	Actinobacillus seminis	SPECIES	NCBITaxon:713	11				bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:723	Actinobacillus ureae	SPECIES	NCBITaxon:713	11		Pasterella haemolytica var. ureae|Pasteurella ureae		bacdive|lpsn|gold|madin_etal
NCBITaxon:724	Haemophilus	GENUS	NCBITaxon:712	11				lpsn|gold
NCBITaxon:725	Haemophilus influenzae biotype aegyptius	BIOTYPE	NCBITaxon:727	11		Haemophilus influenzae aegyptius|Haemophilus influenzae biogroup aegyptius		gold
NCBITaxon:726	Haemophilus haemolyticus	SPECIES	NCBITaxon:724	11		Bacillus X		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:727	Haemophilus influenzae	SPECIES	NCBITaxon:724	11		Bacterium influenzae|Coccobacillus pfeifferi|Haemophilus meningitidis|Influenza-bacillus|Mycobacterium influenzae		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:728	Avibacterium paragallinarum	SPECIES	NCBITaxon:292486	11		Haemophilus gallinarum|Haemophilus paragallinarum		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:729	Haemophilus parainfluenzae	SPECIES	NCBITaxon:724	11		Parahaemophilus parainfluenzae		bacdive|lpsn|gold|madin_etal
NCBITaxon:730	[Haemophilus] ducreyi	SPECIES	NCBITaxon:724	11		Bacillus ulceris cancrosi|Haemophilus ducreyi (Neveu-Lemaire 1921) Bergey et al. 1923 (Approved Lists 1980)|Pseudactinobacillus ducreyi		bacdive|gold|madin_etal
NCBITaxon:731	Histophilus somni	SPECIES	NCBITaxon:214906	11		Haemophilus agni|Haemophilus ovis|Haemophilus somnifer|Haemophilus somnus|Hemophilus agni|Histophilus ovis		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:732	Aggregatibacter aphrophilus	SPECIES	NCBITaxon:416916	11		Haemophilus aphrophilus|Haemophilus paraphrophilus		bacdive|lpsn|gold|madin_etal
NCBITaxon:733	Canicola haemoglobinophilus	SPECIES	NCBITaxon:2860205	11		Bacillus haemoglobinophilus canis|Bacterium haemoglobinophilus|Bisgaard taxon 35|Haemophilus haemoglobinophilus|Hemophilus canis		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:734	Haemophilus paracuniculus	SPECIES	NCBITaxon:724	11		Haemophilus paracuniculus Targowski and Targowski 1984|Targowskia paracuniculus		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:735	Haemophilus parahaemolyticus	SPECIES	NCBITaxon:724	11		Pseudohaemophilus parahaemolyticus		bacdive|lpsn|gold|madin_etal
NCBITaxon:736	Haemophilus paraphrohaemolyticus	SPECIES	NCBITaxon:724	11		Pseudohaemophilus paraphrohaemolyticus		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:738	Glaesserella parasuis	SPECIES	NCBITaxon:2094023	11		Haemophilus parasuis		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:739	Aggregatibacter segnis	SPECIES	NCBITaxon:416916	11		Haemophilus segnis		bacdive|lpsn|gold|madin_etal
NCBITaxon:740	Haemophilus sp.	SPECIES	NCBITaxon:2609962	11				bacdive|gold|madin_etal
NCBITaxon:745	Pasteurella	GENUS	NCBITaxon:712	11				lpsn
NCBITaxon:747	Pasteurella multocida	SPECIES	NCBITaxon:745	11		Bacterium multocidum|Micrococcus gallicidus|Pasteurella cholerae-gallinarum|Pasteurella gallicida		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:749	[Pasteurella] aerogenes	SPECIES	NCBITaxon:310966	11		Pasteurella aerogenes		bacdive|mediadive|gold|madin_etal
NCBITaxon:750	Gallibacterium anatis	SPECIES	NCBITaxon:155493	11		Pasteurella anatis		bacdive|lpsn|gold|madin_etal
NCBITaxon:751	Avibacterium avium	SPECIES	NCBITaxon:292486	11		Haemophilus avium|Pasteurella avium		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:752	Pasteurella bettyae	SPECIES	NCBITaxon:745	11		Pasteurella betti|Pasteurella bettii		bacdive|lpsn|gold|madin_etal
NCBITaxon:753	Pasteurella canis	SPECIES	NCBITaxon:745	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:754	Pasteurella dagmatis	SPECIES	NCBITaxon:745	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:755	Avibacterium gallinarum	SPECIES	NCBITaxon:292486	11		Pasteurella gallinarum		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:756	Alitibacter langaaensis	SPECIES	NCBITaxon:3453998	11		Pasteurella langaa|Pasteurella langaaensis corrig. Mutters et al. 1985		bacdive|lpsn|gold|madin_etal
NCBITaxon:757	[Pasteurella] mairii	SPECIES	NCBITaxon:310966	11		Bisgaard taxon 19|Pasteurella mairi|Pasteurella mairii		bacdive|mediadive|gold|madin_etal|bactotraits
NCBITaxon:758	Rodentibacter pneumotropicus	SPECIES	NCBITaxon:1960084	11		Pasteurella pneumotropica		bacdive|lpsn|gold|madin_etal
NCBITaxon:759	Pasteurella sp.	SPECIES	NCBITaxon:2621516	11				bacdive|mediadive|madin_etal
NCBITaxon:760	Pasteurella stomatis	SPECIES	NCBITaxon:745	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:761	Pasteurella testudinis	SPECIES	NCBITaxon:745	11				lpsn|gold|madin_etal
NCBITaxon:762	Avibacterium volantium	SPECIES	NCBITaxon:292486	11		Pasteurella volantium		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:766	Rickettsiales	ORDER	NCBITaxon:28211	11	rickettsias	alpha-1 proteobacteria		gold
NCBITaxon:768	Anaplasma	GENUS	NCBITaxon:942	11				lpsn|gold
NCBITaxon:769	Anaplasma centrale	SPECIES	NCBITaxon:768	11		Anaplasma marginale subsp. centrale		lpsn|madin_etal
NCBITaxon:770	Anaplasma marginale	SPECIES	NCBITaxon:768	11		Anaplasma argentium|Anaplasma rossicum|Anaplasma theileri		lpsn|gold|madin_etal
NCBITaxon:772	Bartonellaceae	FAMILY	NCBITaxon:356	11		Bartonella group		
NCBITaxon:773	Bartonella	GENUS	NCBITaxon:772	11		"""Bartonia"" Strong et al. 1913|Grahamella|Grahmia|Rocha-Limae|Rochalimaea"		lpsn|gold
NCBITaxon:774	Bartonella bacilliformis	SPECIES	NCBITaxon:773	11		Bartonia bacilliformis		bacdive|lpsn|gold|madin_etal
NCBITaxon:775	Rickettsiaceae	FAMILY	NCBITaxon:766	11				gold
NCBITaxon:776	Coxiella <g-proteobacteria>	GENUS	NCBITaxon:118968	11	Coxiella	Burnetia		lpsn|gold
NCBITaxon:777	Coxiella burnetii	SPECIES	NCBITaxon:776	11		Coxiella burnetii corrig. (Derrick 1939) Philip 1948 (Approved Lists 1980)|Rickettsia burneti|Rickettsia diaporica		bacdive|lpsn|gold|madin_etal
NCBITaxon:779	Ehrlichia ruminantium	SPECIES	NCBITaxon:106178	11	heartwater rickettsia	Cowdria ruminantium|Kurlovia ruminantium|Nicollea ruminantium|Rickettsia ruminantium		lpsn|gold|madin_etal
NCBITaxon:780	Rickettsia	GENUS	NCBITaxon:33988	11				lpsn|gold
NCBITaxon:781	Rickettsia conorii	SPECIES	NCBITaxon:114277	11		Rickettsia conorii corrig. Brumpt 1932 (Approved Lists 1980)		bacdive|lpsn|madin_etal
NCBITaxon:782	Rickettsia prowazekii	SPECIES	NCBITaxon:114292	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:783	Rickettsia rickettsii	SPECIES	NCBITaxon:114277	11		Dermacentroxenus rickettsii		bacdive|lpsn|gold|madin_etal
NCBITaxon:784	Orientia tsutsugamushi	SPECIES	NCBITaxon:69474	11		Rickettsia akamushi|Rickettsia orientalis|Rickettsia tsutsugamushi|Theileria tsutsugamushi		bacdive|lpsn|gold|madin_etal
NCBITaxon:785	Rickettsia typhi	SPECIES	NCBITaxon:114292	11		Dermacentroxenus typhi|Rickettsia mooseri		lpsn|gold|madin_etal
NCBITaxon:786	Rickettsia akari	SPECIES	NCBITaxon:114277	11	agent of rickettsialpox|rickettsialpox	Dermacentroxenus murinus|Gamasoxenus muris		lpsn|gold|madin_etal
NCBITaxon:787	Rickettsia australis	SPECIES	NCBITaxon:114277	11				lpsn|gold|madin_etal
NCBITaxon:788	Rickettsia canadensis	SPECIES	NCBITaxon:1129742	11		Rickettsia canada		bacdive|lpsn|gold|madin_etal
NCBITaxon:789	Rickettsia sp.	SPECIES	NCBITaxon:114295	11		Candidatus Rickettsia sp.		gold
NCBITaxon:801	Symbiopectobacterium	GENUS	NCBITaxon:84563	11		Candidatus Symbiopectobacterium	BEV	lpsn|gold
NCBITaxon:803	Bartonella quintana	SPECIES	NCBITaxon:773	11		Burnetia (Rocha-limae) wolhynica|Rickettsia pediculi|Rickettsia quintana|Rickettsia weigli|Rickettsia wolhynica|Rochalimaea quintana|Wolhynia qintanae		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:807	Bartonella elizabethae	SPECIES	NCBITaxon:773	11	Bartonella saintelizabethsina|Rochalimaea saintelizabethsina	Rochalimaea elizabethae		lpsn|gold|madin_etal
NCBITaxon:809	Chlamydiaceae	FAMILY	NCBITaxon:51291	11				
NCBITaxon:810	Chlamydia	GENUS	NCBITaxon:1113537	11		"""Prowazekia"" Coles 1953|Bedsonia|Chlamydophila|Miyagawanella|Rakeia|Rickettsiaformis"		lpsn
NCBITaxon:813	Chlamydia trachomatis	SPECIES	NCBITaxon:810	11		Chlamydozoon trachomatis|Rickettsia trachomae|Rickettsia trachomatis		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:815	Bacteroidaceae	FAMILY	NCBITaxon:171549	11				gold
NCBITaxon:816	Bacteroides	GENUS	NCBITaxon:815	11		Capsularis|Ristella		lpsn|gold
NCBITaxon:817	Bacteroides fragilis	SPECIES	NCBITaxon:816	11		Bacteroides fragilis (Veillon and Zuber 1898) Castellani and Chalmers 1919 (Approved Lists 1980)|Bacteroides inaequalis|Bacteroides incommunis|Bacteroides uncatus|Fusiformis fragilis|Pseudobacterium fragilis|Pseudobacterium inaequalis|Pseudobacterium incommunis|Pseudobacterium uncatum|Ristella fragilis|Ristella incommunis|Ristella uncata|Sphaerophorus inaequalis|Sphaerophorus intermedius		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:818	Bacteroides thetaiotaomicron	SPECIES	NCBITaxon:816	11		Bacillus thetaiotaomicron|Bacteroides fragilis subsp. thetaiotaomicron|Pseudobacterium thetaiotaomicron|Sphaerocillus thetaiotaomicron		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:820	Bacteroides uniformis	SPECIES	NCBITaxon:816	11				bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:821	Phocaeicola vulgatus	SPECIES	NCBITaxon:909656	11		Bacteroides vulgatus Eggerth and Gagnon 1933 (Approved Lists 1980)|Phocaeicola vulgatus (Eggerth and Gagnon 1933) Garcia-Lopez et al. 2020		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:823	Parabacteroides distasonis	SPECIES	NCBITaxon:375288	11		Bacteroides distasonis|Bacteroides fragilis subsp. distasonis|Pseudobacterium distasonis|Ristella distasonis		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:824	Campylobacter gracilis	SPECIES	NCBITaxon:194	11		Bacteroides gracilis		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:826	Sebaldella termitidis	SPECIES	NCBITaxon:32068	11		Bacteroides termitidis|Sphaerophorus siccus var. termitidis		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:827	Campylobacter ureolyticus	SPECIES	NCBITaxon:194	11		Bacteroides corrodens|Bacteroides ureolyticus		bacdive|lpsn|gold|madin_etal
NCBITaxon:830	Butyrivibrio	GENUS	NCBITaxon:186803	11				lpsn|gold
NCBITaxon:831	Butyrivibrio fibrisolvens	SPECIES	NCBITaxon:830	11				lpsn|gold|madin_etal
NCBITaxon:832	Fibrobacter	GENUS	NCBITaxon:204431	11	Fibribacter			lpsn|gold
NCBITaxon:833	Fibrobacter succinogenes	SPECIES	NCBITaxon:832	11	Fibribacter succinicigenes|Fibribacter succinogenes|Fibrobacter succinicigenes	Bacteroides succinogenes|Ruminobacter succinogenes		bacdive|lpsn|gold|madin_etal
NCBITaxon:834	Fibrobacter succinogenes subsp. succinogenes	SUBSPECIES	NCBITaxon:833	11	Fibribacter succinicigenes subsp. succinicigenes|Fibribacter succinogenes subsp. succinogenes|Fibrobacter succinicigenes subsp. succinicigenes|Fibrobacter succinogenes succinogenes			lpsn
NCBITaxon:836	Porphyromonas	GENUS	NCBITaxon:171551	11				lpsn|gold
NCBITaxon:837	Porphyromonas gingivalis	SPECIES	NCBITaxon:836	11		Bacteroides gingivalis		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:838	Prevotella	GENUS	NCBITaxon:171552	11				lpsn|gold
NCBITaxon:839	Xylanibacter ruminicola	SPECIES	NCBITaxon:558436	11		Bacteroides ruminicola|Prevotella ruminicola (Bryant et al. 1958) Shah and Collins 1990|Ruminobacter ruminicola|Xylanibacter ruminicola (Bryant et al. 1958) Hitch et al. 2023		bacdive|lpsn|gold|madin_etal
NCBITaxon:840	Hoylesella loescheii	SPECIES	NCBITaxon:2974257	11		Bacteroides loescheii|Prevotella loescheii		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:841	Roseburia	GENUS	NCBITaxon:186803	11	Roseburya|Roseburyella			lpsn|gold
NCBITaxon:842	Roseburia cecicola	SPECIES	NCBITaxon:841	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:843	Wolinella	GENUS	NCBITaxon:72293	11				lpsn
NCBITaxon:844	Wolinella succinogenes	SPECIES	NCBITaxon:843	11	Wolinella succinicigenes	Vibrio succinogenes		lpsn|gold|madin_etal
NCBITaxon:846	Oxalobacter	GENUS	NCBITaxon:75682	11				lpsn|gold
NCBITaxon:847	Oxalobacter formigenes	SPECIES	NCBITaxon:846	11				bacdive|lpsn|gold|madin_etal
